step,baseline_ppl,dynamic_ppl,delta_ppl,average_compute,expected_compute,compute_saving,average_active_layers,average_width,theoretical_paths,observed_paths,top1_coverage,top4_coverage,top8_coverage,top16_coverage,router_entropy,router_confidence,average_route_entropy,high_frequency_route_entropy,low_frequency_route_entropy,baseline_latency_ms,dynamic_latency_ms,router_overhead_ms,attention_latency_ms,mlp_latency_ms,prefill_latency_ms,decode_latency_ms,baseline_decode_latency_ms,speedup,tokens_per_second
300,11.030261335610142,10.992814748304736,-0.03744658730540529,0.375,0.3778974384069443,0.90625,2.0,48.0,625,1,1.0,1.0,1.0,1.0,0.020156228356063365,0.9966543644666672,0.0,0.0,0.0,23.797729999932926,27.935080000315793,0.388329999987036,1.9658239781856537,23.575520038604736,27.935080000315793,193.70673332984248,73.9499000046635,0.8518941058935182,146625.67638802883
