step,train_loss,val_loss,avg_active_cells,avg_active_edges,avg_fanin,avg_soft_fanin,avg_effective_depth,step_widths,graph_entropy,top1_coverage,top4_coverage,top8_coverage,top16_coverage,unique_graphs,node_usage_entropy,edge_usage_entropy,dead_cell_ratio,node_usage_gini,active_cell_macs,skipped_cell_macs,router_parameters,router_macs_per_token,temperature,exploration,dual_value,router_gradient_norm,node_score_std,edge_score_std,std_active_cells,min_active_cells,max_active_cells,std_depth,min_depth,max_depth,empty_step_fraction
0,4.213732719421387,4.206870079040527,8.0,8.0,1.0,1.0,4.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,2.079441547393799,2.079441547393799,0.75,0.75,131072.0,393216.0,28072,212224,1.5,0.0,0.0,0.0,0.0022494171280413866,26422.287109375,0.0,8.0,8.0,0.0,4.0,4.0,0.0
100,2.6110458374023438,2.613142967224121,8.0,8.0,1.0,1.0,4.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,2.079441547393799,2.079441547393799,0.75,0.75,131072.0,393216.0,28072,212224,1.375,0.0,0.0,0.0,0.002453687833622098,26422.287109375,0.0,8.0,8.0,0.0,4.0,4.0,0.0
200,2.441443920135498,2.4556589126586914,8.0,8.0,1.0,1.0,4.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,2.079441547393799,2.079441547393799,0.75,0.75,131072.0,393216.0,28072,212224,1.25,0.0,0.0,0.0,0.0025547174736857414,26422.287109375,0.0,8.0,8.0,0.0,4.0,4.0,0.0
300,2.364194631576538,2.3605339527130127,8.0,8.0,1.0,1.0,4.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,2.079441547393799,2.079441547393799,0.75,0.75,131072.0,393216.0,28072,212224,1.125,0.0,0.0,0.0,0.0027139780577272177,26422.287109375,0.0,8.0,8.0,0.0,4.0,4.0,0.0
400,2.2825405597686768,2.293539524078369,8.0,8.0,1.0,1.0,4.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,2.079441547393799,2.079441547393799,0.75,0.75,131072.0,393216.0,28072,212224,1.0,0.0,0.0,0.0,0.0027794039342552423,26422.287109375,0.0,8.0,8.0,0.0,4.0,4.0,0.0
500,2.207045793533325,2.2274367809295654,8.0,8.0,1.0,1.0,4.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,2.079441547393799,2.079441547393799,0.75,0.75,131072.0,393216.0,28072,212224,0.875,0.0,0.0,0.0,0.002721675904467702,26422.287109375,0.0,8.0,8.0,0.0,4.0,4.0,0.0
600,2.1795623302459717,2.1891138553619385,8.0,8.0,1.0,1.0,4.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,2.079441547393799,2.079441547393799,0.75,0.75,131072.0,393216.0,28072,212224,0.75,0.0,0.0,0.0,0.002743359189480543,26422.287109375,0.0,8.0,8.0,0.0,4.0,4.0,0.0
700,2.129859209060669,2.143040657043457,8.0,8.0,1.0,1.0,4.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,2.079441547393799,2.079441547393799,0.75,0.75,131072.0,393216.0,28072,212224,0.625,0.0,0.0,0.0,0.002681126818060875,26422.287109375,0.0,8.0,8.0,0.0,4.0,4.0,0.0
800,2.0798697471618652,2.1148369312286377,8.0,8.0,1.0,1.0,4.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,2.079441547393799,2.079441547393799,0.75,0.75,131072.0,393216.0,28072,212224,0.5,0.0,0.0,0.0,0.0026684082113206387,26422.287109375,0.0,8.0,8.0,0.0,4.0,4.0,0.0
900,2.0600616931915283,2.094916820526123,8.0,8.0,1.0,1.0,4.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,2.079441547393799,2.079441547393799,0.75,0.75,131072.0,393216.0,28072,212224,0.375,0.0,0.0,0.0,0.0026386776007711887,26422.287109375,0.0,8.0,8.0,0.0,4.0,4.0,0.0
1000,2.03863787651062,2.0884830951690674,8.0,8.0,1.0,1.0,4.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,2.079441547393799,2.079441547393799,0.75,0.75,131072.0,393216.0,28072,212224,0.25,0.0,0.0,0.0,0.0026322989724576473,26422.287109375,0.0,8.0,8.0,0.0,4.0,4.0,0.0
