step,train_loss,val_loss,avg_active_cells,avg_active_edges,avg_fanin,avg_soft_fanin,avg_effective_depth,step_widths,graph_entropy,top1_coverage,top4_coverage,top8_coverage,top16_coverage,unique_graphs,node_usage_entropy,edge_usage_entropy,dead_cell_ratio,node_usage_gini,active_cell_macs,skipped_cell_macs,router_parameters,router_macs_per_token,temperature,exploration,dual_value,router_gradient_norm,node_score_std,edge_score_std,std_active_cells,min_active_cells,max_active_cells,std_depth,min_depth,max_depth,empty_step_fraction
0,4.238055229187012,4.228138446807861,32.0,320.0,10.0,1.0,8.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",-0.0,1.0,1.0,1.0,1.0,1,3.465735912322998,5.7683210372924805,0.0,0.0,524288.0,0.0,28072,212224,1.5,0.0,0.0,0.0,0.002239871071651578,0.0013034085277467966,0.0,32.0,32.0,0.0,8.0,8.0,0.0
25,2.9994149208068848,3.0044028759002686,32.0,299.3134765625,9.353546142578125,1.0,8.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",2.487032890319824,0.3427734375,0.650390625,0.80908203125,0.92724609375,68,3.465735912322998,5.7248334884643555,0.0,0.0,524288.0,0.0,28072,212224,1.46875,0.0,0.018750000000000006,0.012830701142341212,0.019218619912862778,0.0873660296201706,0.0,32.0,32.0,0.0,8.0,8.0,0.0
50,2.835853338241577,2.8510918617248535,32.0,291.490234375,9.10906982421875,1.0,8.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.284721374511719,0.111328125,0.234375,0.28466796875,0.36474609375,609,3.465735912322998,5.724627494812012,0.0,0.0,524288.0,0.0,28072,212224,1.4375,0.0,0.03750000000000002,0.010492631677880379,0.029619257897138596,0.14530667662620544,0.0,32.0,32.0,0.0,8.0,8.0,0.0
