checkpoint,iter,final_ce,perplexity,mean_active_channels,mean_active_ratio,median_active_channels,std_active_channels,min_active_channels,max_active_channels,gate_entropy,fraction_gate_gt_0_5,fraction_gate_gt_0_9,fraction_gate_lt_0_1,p10_width,p25_width,p50_width,p75_width,p90_width,mean_channel_usage_rate,std_channel_usage_rate,min_channel_usage_rate,max_channel_usage_rate,hist_0-64,hist_65-128,hist_129-192,hist_193-256,hist_257-320,hist_321-384,hist_385-448,hist_449-512
ckpt.pt,1000,2.0602103658020496,7.847620507669502,147.22410583496094,0.2875470817089081,137.0,48.34954071044922,55.0,350.0,249.77178955078125,0.2875470817089081,0.02962207794189453,0.1968899518251419,92.0,109.0,137.0,180.0,211.0,0.2875470817089081,0.09256857633590698,0.0800323486328125,0.7183990478515625,0.00079345703125,0.43518829345703125,0.39955902099609375,0.1364288330078125,0.02716827392578125,0.00086212158203125,0.0,0.0
