baseline_nll,baseline_ppl,learned_nll,learned_ppl,fixed_most_common_nll,fixed_most_common_ppl,shuffled_nll,shuffled_ppl,fixed_current_ppl,fixed_current_previous_ppl,fixed_current_earlier_ppl,fixed_all_available_ppl,average_fanin,fanin_1_ratio,fanin_2_ratio,fanin_3_ratio,fanin_4_ratio,usage_current,usage_previous,usage_earlier,usage_anchor,probability_current,probability_previous,probability_earlier,probability_anchor,unique_masks,top1_coverage,top4_coverage,mask_entropy,conditional_mask_entropy_token,mask_token_mutual_information
2.4659836143255234,11.775058573977004,2.469700336456299,11.818904626092015,2.4769510328769684,11.904911343058702,2.47926427423954,11.932482153069794,11.991879515518999,11.97322580970742,11.967628991771258,11.906396425991087,1.6439971923828125,0.4123382568359375,0.539215087890625,0.040557861328125,0.0078887939453125,0.61688232421875,0.1832733154296875,0.08758544921875,0.756256103515625,0.34542059898376465,0.07695167511701584,0.06045813485980034,0.5171695947647095,15,0.39075469970703125,0.8410568237304688,1.7697980041227461,1.5701773264906744,0.1996206776320717
