difficulty_quintile,tokens,avg_active_cells,avg_active_edges,avg_fanin,avg_depth,graph_entropy
1,3277,8.823619163869393,14.291119926762283,1.619643783503372,3.8678669514800124,5.254016605228276
2,3277,8.359780286847727,11.99938968568813,1.4353714181419968,3.9179127250534025,5.161440096042333
3,3276,8.455738705738705,11.607753357753358,1.3727663261254106,4.0497557997558,5.209431994346295
4,3277,8.706438815990236,11.146780592004882,1.2802916126318742,4.272200183094293,4.380968831177832
5,3277,8.589868782422947,11.365883429966432,1.3231731144978507,4.075984131827892,4.723406317371385
