active_cells,active_edges,average_path_length,longest_path,average_branching_factor,average_merge_factor
8,10,3.25,5,1.8,1.2857142857142858
8,8,2.625,4,2.3333333333333335,1.0
7,8,1.8571428571428572,3,2.5,1.25
8,9,1.375,2,3.0,1.0
9,10,2.888888888888889,5,1.6,1.1428571428571428
8,10,2.75,4,2.25,1.2857142857142858
8,9,2.625,4,2.3333333333333335,1.0
6,7,1.5,3,1.5,1.5
6,7,1.5,3,1.0,1.0
8,11,2.0,3,3.0,1.2
9,9,2.888888888888889,5,1.75,1.0
7,8,2.7142857142857144,4,1.75,1.1666666666666667
8,8,2.125,3,2.0,1.0
9,10,2.888888888888889,5,1.6,1.1428571428571428
8,10,2.75,4,2.25,1.2857142857142858
8,10,2.75,5,1.8,1.2857142857142858
8,8,2.25,4,2.0,1.0
6,7,1.5,3,1.5,1.5
12,35,2.75,5,2.9,2.9
9,11,2.6666666666666665,4,2.25,1.125
13,27,2.5384615384615383,4,3.2857142857142856,2.090909090909091
8,12,2.875,5,1.5,1.2857142857142858
9,11,1.7777777777777777,3,2.5,1.0
9,12,1.7777777777777777,3,2.5,1.0
8,9,2.5,4,2.0,1.1428571428571428
8,9,1.875,3,2.0,1.0
8,11,2.75,5,1.8,1.2857142857142858
7,8,1.8571428571428572,3,2.0,1.0
7,8,1.7142857142857142,3,2.0,1.0
9,11,3.2222222222222223,5,1.8,1.125
14,32,2.9285714285714284,5,3.0,2.5
9,11,3.2222222222222223,5,1.8,1.125
8,8,2.625,4,2.3333333333333335,1.0
8,9,2.25,4,1.75,1.1666666666666667
9,9,3.2222222222222223,5,2.0,1.0
8,13,3.125,5,1.8333333333333333,1.5714285714285714
8,10,2.875,5,1.6,1.1428571428571428
8,9,2.25,4,1.75,1.1666666666666667
8,10,2.75,5,1.8,1.2857142857142858
9,9,3.2222222222222223,5,2.0,1.0
7,7,2.7142857142857144,4,1.5,1.0
8,8,2.125,3,2.0,1.0
9,10,3.2222222222222223,5,2.0,1.0
8,11,1.875,4,2.0,1.5
8,10,2.75,5,1.8,1.2857142857142858
8,10,2.75,5,1.8,1.2857142857142858
9,12,1.4444444444444444,2,2.5,1.25
9,9,3.2222222222222223,5,2.0,1.0
8,10,2.75,5,1.8,1.2857142857142858
8,10,2.5,4,2.0,1.1428571428571428
9,10,3.2222222222222223,5,1.8,1.125
7,8,2.4285714285714284,4,1.4,1.1666666666666667
8,10,2.875,5,1.6,1.1428571428571428
6,6,1.3333333333333333,2,2.0,1.0
7,8,1.4285714285714286,2,3.0,1.0
8,11,2.75,5,2.0,1.1428571428571428
9,11,2.6666666666666665,4,2.25,1.125
14,37,2.9285714285714284,5,3.3,2.75
7,10,2.857142857142857,5,1.8,1.5
8,8,2.125,3,2.0,1.0
7,9,2.142857142857143,4,1.5,1.2
9,9,1.7777777777777777,3,2.5,1.0
7,8,1.8571428571428572,3,2.5,1.25
9,10,3.2222222222222223,5,2.0,1.0
8,8,2.5,4,2.3333333333333335,1.0
7,8,1.8571428571428572,3,2.5,1.25
9,9,3.2222222222222223,5,2.0,1.0
6,7,2.0,4,1.0,1.0
8,8,2.125,3,2.0,1.0
8,9,2.25,4,1.75,1.1666666666666667
8,10,2.75,5,1.8,1.2857142857142858
9,9,3.2222222222222223,5,2.0,1.0
9,10,1.6666666666666667,3,2.5,1.0
8,8,2.625,4,2.3333333333333335,1.0
6,6,1.3333333333333333,2,2.0,1.0
7,8,1.8571428571428572,3,2.0,1.0
9,10,3.2222222222222223,5,2.0,1.0
8,10,2.75,5,1.8,1.2857142857142858
7,9,1.8571428571428572,3,2.5,1.25
9,13,1.5555555555555556,3,2.5,1.25
8,10,2.875,5,1.6,1.1428571428571428
6,6,1.3333333333333333,2,2.0,1.0
8,11,1.625,3,2.0,1.3333333333333333
8,10,2.75,5,1.8,1.2857142857142858
7,9,1.4285714285714286,2,3.0,1.0
9,9,3.2222222222222223,5,2.0,1.0
7,8,2.7142857142857144,4,1.5,1.0
8,8,2.125,3,2.0,1.0
9,10,3.2222222222222223,5,2.0,1.0
8,11,2.25,4,1.6,1.3333333333333333
8,9,2.5,4,2.0,1.1428571428571428
9,10,1.7777777777777777,3,2.5,1.0
6,6,1.3333333333333333,2,2.0,1.0
8,10,2.75,5,1.8,1.2857142857142858
6,8,1.5,3,1.5,1.5
6,9,1.5,3,1.5,1.5
11,28,2.727272727272727,5,2.625,2.625
9,11,2.3333333333333335,4,2.0,1.1428571428571428
14,32,2.7142857142857144,5,2.8,2.3333333333333335
7,11,2.857142857142857,5,1.8,1.5
8,9,2.5,4,2.0,1.1428571428571428
7,12,2.0,3,3.0,1.5
7,8,1.8571428571428572,3,2.5,1.25
8,11,2.25,4,1.6,1.3333333333333333
9,11,3.2222222222222223,5,1.8,1.125
8,8,2.625,4,2.3333333333333335,1.0
7,9,1.8571428571428572,3,2.5,1.25
9,10,3.2222222222222223,5,1.8,1.125
8,10,2.75,5,1.6,1.1428571428571428
8,10,2.875,5,1.6,1.1428571428571428
6,7,1.6666666666666667,3,1.5,1.0
8,10,2.75,5,1.8,1.2857142857142858
9,9,3.2222222222222223,5,2.0,1.0
7,8,2.142857142857143,4,1.5,1.2
8,10,2.75,5,1.8,1.2857142857142858
8,9,2.5,4,2.0,1.1428571428571428
6,7,1.5,3,1.0,1.0
8,11,2.375,4,1.6,1.3333333333333333
6,7,1.5,3,1.5,1.5
8,10,2.75,5,1.8,1.2857142857142858
8,12,2.75,5,1.8,1.2857142857142858
9,10,3.2222222222222223,5,1.8,1.125
13,34,2.923076923076923,5,3.3333333333333335,2.727272727272727
9,10,3.2222222222222223,5,1.8,1.125
7,10,3.0,5,1.8,1.5
8,9,2.5,4,2.0,1.1428571428571428
7,8,1.7142857142857142,3,2.0,1.0
7,8,1.7142857142857142,3,2.0,1.0
8,11,2.375,4,2.0,1.3333333333333333
8,8,2.25,4,2.0,1.0
8,9,3.125,5,1.6,1.1428571428571428
8,11,2.25,4,1.6,1.3333333333333333
8,10,2.75,5,1.8,1.2857142857142858
9,13,1.4444444444444444,2,3.0,1.5
8,10,2.75,5,1.8,1.2857142857142858
7,8,1.8571428571428572,3,2.5,1.25
8,10,1.375,2,3.0,1.0
9,9,2.888888888888889,5,1.75,1.0
8,11,2.875,5,1.5,1.2857142857142858
9,11,1.4444444444444444,2,2.5,1.25
8,9,2.875,5,1.6,1.1428571428571428
7,8,1.8571428571428572,3,2.5,1.25
10,11,2.3,4,1.8,1.125
13,29,2.6923076923076925,5,2.7,2.4545454545454546
9,11,3.2222222222222223,5,1.8,1.125
8,10,2.75,5,1.8,1.2857142857142858
8,9,2.875,5,1.6,1.1428571428571428
6,6,1.5,3,1.0,1.0
7,8,1.8571428571428572,3,2.0,1.0
9,11,3.2222222222222223,5,1.8,1.125
8,8,2.625,4,2.3333333333333335,1.0
8,13,2.875,5,1.6666666666666667,1.4285714285714286
6,6,1.5,3,1.0,1.0
9,11,1.4444444444444444,2,2.5,1.25
8,9,2.5,4,2.0,1.1428571428571428
8,12,1.875,3,2.5,1.25
8,9,2.5,4,2.0,1.1428571428571428
8,10,2.875,5,1.6,1.1428571428571428
8,12,2.375,4,1.5,1.5
6,8,1.5,3,1.0,1.0
9,11,3.2222222222222223,5,1.8,1.125
6,8,2.0,4,1.0,1.0
7,8,2.2857142857142856,4,1.6666666666666667,1.0
8,8,2.25,4,2.0,1.0
6,7,1.5,3,1.5,1.5
8,11,2.25,4,1.75,1.1666666666666667
9,9,2.888888888888889,5,1.75,1.0
7,8,2.4285714285714284,4,1.4,1.1666666666666667
7,10,2.857142857142857,5,1.8,1.5
8,9,2.375,4,1.75,1.1666666666666667
6,7,1.5,3,1.0,1.0
8,11,2.75,5,1.8,1.2857142857142858
9,11,3.2222222222222223,5,1.8,1.125
8,8,2.5,4,2.3333333333333335,1.0
7,8,1.8571428571428572,3,2.5,1.25
9,11,1.3333333333333333,2,3.0,1.0
7,8,1.4285714285714286,2,3.0,1.0
8,12,2.375,4,1.5,1.5
8,10,2.75,5,1.8,1.2857142857142858
7,9,1.8571428571428572,3,2.5,1.25
8,11,1.375,3,1.5,1.5
8,10,2.75,5,1.8,1.2857142857142858
10,12,2.3,4,1.8,1.125
13,32,2.769230769230769,5,2.9,2.6363636363636362
9,12,1.4444444444444444,2,4.0,1.0
9,10,3.2222222222222223,5,1.8,1.125
7,9,2.7142857142857144,4,1.75,1.1666666666666667
8,8,2.125,3,2.0,1.0
7,9,1.7142857142857142,3,2.0,1.0
9,10,3.2222222222222223,5,2.0,1.0
14,32,2.7857142857142856,5,3.75,2.5
9,10,3.2222222222222223,5,2.0,1.0
8,15,3.25,5,2.0,1.7142857142857142
8,11,2.875,5,1.8,1.2857142857142858
8,13,2.875,5,1.6666666666666667,1.4285714285714286
6,6,1.3333333333333333,2,2.0,1.0
7,8,1.8571428571428572,3,2.0,1.0
9,9,3.2222222222222223,5,2.0,1.0
7,10,2.7142857142857144,4,1.75,1.1666666666666667
8,8,2.125,3,2.0,1.0
7,8,1.8571428571428572,3,2.0,1.0
9,10,3.2222222222222223,5,2.0,1.0
11,21,2.4545454545454546,4,2.7142857142857144,2.111111111111111
8,11,2.875,5,1.5,1.2857142857142858
7,8,1.8571428571428572,3,2.0,1.0
9,9,3.2222222222222223,5,2.0,1.0
8,9,2.875,5,1.6,1.1428571428571428
8,12,2.75,5,2.0,1.4285714285714286
8,9,2.5,4,2.0,1.1428571428571428
7,8,1.8571428571428572,3,2.0,1.0
8,12,2.75,5,1.8,1.2857142857142858
9,9,3.2222222222222223,5,2.0,1.0
8,9,2.75,5,1.6,1.1428571428571428
8,10,2.5,4,2.0,1.1428571428571428
9,9,3.2222222222222223,5,2.0,1.0
9,10,1.7777777777777777,3,3.0,1.2
8,10,2.875,5,1.6,1.1428571428571428
6,7,1.6666666666666667,3,1.5,1.0
7,8,1.8571428571428572,3,2.0,1.0
8,12,2.375,4,1.5,1.5
7,9,1.8571428571428572,3,2.5,1.25
8,10,2.75,5,1.8,1.2857142857142858
6,9,1.5,3,1.5,1.5
9,10,2.3333333333333335,4,2.0,1.1428571428571428
13,29,2.769230769230769,5,2.7777777777777777,2.272727272727273
8,8,2.5,4,2.3333333333333335,1.0
7,8,1.7142857142857142,3,2.0,1.0
7,8,1.4285714285714286,2,3.0,1.0
9,9,3.2222222222222223,5,2.0,1.0
8,10,2.75,5,1.8,1.2857142857142858
9,15,3.111111111111111,5,2.4,1.5
8,10,2.75,5,1.8,1.2857142857142858
6,6,1.3333333333333333,2,2.0,1.0
9,9,3.2222222222222223,5,2.0,1.0
8,8,2.625,4,2.3333333333333335,1.0
9,12,1.7777777777777777,3,3.0,1.2
7,8,1.8571428571428572,3,2.0,1.0
8,11,2.75,5,1.8,1.2857142857142858
6,6,1.3333333333333333,2,2.0,1.0
9,10,3.2222222222222223,5,1.8,1.125
8,11,2.25,4,1.6,1.3333333333333333
6,8,1.8333333333333333,3,2.0,1.3333333333333333
8,9,2.375,4,1.75,1.1666666666666667
8,9,2.375,4,1.75,1.1666666666666667
9,10,1.4444444444444444,2,4.0,1.0
12,33,2.75,6,2.888888888888889,2.888888888888889
9,9,1.7777777777777777,3,2.0,1.0
14,33,2.7142857142857144,5,2.8181818181818183,2.5833333333333335
8,10,2.75,5,1.8,1.2857142857142858
6,8,1.8333333333333333,3,2.0,1.3333333333333333
8,10,2.75,5,1.8,1.2857142857142858
9,11,3.2222222222222223,5,1.8,1.125
8,15,3.25,5,2.2,1.5714285714285714
7,10,2.857142857142857,4,2.25,1.5
8,8,2.25,4,2.0,1.0
6,7,1.5,3,1.0,1.0
8,10,2.125,4,2.3333333333333335,1.4
7,11,1.7142857142857142,3,2.5,1.6666666666666667
8,9,2.5,4,2.0,1.1428571428571428
8,9,2.125,3,2.3333333333333335,1.1666666666666667
15,46,2.8666666666666667,5,4.3,3.5833333333333335
10,14,1.7,3,2.5,1.0
9,11,1.5555555555555556,3,2.0,1.0
14,31,3.0,6,2.6363636363636362,2.4166666666666665
13,22,1.6153846153846154,3,3.25,1.8571428571428572
14,27,2.7857142857142856,5,2.7777777777777777,2.0833333333333335
13,22,2.230769230769231,4,3.4,1.8888888888888888
15,28,2.6666666666666665,5,2.888888888888889,2.0
15,27,2.6,5,3.5714285714285716,1.9230769230769231
16,43,3.375,6,3.272727272727273,2.5714285714285716
8,11,2.75,4,1.8,1.2857142857142858
13,26,2.3846153846153846,4,3.0,2.1818181818181817
8,9,2.5,4,2.0,1.1428571428571428
9,11,1.7777777777777777,3,2.0,1.2
7,8,1.8571428571428572,3,2.5,1.25
8,9,2.5,4,2.0,1.1428571428571428
8,9,2.375,4,1.75,1.1666666666666667
6,7,1.3333333333333333,2,2.0,1.0
9,10,3.2222222222222223,5,2.0,1.0
14,32,2.2857142857142856,4,2.727272727272727,2.5
8,9,2.375,4,1.75,1.1666666666666667
6,8,1.8333333333333333,3,2.0,1.3333333333333333
7,8,1.8571428571428572,3,2.0,1.0
8,10,2.75,5,1.8,1.2857142857142858
7,9,1.8571428571428572,3,2.5,1.25
6,7,1.1666666666666667,2,1.0,1.0
8,9,2.5,4,2.0,1.1428571428571428
8,10,3.0,5,1.6,1.3333333333333333
8,13,2.5,4,1.6666666666666667,1.4285714285714286
9,9,3.2222222222222223,5,2.0,1.0
12,25,2.5833333333333335,5,2.5555555555555554,2.3
9,9,3.2222222222222223,5,2.0,1.0
8,9,2.75,4,2.6666666666666665,1.1428571428571428
8,8,2.25,4,2.0,1.0
9,18,3.2222222222222223,6,2.0,1.75
8,9,2.25,4,1.4,1.1666666666666667
9,10,3.2222222222222223,5,2.0,1.0
8,10,2.875,5,1.6,1.1428571428571428
9,10,1.5555555555555556,3,1.6666666666666667,1.25
7,7,1.8571428571428572,3,2.0,1.0
8,10,2.75,5,1.8,1.2857142857142858
7,8,1.8571428571428572,3,2.5,1.25
9,10,3.2222222222222223,5,2.0,1.0
8,9,2.75,4,2.6666666666666665,1.1428571428571428
8,10,2.75,5,1.8,1.2857142857142858
8,8,2.25,4,2.0,1.0
6,6,1.3333333333333333,2,2.0,1.0
7,7,1.2857142857142858,2,2.0,1.0
9,12,2.6666666666666665,4,2.25,1.125
14,29,3.0,5,3.0,2.25
9,12,1.5555555555555556,3,2.5,1.25
9,10,3.2222222222222223,5,2.0,1.0
8,10,2.5,4,2.0,1.1428571428571428
8,9,2.625,4,1.75,1.1666666666666667
7,9,1.8571428571428572,3,1.6666666666666667,1.0
6,6,1.3333333333333333,2,2.0,1.0
9,10,3.2222222222222223,5,2.0,1.0
8,10,2.75,5,1.8,1.2857142857142858
7,9,1.8571428571428572,3,2.5,1.25
7,8,1.8571428571428572,3,2.0,1.0
8,9,2.5,4,2.0,1.1428571428571428
6,7,1.3333333333333333,2,2.0,1.0
8,10,2.75,5,1.8,1.2857142857142858
9,10,3.2222222222222223,5,2.0,1.0
8,8,2.625,4,2.3333333333333335,1.0
9,12,1.5555555555555556,3,2.5,1.25
9,11,1.5555555555555556,3,2.5,1.25
8,10,2.75,5,1.8,1.2857142857142858
8,12,1.875,3,2.5,1.25
7,8,1.8571428571428572,3,2.0,1.0
8,9,2.5,4,2.0,1.1428571428571428
8,10,3.0,5,1.6,1.3333333333333333
7,8,1.8571428571428572,3,2.5,1.25
9,9,3.2222222222222223,5,2.0,1.0
7,8,2.7142857142857144,4,1.5,1.0
8,9,2.625,4,1.75,1.1666666666666667
9,10,3.2222222222222223,5,2.0,1.0
14,31,2.7142857142857144,5,2.6363636363636362,2.4166666666666665
8,9,2.5,4,2.0,1.1428571428571428
8,8,2.625,4,2.3333333333333335,1.0
7,8,1.8571428571428572,3,2.5,1.25
8,13,1.875,3,3.0,1.5
8,9,2.625,4,2.3333333333333335,1.0
12,29,2.6666666666666665,5,2.857142857142857,2.5
9,12,2.6666666666666665,4,2.25,1.125
13,31,2.923076923076923,5,2.6363636363636362,2.6363636363636362
7,9,2.2857142857142856,4,2.0,1.2
7,8,1.4285714285714286,2,3.0,1.0
9,9,3.2222222222222223,5,2.0,1.0
6,8,2.5,4,1.3333333333333333,1.0
8,9,2.5,4,2.0,1.1428571428571428
7,8,1.8571428571428572,3,2.5,1.25
8,12,1.875,3,2.5,1.25
8,11,2.75,5,1.8,1.2857142857142858
9,10,3.2222222222222223,5,2.0,1.0
8,9,2.75,5,1.6,1.1428571428571428
8,9,2.5,4,2.0,1.1428571428571428
7,8,1.8571428571428572,3,2.5,1.25
8,10,2.75,5,1.8,1.2857142857142858
9,9,3.2222222222222223,5,2.0,1.0
8,10,2.75,5,1.8,1.2857142857142858
8,10,2.5,4,2.0,1.1428571428571428
8,10,2.75,5,1.8,1.2857142857142858
7,9,1.4285714285714286,3,1.0,1.0
9,9,3.2222222222222223,5,2.0,1.0
8,8,2.625,4,2.3333333333333335,1.0
6,7,1.5,3,1.5,1.5
8,10,2.75,5,1.8,1.2857142857142858
9,9,3.2222222222222223,5,2.0,1.0
7,10,3.0,5,1.8,1.5
8,9,2.5,4,2.0,1.1428571428571428
7,9,1.8571428571428572,3,2.5,1.25
7,8,1.8571428571428572,3,2.5,1.25
8,10,2.75,5,1.8,1.2857142857142858
7,9,1.4285714285714286,3,1.0,1.0
7,9,1.4285714285714286,3,1.0,1.0
9,9,3.2222222222222223,5,2.0,1.0
8,10,2.875,5,1.6,1.1428571428571428
9,13,1.7777777777777777,3,2.3333333333333335,1.4
9,10,3.2222222222222223,5,1.8,1.125
7,10,2.857142857142857,5,1.8,1.5
7,11,2.857142857142857,4,2.25,1.5
6,8,1.8333333333333333,3,2.0,1.3333333333333333
9,9,2.888888888888889,5,1.75,1.0
8,10,2.125,4,2.3333333333333335,1.4
8,9,1.375,2,3.0,1.0
8,9,3.125,5,1.6,1.1428571428571428
8,8,2.625,4,2.3333333333333335,1.0
6,6,1.5,3,1.0,1.0
9,10,2.888888888888889,5,1.6,1.1428571428571428
9,11,1.7777777777777777,3,2.5,1.0
8,9,2.875,5,1.75,1.0
6,8,1.8333333333333333,3,2.0,1.3333333333333333
9,10,2.888888888888889,5,1.6,1.1428571428571428
8,8,2.625,4,2.3333333333333335,1.0
6,6,1.5,3,1.0,1.0
9,11,3.2222222222222223,5,1.8,1.125
12,25,2.3333333333333335,4,2.25,1.8
8,9,2.375,4,1.75,1.1666666666666667
8,9,2.25,4,1.75,1.1666666666666667
8,10,2.75,5,1.8,1.2857142857142858
11,26,2.4545454545454546,5,2.7142857142857144,2.7142857142857144
9,12,2.6666666666666665,4,2.0,1.25
13,27,2.6923076923076925,5,2.7777777777777777,2.272727272727273
7,8,1.8571428571428572,3,2.5,1.25
7,8,1.4285714285714286,2,3.0,1.0
9,10,3.2222222222222223,5,1.8,1.125
6,8,2.6666666666666665,5,1.0,1.0
8,8,2.125,3,2.0,1.0
9,11,3.2222222222222223,5,1.8,1.125
7,7,2.7142857142857144,4,1.5,1.0
8,8,2.125,3,2.0,1.0
9,11,3.2222222222222223,5,1.8,1.125
13,28,2.6153846153846154,4,3.125,2.272727272727273
6,9,2.3333333333333335,4,1.6666666666666667,1.25
8,9,2.5,4,2.0,1.1428571428571428
9,12,1.5555555555555556,3,2.0,1.5
8,9,2.875,5,1.6,1.1428571428571428
7,8,1.4285714285714286,2,3.0,1.0
8,9,2.5,4,2.0,1.1428571428571428
8,12,2.75,5,1.8,1.2857142857142858
9,11,3.2222222222222223,5,1.8,1.125
8,9,2.5,4,2.0,1.1428571428571428
9,11,1.5555555555555556,3,2.5,1.25
9,10,3.2222222222222223,5,1.8,1.125
14,31,2.7857142857142856,5,3.0,2.25
8,8,2.375,4,2.0,1.0
7,7,1.4285714285714286,2,3.0,1.0
9,10,3.2222222222222223,5,1.8,1.125
7,9,2.4285714285714284,4,1.4,1.1666666666666667
8,10,2.75,5,1.8,1.2857142857142858
7,8,1.8571428571428572,3,2.5,1.25
7,8,1.2857142857142858,2,2.0,1.0
9,11,3.2222222222222223,5,1.8,1.125
8,9,2.75,5,1.6,1.1428571428571428
8,10,2.75,5,1.8,1.2857142857142858
9,9,3.2222222222222223,5,2.0,1.0
7,9,2.4285714285714284,4,1.4,1.1666666666666667
8,9,2.5,4,2.0,1.1428571428571428
9,13,1.5555555555555556,3,2.5,1.25
8,10,2.75,5,1.8,1.2857142857142858
11,27,2.909090909090909,6,2.4444444444444446,2.75
10,12,1.5,3,2.0,1.0
9,11,1.5555555555555556,3,2.0,1.0
14,34,3.0,6,3.2222222222222223,2.4166666666666665
14,17,1.6428571428571428,3,2.5,1.25
14,30,2.857142857142857,5,3.111111111111111,2.3333333333333335
13,22,2.769230769230769,5,3.1666666666666665,1.7272727272727273
14,24,2.4285714285714284,4,3.6666666666666665,1.8333333333333333
14,25,2.5,4,3.2857142857142856,1.9166666666666667
16,45,3.4375,6,3.25,2.7857142857142856
9,11,2.6666666666666665,4,2.25,1.125
13,28,2.6923076923076925,5,2.888888888888889,2.3636363636363638
7,11,2.857142857142857,5,1.8,1.5
8,9,2.625,4,2.3333333333333335,1.0
7,7,1.8571428571428572,3,2.0,1.0
9,10,3.2222222222222223,5,1.8,1.125
8,13,2.875,5,1.8333333333333333,1.8333333333333333
8,10,2.875,5,1.6,1.1428571428571428
7,9,2.142857142857143,4,1.5,1.2
7,8,1.8571428571428572,3,2.5,1.25
7,8,1.8571428571428572,3,2.0,1.0
6,7,1.3333333333333333,2,2.0,1.0
8,9,2.5,4,2.0,1.1428571428571428
8,9,2.25,4,1.75,1.1666666666666667
8,8,2.625,4,2.3333333333333335,1.0
7,9,1.8571428571428572,3,2.5,1.25
8,11,2.25,4,1.75,1.1666666666666667
9,9,3.2222222222222223,5,2.0,1.0
12,27,2.9166666666666665,5,3.125,2.5
9,9,3.2222222222222223,5,2.0,1.0
9,11,1.8888888888888888,3,2.0,1.0
6,7,2.1666666666666665,4,1.3333333333333333,1.0
8,8,2.625,4,2.3333333333333335,1.0
8,10,2.5,4,2.0,1.1428571428571428
10,22,2.4,5,1.8888888888888888,2.4285714285714284
10,12,1.5,3,2.0,1.0
9,11,1.5555555555555556,3,2.0,1.0
14,24,1.7857142857142858,3,2.5714285714285716,2.0
7,9,2.7142857142857144,5,1.6,1.3333333333333333
7,8,1.4285714285714286,2,3.0,1.0
8,9,2.625,4,2.3333333333333335,1.0
7,8,1.8571428571428572,3,2.5,1.25
7,8,1.8571428571428572,3,2.0,1.0
14,44,3.2857142857142856,7,3.7,3.3636363636363638
9,11,2.3333333333333335,4,2.0,1.1428571428571428
11,21,2.727272727272727,5,3.1666666666666665,2.111111111111111
9,13,1.5555555555555556,3,2.5,1.25
9,9,3.2222222222222223,5,2.0,1.0
14,27,2.4285714285714284,4,2.5,2.0833333333333335
8,8,2.625,4,2.3333333333333335,1.0
7,8,1.8571428571428572,3,2.5,1.25
7,9,1.8571428571428572,3,2.5,1.25
8,12,2.375,4,1.5,1.5
8,8,2.625,4,2.3333333333333335,1.0
12,34,2.3333333333333335,5,2.6,3.25
10,13,1.6,3,2.0,1.0
9,11,1.5555555555555556,3,2.0,1.0
16,44,3.375,6,3.888888888888889,2.5
14,23,1.6428571428571428,3,3.2,2.0
14,31,2.857142857142857,5,3.25,2.1666666666666665
13,24,2.230769230769231,4,3.3333333333333335,2.2222222222222223
14,33,2.9285714285714284,5,2.9,2.4166666666666665
14,28,2.5714285714285716,4,3.25,2.1666666666666665
15,43,3.066666666666667,5,3.0833333333333335,2.8461538461538463
10,13,2.2,4,2.0,1.1428571428571428
15,33,3.066666666666667,5,3.3333333333333335,2.3076923076923075
9,11,1.7777777777777777,3,2.0,1.2
9,10,3.2222222222222223,5,1.8,1.125
15,31,3.0,5,2.9,2.230769230769231
8,8,2.625,4,2.3333333333333335,1.0
7,8,1.8571428571428572,3,2.5,1.25
8,14,3.125,5,2.0,1.7142857142857142
8,9,2.5,4,2.0,1.1428571428571428
7,8,1.8571428571428572,3,2.5,1.25
8,9,1.875,3,2.5,1.0
9,10,2.888888888888889,5,1.6,1.1428571428571428
8,9,2.75,4,2.6666666666666665,1.1428571428571428
8,9,2.5,4,2.0,1.1428571428571428
6,6,1.5,3,1.0,1.0
9,10,2.888888888888889,5,1.6,1.1428571428571428
9,10,1.7777777777777777,3,2.0,1.2
8,9,2.375,4,1.75,1.1666666666666667
8,10,3.0,5,1.6,1.3333333333333333
7,7,1.4285714285714286,2,3.0,1.0
9,9,2.888888888888889,5,1.75,1.0
8,8,2.625,4,2.3333333333333335,1.0
6,7,1.5,3,1.5,1.5
8,9,2.25,4,1.75,1.1666666666666667
6,7,1.5,3,1.0,1.0
9,11,3.2222222222222223,5,1.8,1.125
8,8,2.5,4,2.3333333333333335,1.0
7,8,1.8571428571428572,3,2.5,1.25
9,11,3.2222222222222223,5,1.8,1.125
7,9,2.4285714285714284,4,1.4,1.1666666666666667
8,12,2.875,5,1.6666666666666667,1.4285714285714286
6,7,1.5,3,1.0,1.0
7,8,1.8571428571428572,3,2.0,1.0
9,10,2.4444444444444446,4,2.25,1.125
9,10,3.2222222222222223,5,2.0,1.0
6,10,3.1666666666666665,5,1.25,1.0
7,9,2.7142857142857144,4,1.5,1.0
6,6,1.3333333333333333,2,2.0,1.0
8,8,2.125,3,2.0,1.0
9,10,1.2222222222222223,2,1.5,1.5
8,11,2.75,5,1.8,1.2857142857142858
10,11,2.3,4,1.8,1.125
14,34,2.857142857142857,5,3.1,2.5833333333333335
8,8,2.125,3,2.0,1.0
9,11,3.2222222222222223,5,1.8,1.125
7,8,2.7142857142857144,4,1.5,1.0
7,10,2.857142857142857,5,1.8,1.5
8,10,2.75,5,1.8,1.2857142857142858
9,9,2.888888888888889,5,1.75,1.0
6,7,2.0,4,1.0,1.0
8,9,2.75,4,2.6666666666666665,1.1428571428571428
8,8,2.125,3,2.0,1.0
6,6,1.3333333333333333,2,2.0,1.0
8,9,2.25,4,1.4,1.1666666666666667
8,10,2.25,4,1.75,1.1666666666666667
9,10,3.2222222222222223,5,2.0,1.0
7,7,2.7142857142857144,4,1.5,1.0
8,9,2.75,4,2.6666666666666665,1.1428571428571428
8,8,2.25,4,2.0,1.0
7,8,1.8571428571428572,3,2.0,1.0
9,10,3.2222222222222223,5,2.0,1.0
8,9,2.875,5,1.75,1.0
13,33,3.0,5,3.111111111111111,2.8
8,10,2.75,5,1.8,1.2857142857142858
6,6,1.3333333333333333,2,2.0,1.0
9,9,3.2222222222222223,5,2.0,1.0
8,10,2.75,4,2.6666666666666665,1.1428571428571428
8,9,2.5,4,2.0,1.1428571428571428
