active_cells,active_edges,average_path_length,longest_path,average_branching_factor,average_merge_factor
6,7,1.5,3,1.0,1.0
9,10,3.2222222222222223,5,2.0,1.0
8,11,2.5,4,2.0,1.4285714285714286
8,9,2.625,4,2.3333333333333335,1.0
9,15,3.111111111111111,5,2.2,1.375
8,9,2.25,4,1.4,1.1666666666666667
13,36,3.1538461538461537,6,3.3,3.0
7,8,2.4285714285714284,4,1.4,1.1666666666666667
8,9,2.375,4,1.75,1.1666666666666667
6,6,1.3333333333333333,2,2.0,1.0
7,8,1.8571428571428572,3,2.5,1.25
9,10,3.2222222222222223,5,2.0,1.0
12,23,2.5833333333333335,4,3.0,2.1
8,8,2.625,4,2.3333333333333335,1.0
6,7,1.5,3,1.0,1.0
8,9,2.5,4,2.0,1.1428571428571428
6,7,1.5,3,1.0,1.0
9,10,3.2222222222222223,5,2.0,1.0
12,23,2.5833333333333335,4,3.0,2.1
8,9,2.875,5,1.6,1.1428571428571428
7,7,1.7142857142857142,3,2.0,1.0
13,33,3.1538461538461537,6,2.7,2.7
7,8,1.4285714285714286,2,3.0,1.0
8,12,2.75,5,2.0,1.1428571428571428
9,12,2.6666666666666665,4,2.0,1.25
13,31,2.8461538461538463,5,3.2222222222222223,2.6363636363636362
6,6,2.0,4,1.0,1.0
9,9,3.2222222222222223,5,2.0,1.0
