model,intervention,nll,ppl
dynamic,learned,2.0856754779815674,8.05002726178248
dynamic,fixed_most_common,2.5090105533599854,12.292761010112235
dynamic,global_request_shuffle,2.842172622680664,17.152992062502136
dynamic,same_token_shuffle,2.2354300022125244,9.350501724287403
dynamic,same_token_position_shuffle,2.222769021987915,9.232861498628637
static_trained,native,2.0529747009277344,7.791042691517058
