baseline_nll,baseline_ppl,learned_nll,learned_ppl,fixed_most_common_nll,fixed_most_common_ppl,shuffled_nll,shuffled_ppl,fixed_current_ppl,fixed_current_previous_ppl,fixed_current_earlier_ppl,fixed_all_available_ppl,average_fanin,fanin_1_ratio,fanin_2_ratio,fanin_3_ratio,fanin_4_ratio,usage_current,usage_previous,usage_earlier,usage_anchor,probability_current,probability_previous,probability_earlier,probability_anchor,unique_masks,top1_coverage,top4_coverage,mask_entropy,conditional_mask_entropy_token,mask_token_mutual_information
2.4659836143255234,11.775058573977004,2.4750784039497375,11.882638722387137,2.47422756254673,11.872532781271376,2.475615918636322,11.889027532101501,11.927234775369145,11.910819596675035,11.906729623783844,11.861399819617501,1.9893264770507812,0.49889373779296875,0.19448089599609375,0.125030517578125,0.1815948486328125,0.6774673461914062,0.36810302734375,0.20475006103515625,0.7390060424804688,0.5159337520599365,0.31606706976890564,0.17479833960533142,0.5612349510192871,15,0.255401611328125,0.7941818237304688,1.8765146972730098,1.6273242554174299,0.24919044185557992
