step,train_loss,val_ppl,avg_q_fanin,fanin_1_ratio,fanin_2_ratio,fanin_3_ratio,fanin_4_ratio,source_current_usage,source_previous_usage,source_earlier_usage,source_anchor_usage,q_mask_entropy,conditional_q_mask_entropy_token,unique_q_masks,top1_q_mask_coverage,top4_q_mask_coverage
0,4.193972587585449,65.82999693557498,1.564208984375,0.575439453125,0.3046875,0.10009765625,0.019775390625,0.5869140625,0.261962890625,0.142578125,0.57275390625,2.145056962966919,2.0371659642551094,15,0.258544921875,0.7213134765625
100,2.67240047454834,14.113101467444391,1.90087890625,0.4876708984375,0.2518310546875,0.1324462890625,0.1280517578125,0.652587890625,0.333984375,0.1788330078125,0.7354736328125,1.9906539916992188,1.633021742803976,15,0.2659912109375,0.7745361328125
200,2.526697874069214,12.484882218387856,2.0489501953125,0.4822998046875,0.1722412109375,0.15966796875,0.185791015625,0.719970703125,0.3917236328125,0.1964111328125,0.7408447265625,1.8042469024658203,1.5205943540204316,12,0.2279052734375,0.794189453125
300,2.5083155632019043,12.050178527689807,1.9635009765625,0.5107421875,0.18994140625,0.1243896484375,0.1749267578125,0.671630859375,0.358642578125,0.19775390625,0.7354736328125,1.866141438484192,1.6041581402532756,13,0.2596435546875,0.7974853515625
