model,intervention,nll,ppl
learned,learned,2.0202170461416245,7.539961275577511
learned,fixed_most_common,2.172026127576828,8.776047430931989
learned,shuffled_request_routes,2.2474541068077087,9.463611795927775
learned,canonical_current_only,2.659082368016243,14.28317638379503
fixed_trained,native,2.02127992361784,7.547979591077466
edge_budget_trained,native,2.01454359292984,7.49730477730456
