path,mean_ms,median_ms,tokens_per_second,mean_active_atoms,mean_active_channels,mean_active_ratio,router_entropy,checkpoint,iter,batch_size,block_size,tokens,dtype,max_abs_diff_grouped_vs_dense_mask,width_128_fraction,width_256_fraction,width_512_fraction
dense_full,5.61674700009462,5.54674999875715,178.03899659058064,8.0,512.0,1.0,0.0,ckpt.pt,900,1,1,1,float16,0.0,0.25,0.25,0.5
dense_mask,10.638068999978714,10.469700000612647,94.00202235969714,5.5,352.0,0.6875,0.8821080923080444,ckpt.pt,900,1,1,1,float16,0.0,0.25,0.25,0.5
grouped,10.352770000008604,10.237350001261802,96.5925061601068,5.5,352.0,0.6875,0.8821080923080444,ckpt.pt,900,1,1,1,float16,0.0,0.25,0.25,0.5
