path,mean_ms,median_ms,tokens_per_second,mean_active_atoms,mean_active_channels,mean_active_ratio,router_entropy,checkpoint,iter,batch_size,block_size,tokens,dtype,max_abs_diff_grouped_vs_dense_mask,width_128_fraction,width_256_fraction,width_512_fraction
dense_full,6.1485445000107575,6.161250001241569,162.64011751045317,8.0,512.0,1.0,0.0,ckpt.pt,900,1,1,1,float16,0.0,0.25,0.25,0.5
dense_mask,10.632576000061817,10.534150000239606,94.05058567126028,5.5,352.0,0.6875,0.0,ckpt.pt,900,1,1,1,float16,0.0,0.25,0.25,0.5
grouped,6.755739000018366,6.578250000529806,148.02229630204505,5.5,352.0,0.6875,0.0,ckpt.pt,900,1,1,1,float16,0.0,0.25,0.25,0.5
