node,step,cell,usage_frequency,mean_fanin,fanin_distribution,source_distribution,top_token_distribution,position_bucket_distribution,difficulty_quintile_usage,remove_delta_nll,add_gain_nll
10,2,2,0.920166015625,3.0820509418944018,"{""1"": 0.10951180684531706, ""2"": 0.3258158662775272, ""3"": 0.23381533563279386, ""4"": 0.1631732555054391, ""5"": 0.09863358981162113, ""6"": 0.03256832050941894, ""7"": 0.019036879808967896, ""8"": 0.012072167683735738, ""9"": 0.005372777925179093}","[0.3488989121782966, 0.36694083311223136, 0.5045104802334837, 0.3322499336694083, 0.5354205359511807, 0.2596179357919873, 0.3749668347041656, 0.16370390023879014, 0.19574157601485806, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2481], [43, 1334], [58, 998], [53, 905], [39, 838], [57, 749], [47, 713], [52, 708]]","{""0"": 1807, ""1"": 1860, ""2"": 1901, ""3"": 1906, ""4"": 1893, ""5"": 1885, ""6"": 1903, ""7"": 1921}","[0.9783338419285932, 0.8501678364357644, 0.8864468864468864, 0.9365273115654562, 0.9493439121147391]",0.000660982565023005,0.004286879673600197
11,2,3,0.47906494140625,3.21263855268187,"{""1"": 0.1335201936552427, ""2"": 0.20257357625175182, ""3"": 0.302204102433431, ""4"": 0.1745445279653459, ""5"": 0.11721238374315199, ""6"": 0.03414447700343993, ""7"": 0.01860109568097847, ""8"": 0.006752452541725061, ""9"": 0.010447190724933112}","[0.3476876035163715, 0.3251369601223086, 0.6003312523888393, 0.4655370110842145, 0.5226143457765321, 0.17390750414065487, 0.34144477003439927, 0.1583641228181934, 0.27761498280035674, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 803], [0, 636], [46, 591], [43, 575], [47, 479], [39, 471], [6, 289], [61, 247]]","{""0"": 1317, ""1"": 1155, ""2"": 937, ""3"": 831, ""4"": 853, ""5"": 903, ""6"": 900, ""7"": 953}","[0.5117485505035093, 0.5270064083002747, 0.5051892551892552, 0.43179737564845894, 0.41959108941104667]",0.003902546362951398,-0.13703177869319916
12,3,0,0.8917236328125,2.7358658453114306,"{""1"": 0.19664613278576318, ""2"": 0.3549623545516769, ""3"": 0.23107460643394934, ""4"": 0.10766598220396989, ""5"": 0.0485968514715948, ""6"": 0.02046543463381246, ""7"": 0.013210130047912388, ""8"": 0.010677618069815195, ""9"": 0.008145106091718002, ""10"": 0.006365503080082135, ""11"": 0.0015058179329226558, ""12"": 0.0006844626967830253}","[0.36783025325119784, 0.11711156741957564, 0.36351813826146473, 0.27419575633127996, 0.45195071868583164, 0.24257357973990418, 0.1620123203285421, 0.18603696098562628, 0.08336755646817248, 0.07173169062286106, 0.21019849418206707, 0.12874743326488705, 0.07659137577002054, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2483], [43, 1336], [58, 998], [53, 905], [39, 838], [47, 713], [52, 708], [0, 647]]","{""0"": 1833, ""1"": 1817, ""2"": 1865, ""3"": 1829, ""4"": 1810, ""5"": 1828, ""6"": 1821, ""7"": 1807}","[0.9258468111077205, 0.8077509917607568, 0.8650793650793651, 0.9359169972535856, 0.9240158681721087]",0.0030178711749613285,-0.024280373007059097
13,3,1,0.64117431640625,3.5333650642551166,"{""1"": 0.02570204664445502, ""2"": 0.32289386006663495, ""3"": 0.2261780104712042, ""4"": 0.18277010947168015, ""5"": 0.1196573060447406, ""6"": 0.07110899571632556, ""7"": 0.02427415516420752, ""8"": 0.011613517372679676, ""9"": 0.006663493574488339, ""10"": 0.003236554021894336, ""11"": 0.0011423131841980009, ""12"": 0.0022846263683960017, ""13"": 0.0024750118990956686}","[0.3436458829128986, 0.20980485483103284, 0.39181342217991433, 0.43236554021894336, 0.49328891004283676, 0.31975249881009044, 0.24207520228462637, 0.22998572108519752, 0.23188957639219418, 0.14259876249405046, 0.16763445978105665, 0.1905759162303665, 0.1379343169919086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2144], [58, 836], [46, 705], [52, 669], [39, 624], [47, 484], [51, 321], [6, 320]]","{""0"": 1327, ""1"": 1337, ""2"": 1363, ""3"": 1295, ""4"": 1342, ""5"": 1332, ""6"": 1330, ""7"": 1179}","[0.6905706438815991, 0.6362526701251144, 0.6260683760683761, 0.6542569423252975, 0.5987183399450717]",0.01380121149122715,-0.036130111664533615
14,3,2,0.6373291015625,3.1090787205516186,"{""1"": 0.06617506224861137, ""2"": 0.4080635893506991, ""3"": 0.23577858647768626, ""4"": 0.11827236161654855, ""5"": 0.07709251101321586, ""6"": 0.051426929706952694, ""7"": 0.020015322735108216, ""8"": 0.011492051331162613, ""9"": 0.003830683777054204, ""10"": 0.003830683777054204, ""11"": 0.001819574794100747, ""12"": 0.0011492051331162612, ""13"": 0.0010534380386899062}","[0.23711932579965525, 0.1708484964566175, 0.42060907872055164, 0.365159931047692, 0.5575560237502394, 0.29955947136563876, 0.1830109174487646, 0.16606014173529976, 0.13646810955755603, 0.09615016280406052, 0.20532465045010534, 0.14700248994445508, 0.12420992147098257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2483], [53, 745], [46, 683], [0, 647], [39, 643], [43, 616], [47, 488], [58, 374]]","{""0"": 1370, ""1"": 1322, ""2"": 1310, ""3"": 1274, ""4"": 1296, ""5"": 1285, ""6"": 1252, ""7"": 1333}","[0.5480622520598109, 0.5868172108635947, 0.6724664224664225, 0.7281049740616418, 0.6512053707659444]",0.023740975186228752,-0.04221917688846588
15,3,3,0.79962158203125,2.85329364170674,"{""1"": 0.11663231814365316, ""2"": 0.3947790245019464, ""3"": 0.24204259216853674, ""4"": 0.13350125944584382, ""5"": 0.06213266162888329, ""6"": 0.02595221738798565, ""7"": 0.005037783375314861, ""8"": 0.007633005114113426, ""9"": 0.004579803068468056, ""10"": 0.003969162659338982, ""11"": 0.0018319212273872224, ""12"": 0.0016029310739638196, ""13"": 0.00030532020456453706}","[0.3305854514922525, 0.18861155636974278, 0.2690634302724983, 0.2102892908938249, 0.4425616365162965, 0.25158384856117855, 0.19975574383634837, 0.15426303335623234, 0.13670712159377146, 0.14685901839554233, 0.21509808411571635, 0.2659338981757118, 0.041981528127623846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2447], [43, 1333], [53, 905], [57, 749], [47, 702], [39, 683], [56, 671], [58, 652]]","{""0"": 1636, ""1"": 1672, ""2"": 1661, ""3"": 1657, ""4"": 1632, ""5"": 1623, ""6"": 1622, ""7"": 1598}","[0.7924931339639915, 0.7189502593835826, 0.7661782661782662, 0.8632895941409826, 0.8571864510222764]",0.009031619876623154,-0.0249644722789526
16,4,0,0.6826171875,2.837535765379113,"{""1"": 0.22049356223175964, ""2"": 0.322156652360515, ""3"": 0.13733905579399142, ""4"": 0.16416309012875535, ""5"": 0.09808655221745351, ""6"": 0.030221745350500717, ""7"": 0.006616595135908441, ""8"": 0.006437768240343348, ""9"": 0.010640200286123032, ""10"": 0.00357653791130186, ""11"": 0.0002682403433476395}","[0.220225321888412, 0.0, 0.0, 0.0, 0.0, 0.3378934191702432, 0.3544349070100143, 0.2292560801144492, 0.23184907010014305, 0.09567238912732474, 0.3197424892703863, 0.1923283261802575, 0.15593705293276108, 0.11033619456366238, 0.19009298998569385, 0.11203505007153076, 0.2877324749642346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2483], [43, 1336], [53, 905], [39, 838], [58, 717], [47, 713], [46, 709], [0, 647]]","{""0"": 1300, ""1"": 1346, ""2"": 1389, ""3"": 1383, ""4"": 1407, ""5"": 1411, ""6"": 1455, ""7"": 1493}","[0.6911809581934696, 0.618858712236802, 0.6462148962148963, 0.7564845895636253, 0.7003356728715289]",0.009753366932272911,-0.045797884464263916
17,4,1,0.66375732421875,2.643126436781609,"{""1"": 0.35172413793103446, ""2"": 0.19016091954022987, ""3"": 0.19071264367816093, ""4"": 0.13333333333333333, ""5"": 0.06611494252873563, ""6"": 0.034850574712643675, ""7"": 0.013701149425287357, ""8"": 0.009379310344827587, ""9"": 0.006344827586206896, ""10"": 0.002758620689655172, ""11"": 0.000735632183908046, ""12"": 0.0001839080459770115}","[0.4902988505747126, 0.0, 0.0, 0.0, 0.0, 0.2034942528735632, 0.23209195402298852, 0.2734712643678161, 0.2768735632183908, 0.11577011494252873, 0.16220689655172413, 0.19880459770114942, 0.09802298850574713, 0.13360919540229885, 0.20275862068965517, 0.17673563218390806, 0.07898850574712643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[43, 885], [57, 749], [52, 686], [56, 671], [0, 647], [1, 540], [47, 502], [42, 418]]","{""0"": 2004, ""1"": 1648, ""2"": 1356, ""3"": 1194, ""4"": 1165, ""5"": 1121, ""6"": 1079, ""7"": 1308}","[0.790051876716509, 0.7226121452548062, 0.6657509157509157, 0.545315837656393, 0.595056454073848]",0.003743498818948865,-0.017668405547738075
18,4,2,0.7506103515625,2.8190762725646445,"{""1"": 0.17384940640754595, ""2"": 0.321353065539112, ""3"": 0.238412750040657, ""4"": 0.16189624329159213, ""5"": 0.058952675231745, ""6"": 0.020572450805008944, ""7"": 0.007155635062611807, ""8"": 0.004309643844527565, ""9"": 0.0047162140185396, ""10"": 0.004634899983737193, ""11"": 0.0016262806960481379, ""12"": 0.002520735078874614}","[0.2403642868759148, 0.0, 0.0, 0.0, 0.0, 0.2535371605139047, 0.3907952512603675, 0.3159863392421532, 0.3189949585298423, 0.11888111888111888, 0.2252398764026671, 0.23890063424947147, 0.07749227516669377, 0.17506911692958205, 0.14465766791348186, 0.05504960156122947, 0.2641079850382176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2436], [43, 1336], [58, 998], [53, 902], [39, 838], [47, 713], [52, 708], [56, 598]]","{""0"": 1406, ""1"": 1509, ""2"": 1581, ""3"": 1590, ""4"": 1570, ""5"": 1538, ""6"": 1608, ""7"": 1496}","[0.8108025633201098, 0.7073542874580409, 0.6941391941391941, 0.7720476045163259, 0.7686908758010376]",0.007771715987473726,-0.0181875042617321
19,4,3,0.65496826171875,2.986860497623707,"{""1"": 0.16904295964961327, ""2"": 0.31637312459230266, ""3"": 0.18590998043052837, ""4"": 0.1554375174727425, ""5"": 0.11322337154039698, ""6"": 0.025999440872239307, ""7"": 0.010157487652595285, ""8"": 0.009318796011555308, ""9"": 0.009039232131208648, ""10"": 0.004379834125430995, ""11"": 0.0008386916410399776, ""12"": 0.00018637592023110615, ""13"": 9.318796011555308e-05}","[0.27630230174261483, 0.0, 0.0, 0.0, 0.0, 0.38952567328301185, 0.32476004100270245, 0.30910446370328953, 0.3435840089460442, 0.112384679899357, 0.23762929829466034, 0.14369583449818282, 0.1094026651756593, 0.19233994967850154, 0.13307240704500978, 0.16233342652129346, 0.2527257478333799, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2483], [43, 967], [39, 834], [53, 751], [47, 710], [52, 665], [0, 647], [58, 596]]","{""0"": 1328, ""1"": 1351, ""2"": 1366, ""3"": 1346, ""4"": 1353, ""5"": 1318, ""6"": 1318, ""7"": 1351}","[0.5721696673787, 0.5849862679279829, 0.6645299145299145, 0.7567897467195606, 0.6963686298443699]",0.02107660472393036,-0.03923118859529495
20,5,0,0.7242431640625,2.6999831451205125,"{""1"": 0.08587561098938143, ""2"": 0.5078375189617395, ""3"": 0.18270689364571044, ""4"": 0.14402494522164166, ""5"": 0.0440755098601045, ""6"": 0.01500084274397438, ""7"": 0.007668970166863307, ""8"": 0.006404854205292432, ""9"": 0.0053935614360357325, ""10"": 0.0008427439743805831, ""11"": 8.427439743805832e-05, ""12"": 8.427439743805832e-05}","[0.2199561773133322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07542558570706219, 0.284678914545761, 0.4524692398449351, 0.10382605764368785, 0.26639137030170235, 0.23782234957020057, 0.19821338277431316, 0.2885555368279117, 0.37982470925332884, 0.07711107365582336, 0.025703691218607785, 0.09000505646384628, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2483], [43, 1336], [58, 981], [39, 838], [53, 771], [47, 713], [52, 708], [0, 647]]","{""0"": 1501, ""1"": 1471, ""2"": 1489, ""3"": 1480, ""4"": 1482, ""5"": 1441, ""6"": 1505, ""7"": 1497}","[0.7305462313091242, 0.6155019835215135, 0.7008547008547008, 0.8144644491913335, 0.7598413182789137]",0.00955074094235897,-0.012334940955042839
21,5,1,0.4947509765625,2.595114729829756,"{""1"": 0.2754749568221071, ""2"": 0.28855169010609427, ""3"": 0.21811004194423883, ""4"": 0.10856155933876141, ""5"": 0.05650135701949174, ""6"": 0.02936096718480138, ""7"": 0.008018751542067604, ""8"": 0.005057981741919566, ""9"": 0.006538366641993585, ""10"": 0.0025906735751295338, ""11"": 0.0008635578583765112, ""12"": 0.0003700962250185048}","[0.5832716506291635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.153713298791019, 0.34258573895879596, 0.32642487046632124, 0.048729336294103136, 0.12052800394769307, 0.13311127559832223, 0.13607204539847026, 0.076486553170491, 0.18541820873427092, 0.17616580310880828, 0.14939550949913644, 0.16321243523316062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[57, 749], [46, 707], [56, 671], [53, 651], [58, 529], [43, 515], [50, 405], [42, 346]]","{""0"": 1046, ""1"": 994, ""2"": 987, ""3"": 1008, ""4"": 959, ""5"": 1021, ""6"": 1024, ""7"": 1067}","[0.645712541959109, 0.6216051266402197, 0.46794871794871795, 0.32316142813548976, 0.4153188892279524]",0.011752428486943245,-0.0468875989317894
22,5,2,0.541015625,2.8348375451263537,"{""1"": 0.06791516245487364, ""2"": 0.47439079422382674, ""3"": 0.2177346570397112, ""4"": 0.1263537906137184, ""5"": 0.07028429602888087, ""6"": 0.02414259927797834, ""7"": 0.006543321299638989, ""8"": 0.0037229241877256318, ""9"": 0.004174187725631769, ""10"": 0.002256317689530686, ""11"": 0.002256317689530686, ""12"": 0.0002256317689530686}","[0.1964124548736462, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10469314079422383, 0.1838898916967509, 0.1444043321299639, 0.18467960288808663, 0.30776173285198555, 0.23307761732851986, 0.3559341155234657, 0.42249548736462095, 0.47495487364620936, 0.049751805054151624, 0.04862364620938628, 0.12815884476534295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2483], [43, 731], [39, 664], [0, 647], [47, 637], [46, 541], [53, 540], [58, 520]]","{""0"": 1106, ""1"": 1127, ""2"": 1091, ""3"": 1091, ""4"": 1127, ""5"": 1086, ""6"": 1099, ""7"": 1137}","[0.39487335978028687, 0.46383887702166615, 0.5711233211233211, 0.6829417149832163, 0.5923100396704303]",0.030918851494789124,-0.04673741012811661
23,5,3,0.6722412109375,2.964045759941892,"{""1"": 0.0867986199382604, ""2"": 0.36871254766660616, ""3"": 0.2531323769747594, ""4"": 0.16233884147448702, ""5"": 0.07499546032322499, ""6"": 0.03341202106410024, ""7"": 0.012711094970038134, ""8"": 0.004902850917014708, ""9"": 0.002542218994007627, ""10"": 0.0004539676775013619}","[0.3650808062465952, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14617759215543855, 0.21972035591065917, 0.3007989831124024, 0.20728164154712184, 0.24051207554022153, 0.24123842382422372, 0.23324859270019974, 0.3011621572544035, 0.41038678046123117, 0.14218267659342654, 0.05692754675867078, 0.09932812783729798, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2483], [39, 823], [58, 774], [46, 591], [53, 585], [43, 536], [47, 525], [51, 323]]","{""0"": 1611, ""1"": 1491, ""2"": 1382, ""3"": 1354, ""4"": 1340, ""5"": 1279, ""6"": 1282, ""7"": 1275}","[0.6429661275556912, 0.6731766859932865, 0.6654456654456654, 0.7238327738785475, 0.6557827281049741]",8.114091906463727e-05,-0.01918654702603817
