out_dir,checkpoint,device,amp_dtype,batch_size,block_size,dense_latency_ms,sparse_latency_ms,speedup_x,latency_reduction_fraction,dense_nll,sparse_nll,nll_abs_diff,logits_max_abs_diff,logits_mean_abs_diff,node_masks_equal,edge_masks_equal,semantic_check_passed,active_token_cell_pairs,possible_token_cell_pairs,active_pair_ratio,nonempty_cell_queues,empty_cell_queues,min_nonempty_queue,mean_nonempty_queue,max_nonempty_queue
out-full-free-natural-seed1337,D:\GitHub\nanoGPT\out-full-free-natural-seed1337\ckpt.pt,cpu,float32,1,8,43.41239999848767,49.4488000003912,0.8779262590425698,-0.1390478297010489,1.541253685951233,1.5412538051605225,1.1920928955078125e-07,2.384185791015625e-06,3.3904373708537605e-07,True,True,True,197,256,0.76953125,32,0,2,6.15625,8
