active_cells,active_edges,average_path_length,longest_path,average_branching_factor,average_merge_factor
22,41,3.409090909090909,6,5.428571428571429,2.0
28,68,3.2142857142857144,5,5.909090909090909,2.6
26,57,2.0384615384615383,4,4.375,2.5
22,51,2.590909090909091,5,4.0,1.8823529411764706
23,40,3.3043478260869565,6,6.166666666666667,1.85
23,75,4.173913043478261,8,3.9375,3.3157894736842106
28,82,3.2857142857142856,5,6.076923076923077,3.16
17,29,1.4705882352941178,3,2.3333333333333335,2.3333333333333335
13,19,1.4615384615384615,3,2.6666666666666665,2.0
22,60,2.727272727272727,5,3.4545454545454546,2.375
24,41,3.375,6,6.333333333333333,1.8095238095238095
25,85,3.4,6,5.142857142857143,3.4285714285714284
27,52,2.6296296296296298,5,6.0,2.0869565217391304
24,41,3.375,6,6.333333333333333,1.8095238095238095
23,71,4.173913043478261,8,3.6875,3.1052631578947367
28,53,3.0,6,4.083333333333333,2.0416666666666665
27,85,3.7777777777777777,7,5.4,3.375
18,29,1.5,3,2.6,1.8571428571428572
32,202,4.5,8,7.8,6.964285714285714
21,41,3.238095238095238,5,4.875,2.0526315789473686
19,46,2.6842105263157894,5,3.875,2.066666666666667
29,118,3.206896551724138,6,5.090909090909091,4.48
16,22,1.5,3,3.0,1.2857142857142858
16,23,1.5,3,3.0,1.2857142857142858
24,69,3.2083333333333335,5,5.0,3.0952380952380953
21,41,1.9523809523809523,3,5.25,1.75
22,39,2.8181818181818183,5,3.5,1.9444444444444444
23,60,3.391304347826087,6,3.642857142857143,2.6842105263157894
20,56,3.15,6,2.8461538461538463,2.3125
22,37,3.409090909090909,6,5.666666666666667,1.7894736842105263
26,114,3.6538461538461537,6,5.882352941176471,4.545454545454546
25,43,3.36,6,6.666666666666667,1.8181818181818181
26,62,3.1538461538461537,5,5.7,2.4782608695652173
23,77,3.130434782608696,6,3.8125,3.210526315789474
23,40,3.391304347826087,6,6.166666666666667,1.85
19,32,1.631578947368421,3,3.25,1.4444444444444444
25,43,2.64,4,6.5,1.8571428571428572
23,76,3.130434782608696,6,4.0,3.1578947368421053
21,34,2.761904761904762,5,3.0,1.7647058823529411
21,37,3.3333333333333335,6,5.666666666666667,1.8888888888888888
24,81,3.4166666666666665,6,5.153846153846154,3.35
25,43,2.68,4,6.5,1.8571428571428572
22,38,3.409090909090909,6,5.833333333333333,1.8421052631578947
19,43,1.7894736842105263,3,7.0,2.8
28,48,2.892857142857143,5,4.0,1.8333333333333333
25,44,3.04,6,3.6363636363636362,1.9047619047619047
18,29,1.5555555555555556,2,7.5,1.5
21,37,3.3333333333333335,6,5.666666666666667,1.8888888888888888
25,89,2.88,5,4.5,3.4285714285714284
24,80,3.4583333333333335,6,4.5625,3.4761904761904763
22,38,3.409090909090909,6,5.833333333333333,1.8421052631578947
27,108,3.7037037037037037,7,4.888888888888889,3.8260869565217392
26,47,2.6923076923076925,4,6.142857142857143,1.9545454545454546
18,27,1.5,3,2.75,1.5714285714285714
23,48,1.6956521739130435,3,4.166666666666667,2.0833333333333335
28,94,3.4285714285714284,6,6.6,2.75
22,31,3.0,5,4.0,1.4736842105263157
25,97,3.76,7,5.411764705882353,4.380952380952381
24,81,4.166666666666667,8,4.133333333333334,3.1
23,41,2.782608695652174,5,5.285714285714286,1.9473684210526316
25,89,3.48,7,5.466666666666667,3.9047619047619047
19,33,1.5263157894736843,2,8.5,1.7
19,51,2.736842105263158,5,2.8333333333333335,2.4285714285714284
21,35,3.4285714285714284,6,5.333333333333333,1.7777777777777777
28,78,2.9285714285714284,5,6.083333333333333,3.0416666666666665
26,55,1.9230769230769231,4,4.833333333333333,2.230769230769231
22,38,3.409090909090909,6,5.833333333333333,1.8421052631578947
15,32,3.7333333333333334,6,3.1666666666666665,1.4615384615384615
25,44,2.8,4,5.714285714285714,1.9047619047619047
24,82,3.25,6,3.5555555555555554,3.2
22,38,2.8181818181818183,5,3.3,1.8333333333333333
23,38,3.260869565217391,6,5.666666666666667,1.7894736842105263
19,29,1.4736842105263157,2,7.5,1.6666666666666667
25,62,3.12,5,4.583333333333333,2.5
18,26,1.3888888888888888,3,2.5,1.6666666666666667
26,80,3.423076923076923,6,3.875,2.8181818181818183
23,39,3.3043478260869565,6,5.833333333333333,1.8421052631578947
24,35,2.75,4,3.875,1.55
25,66,2.76,5,3.1538461538461537,2.1578947368421053
16,22,1.4375,2,4.0,1.1428571428571428
23,57,2.739130434782609,5,4.416666666666667,2.789473684210526
18,29,1.7222222222222223,3,3.25,1.4444444444444444
23,45,1.8695652173913044,3,5.5,1.8333333333333333
21,32,2.8095238095238093,5,3.111111111111111,1.6470588235294117
19,35,2.1578947368421053,4,3.0,1.6153846153846154
23,39,3.3043478260869565,6,5.833333333333333,1.8421052631578947
24,84,3.4166666666666665,6,4.466666666666667,3.35
25,43,2.68,4,6.5,1.8571428571428572
23,39,3.3043478260869565,6,5.833333333333333,1.8421052631578947
27,74,2.3333333333333335,5,3.0625,2.45
26,84,2.923076923076923,5,4.875,3.5454545454545454
19,35,1.5263157894736843,2,9.5,1.9
17,24,1.411764705882353,3,3.0,1.5
21,34,2.761904761904762,5,2.9,1.7058823529411764
13,19,1.5384615384615385,3,2.0,1.6
13,18,1.5384615384615385,3,1.75,1.4
28,91,3.357142857142857,6,6.3,2.625
21,29,3.0476190476190474,5,4.333333333333333,1.4444444444444444
25,86,3.64,7,5.4,3.857142857142857
22,73,3.8636363636363638,8,4.214285714285714,3.2777777777777777
30,101,3.066666666666667,5,5.9375,3.6538461538461537
20,39,1.9,3,4.75,1.7272727272727273
19,55,3.263157894736842,7,3.3333333333333335,2.6666666666666665
29,97,3.5172413793103448,6,6.8,2.72
23,39,3.3043478260869565,6,5.833333333333333,1.8421052631578947
27,65,3.111111111111111,5,5.0,2.608695652173913
28,81,3.25,5,4.714285714285714,2.869565217391304
24,41,3.2916666666666665,6,6.166666666666667,1.85
25,97,3.24,6,4.444444444444445,3.8095238095238093
24,43,2.6666666666666665,4,6.5,1.95
18,29,1.5555555555555556,3,2.6,1.8571428571428572
22,38,2.8181818181818183,5,3.3,1.8333333333333333
23,38,3.3043478260869565,6,5.666666666666667,1.7894736842105263
26,84,3.423076923076923,6,4.4,3.0
24,39,2.7916666666666665,4,4.25,1.7
22,66,2.909090909090909,5,4.357142857142857,3.388888888888889
13,21,1.6923076923076923,4,2.5,2.0
24,90,3.875,8,4.882352941176471,4.15
17,30,1.8235294117647058,3,2.5,1.6666666666666667
22,37,2.8181818181818183,5,3.2,1.7777777777777777
29,107,3.6206896551724137,6,6.583333333333333,3.16
23,40,3.3043478260869565,6,5.0,1.8421052631578947
26,113,3.6923076923076925,6,5.2105263157894735,4.5
24,43,3.3333333333333335,6,4.75,1.9
26,100,3.730769230769231,7,4.7,4.2727272727272725
28,111,3.4642857142857144,6,5.833333333333333,4.375
18,52,2.1666666666666665,5,3.6,3.6
18,44,2.111111111111111,4,2.8,2.8
26,82,3.576923076923077,6,4.388888888888889,3.4347826086956523
24,90,3.9166666666666665,8,4.625,3.7
23,38,3.347826086956522,6,5.833333333333333,1.75
25,83,2.72,5,3.823529411764706,2.9545454545454546
24,47,3.0416666666666665,5,4.5,2.0454545454545454
19,35,1.736842105263158,4,3.5,1.9090909090909092
25,52,3.04,6,4.083333333333333,2.227272727272727
24,64,2.5833333333333335,5,4.3,2.6875
22,49,2.1818181818181817,4,4.428571428571429,1.9375
23,40,3.3043478260869565,6,6.166666666666667,1.85
28,92,2.7857142857142856,5,5.0588235294117645,3.5833333333333335
19,32,1.631578947368421,3,4.5,1.6363636363636365
25,48,2.64,4,6.285714285714286,2.0952380952380953
22,55,2.590909090909091,5,3.888888888888889,2.3333333333333335
22,43,3.1363636363636362,5,5.0,2.1052631578947367
24,80,3.5416666666666665,6,5.133333333333334,3.6666666666666665
24,40,3.375,6,6.166666666666667,1.7619047619047619
25,88,3.0,5,4.8125,3.6666666666666665
25,49,2.72,4,6.428571428571429,2.142857142857143
13,20,1.6923076923076923,4,2.25,1.8
25,69,3.16,5,4.666666666666667,2.8
23,39,3.391304347826087,6,6.0,1.8
26,62,3.1153846153846154,5,5.7,2.4782608695652173
29,115,3.4482758620689653,7,5.190476190476191,4.36
13,19,1.4615384615384615,3,2.6666666666666665,2.0
19,29,1.5263157894736843,2,7.5,1.5
23,62,2.5652173913043477,4,4.384615384615385,2.85
23,44,1.8695652173913044,3,5.25,1.75
22,57,2.590909090909091,4,4.416666666666667,2.789473684210526
20,52,2.75,5,3.6923076923076925,3.0
24,83,3.375,6,4.470588235294118,3.8
13,17,1.3846153846153846,3,1.5,1.5
22,37,3.409090909090909,6,5.666666666666667,1.7894736842105263
15,31,3.533333333333333,6,2.5714285714285716,1.5
26,83,3.3461538461538463,6,3.75,2.727272727272727
26,67,3.230769230769231,5,5.636363636363637,2.6956521739130435
19,28,1.263157894736842,2,3.0,1.8
27,87,3.5555555555555554,6,6.6,2.869565217391304
23,40,3.391304347826087,6,6.166666666666667,1.85
27,108,3.740740740740741,7,5.055555555555555,3.9565217391304346
22,75,3.909090909090909,8,3.8,3.1666666666666665
28,53,2.8214285714285716,4,7.0,2.0416666666666665
12,20,1.75,4,2.5,2.0
22,37,2.8181818181818183,5,3.6666666666666665,1.8333333333333333
23,39,3.347826086956522,6,6.0,1.8
24,74,2.75,5,5.384615384615385,3.3333333333333335
26,58,2.1923076923076925,5,4.0,2.1333333333333333
16,22,1.4375,2,4.0,1.1428571428571428
19,35,1.4736842105263157,3,2.8333333333333335,2.125
25,90,2.96,6,4.368421052631579,3.9523809523809526
21,39,2.9047619047619047,6,3.1818181818181817,2.0588235294117645
22,60,2.590909090909091,5,3.9,2.6
22,45,1.9090909090909092,3,5.75,1.9166666666666667
21,37,2.8095238095238093,5,3.3,1.9411764705882353
21,30,3.0952380952380953,5,4.5,1.5
27,123,3.814814814814815,7,5.105263157894737,4.217391304347826
14,19,1.5,3,3.5,1.1666666666666667
23,39,3.391304347826087,6,6.0,1.8
23,66,3.0,5,4.083333333333333,2.5789473684210527
27,49,2.7777777777777777,4,5.625,1.9565217391304348
28,95,3.642857142857143,7,4.928571428571429,2.875
25,41,3.24,6,6.166666666666667,1.7619047619047619
26,104,3.6538461538461537,6,5.0,3.8636363636363638
23,39,3.391304347826087,6,6.0,1.8
19,31,1.5263157894736843,3,3.0,1.5
26,50,2.576923076923077,4,5.75,2.090909090909091
25,92,3.4,7,5.0,4.0476190476190474
18,28,1.6111111111111112,3,3.0,1.5
24,72,3.3333333333333335,6,3.3529411764705883,2.85
23,38,3.3043478260869565,6,5.666666666666667,1.7894736842105263
22,55,2.772727272727273,4,4.333333333333333,2.1666666666666665
25,44,2.8,4,5.714285714285714,1.9047619047619047
24,69,3.125,5,4.25,2.6842105263157894
23,39,3.3043478260869565,6,5.833333333333333,1.8421052631578947
20,60,3.5,8,4.0,3.0588235294117645
28,116,3.357142857142857,7,5.944444444444445,4.458333333333333
26,80,3.0,6,4.214285714285714,2.95
23,39,3.3043478260869565,6,5.833333333333333,1.8421052631578947
26,52,2.576923076923077,4,6.0,2.1818181818181817
25,89,3.12,5,4.3125,3.2857142857142856
22,64,2.8636363636363638,5,4.214285714285714,3.2777777777777777
22,60,3.0454545454545454,5,3.3076923076923075,2.5294117647058822
27,89,3.5555555555555554,6,4.846153846153846,2.739130434782609
23,38,3.260869565217391,6,5.666666666666667,1.7894736842105263
25,85,2.96,5,4.25,3.238095238095238
24,83,3.4583333333333335,7,4.625,3.5238095238095237
24,41,3.2916666666666665,6,6.166666666666667,1.85
19,28,1.5789473684210527,3,4.333333333333333,1.3
27,54,2.888888888888889,6,5.0,2.1739130434782608
18,30,1.7222222222222223,3,3.5,1.5555555555555556
25,71,3.0,5,4.25,2.6842105263157894
24,79,3.5833333333333335,7,4.5,3.6
23,59,2.5217391304347827,5,4.625,2.466666666666667
21,36,2.8095238095238093,5,3.1,1.8235294117647058
13,17,1.3846153846153846,3,1.5,1.5
21,31,3.0952380952380953,5,4.666666666666667,1.5555555555555556
25,87,3.64,7,5.466666666666667,3.9047619047619047
29,96,3.586206896551724,6,5.352941176470588,3.64
18,35,1.7777777777777777,4,3.1666666666666665,2.111111111111111
19,38,1.8421052631578947,4,2.625,2.3333333333333335
24,41,3.2083333333333335,6,5.142857142857143,1.8
24,37,2.75,4,4.0,1.6
26,92,3.0384615384615383,6,4.2,3.652173913043478
25,48,3.0,6,3.5833333333333335,2.0476190476190474
18,32,1.8333333333333333,4,2.2857142857142856,1.7777777777777777
23,39,3.3043478260869565,6,5.833333333333333,1.8421052631578947
25,56,3.04,5,5.666666666666667,2.4285714285714284
16,22,1.5625,3,3.3333333333333335,1.25
26,80,3.423076923076923,6,4.0,2.727272727272727
24,44,3.0416666666666665,6,3.5454545454545454,1.95
17,28,1.6470588235294117,3,3.25,1.625
23,38,3.3043478260869565,6,5.666666666666667,1.7894736842105263
26,102,2.769230769230769,5,4.368421052631579,3.772727272727273
25,85,3.52,6,3.823529411764706,3.0952380952380953
25,43,2.8,4,6.5,1.8571428571428572
22,53,2.6818181818181817,5,4.454545454545454,2.7222222222222223
18,32,1.7777777777777777,4,4.5,1.6363636363636365
26,87,3.4615384615384617,6,6.0,3.272727272727273
24,37,1.7916666666666667,3,5.666666666666667,1.5454545454545454
22,73,3.4545454545454546,7,4.6,3.6315789473684212
28,54,3.0714285714285716,6,4.363636363636363,2.0
19,48,2.263157894736842,4,3.4444444444444446,2.8181818181818183
23,40,3.0,6,3.1818181818181817,1.8421052631578947
21,44,2.9523809523809526,5,3.75,1.7647058823529411
24,58,2.5,4,4.25,1.8888888888888888
25,41,2.84,5,4.0,1.7142857142857142
27,78,3.2222222222222223,5,5.071428571428571,3.0869565217391304
13,21,1.6923076923076923,4,2.75,2.2
24,80,3.375,6,4.733333333333333,3.55
15,26,1.7333333333333334,4,2.3333333333333335,2.3333333333333335
23,57,3.0,5,4.5,2.7
21,50,2.6666666666666665,5,3.9166666666666665,2.611111111111111
23,77,3.3043478260869565,7,4.733333333333333,3.736842105263158
25,33,1.6,3,5.333333333333333,1.4545454545454546
21,39,2.142857142857143,4,4.6,1.7692307692307692
27,105,3.5185185185185186,7,5.555555555555555,4.3478260869565215
22,63,2.1818181818181817,5,4.666666666666667,2.8
20,63,3.2,7,4.0,3.5294117647058822
19,46,2.6315789473684212,5,4.375,2.3333333333333335
24,110,3.7916666666666665,8,5.25,5.25
20,56,3.45,7,4.818181818181818,3.1176470588235294
28,158,4.071428571428571,8,5.884615384615385,6.375
22,45,3.1363636363636362,5,5.125,2.1578947368421053
21,40,1.9047619047619047,4,5.0,2.272727272727273
27,78,2.962962962962963,5,6.166666666666667,3.0833333333333335
19,31,1.5263157894736843,2,8.5,1.7
22,59,2.590909090909091,5,4.1,2.7333333333333334
23,58,2.608695652173913,4,4.909090909090909,2.7
23,59,2.608695652173913,5,4.583333333333333,2.8947368421052633
16,28,1.8125,3,3.5,1.5555555555555556
22,38,3.409090909090909,6,5.833333333333333,1.8421052631578947
21,59,3.1904761904761907,6,4.230769230769231,3.0555555555555554
27,51,2.814814814814815,5,5.875,2.0434782608695654
18,28,1.5,3,2.4,1.7142857142857142
27,71,2.6296296296296298,5,5.333333333333333,2.6666666666666665
22,35,2.909090909090909,6,3.1,1.7222222222222223
22,57,2.409090909090909,5,4.75,2.7142857142857144
13,17,1.3846153846153846,3,1.5,1.5
24,66,3.0416666666666665,5,4.6923076923076925,3.05
23,60,2.6956521739130435,5,4.0,2.9473684210526314
27,90,3.5555555555555554,6,4.866666666666666,3.1739130434782608
25,42,3.24,6,6.333333333333333,1.8095238095238095
27,116,3.814814814814815,7,5.05,4.391304347826087
24,41,3.375,6,6.333333333333333,1.8095238095238095
23,77,3.8260869565217392,8,3.764705882352941,3.3684210526315788
27,86,3.6666666666666665,7,4.764705882352941,3.375
25,73,3.28,6,4.333333333333333,2.9545454545454546
21,34,2.9047619047619047,6,3.0,1.7647058823529411
21,36,3.4285714285714284,6,5.5,1.8333333333333333
25,45,2.64,4,5.125,1.9523809523809523
16,20,1.4375,2,4.0,1.1428571428571428
27,75,3.259259259259259,5,4.916666666666667,2.6818181818181817
24,40,2.875,5,3.6,1.8
23,71,3.130434782608696,6,3.642857142857143,2.8333333333333335
22,38,3.409090909090909,6,5.833333333333333,1.8421052631578947
25,88,4.0,8,4.0588235294117645,3.2857142857142856
29,57,3.0689655172413794,6,4.076923076923077,2.12
23,67,3.6956521739130435,7,4.428571428571429,3.1
18,29,1.6111111111111112,3,2.6,1.625
20,42,1.85,3,4.4,1.8333333333333333
21,30,3.0476190476190474,5,3.857142857142857,1.5
25,104,3.8,7,5.444444444444445,4.454545454545454
16,22,1.5,2,4.5,1.125
23,39,3.391304347826087,6,6.0,1.8
23,71,3.0434782608695654,5,4.571428571428571,3.2
27,53,3.0,6,4.9,2.130434782608696
21,70,2.619047619047619,5,4.846153846153846,3.7058823529411766
16,26,1.6875,3,3.0,1.5
22,38,3.409090909090909,6,5.833333333333333,1.8421052631578947
25,35,2.76,4,3.875,1.4761904761904763
26,70,2.8461538461538463,5,3.3846153846153846,2.2
26,81,3.4615384615384617,6,3.6470588235294117,2.8181818181818183
26,78,2.9615384615384617,5,5.214285714285714,3.3181818181818183
18,30,1.7222222222222223,3,3.25,1.4444444444444444
22,35,2.8181818181818183,5,3.4444444444444446,1.7222222222222223
21,37,3.3333333333333335,6,5.666666666666667,1.8888888888888888
25,54,3.04,5,6.125,2.3333333333333335
16,21,1.4375,2,7.0,1.0
16,21,1.4375,2,7.0,1.0
23,39,2.9130434782608696,5,3.7777777777777777,1.7894736842105263
23,44,1.8695652173913044,3,5.25,1.75
22,57,3.3181818181818183,6,3.6153846153846154,2.611111111111111
23,67,3.5652173913043477,6,4.6923076923076925,3.210526315789474
20,56,2.9,6,4.0,3.25
21,53,2.857142857142857,5,3.888888888888889,2.3333333333333335
23,39,3.3043478260869565,6,5.833333333333333,1.8421052631578947
