seed,batch,round,sequence,position,target_token,active_cells,nll_full,nll_keep80,nll_keep60,nll_keep40,nll_remove4,kept80,kept60,kept40,kept_remove4,marginal_last20,marginal_last4,utility_full_to40
1337,0,6,2,61,52,25,1.6963642835617065,1.7171133756637573,7.860575199127197,7.760386943817139,1.712147831916809,20,15,10,21,0.02074909210205078,0.01578354835510254,6.064022660255432
1337,0,6,3,18,13,21,1.7361273765563965,1.7664234638214111,1.8586137294769287,6.195011615753174,1.7664234638214111,17,13,8,17,0.03029608726501465,0.03029608726501465,4.458884239196777
1337,0,6,4,103,47,20,2.685027599334717,2.6099112033843994,2.3492794036865234,3.225086212158203,2.6099112033843994,16,12,8,16,-0.07511639595031738,-0.07511639595031738,0.5400586128234863
1337,0,6,5,120,6,23,2.2537546157836914,2.285665273666382,2.4165427684783936,2.554053544998169,2.2346272468566895,18,14,9,19,0.03191065788269043,-0.019127368927001953,0.30029892921447754
1337,0,6,6,25,52,26,0.7803559303283691,0.6872372031211853,0.8266891241073608,6.844305515289307,0.6720542907714844,21,16,10,22,-0.09311872720718384,-0.10830163955688477,6.0639495849609375
1337,0,6,7,1,10,29,4.841841220855713,5.103250503540039,5.421319484710693,5.603689670562744,4.951312065124512,23,17,12,25,0.26140928268432617,0.10947084426879883,0.7618484497070312
1337,0,7,0,96,0,28,0.1319943219423294,0.1285698264837265,0.09719247370958328,0.01431258674710989,0.1291177123785019,22,17,11,24,-0.0034244954586029053,-0.0028766095638275146,-0.11768173519521952
1337,0,7,1,79,47,25,2.8051817417144775,2.6385884284973145,2.2391109466552734,2.1851205825805664,2.7426929473876953,20,15,10,21,-0.16659331321716309,-0.06248879432678223,-0.6200611591339111
1337,0,7,2,53,44,25,1.3755916357040405,2.1427695751190186,2.9977827072143555,4.696681976318359,1.8471828699111938,20,15,10,21,0.767177939414978,0.4715912342071533,3.321090340614319
1337,0,7,3,113,32,22,4.197458744049072,5.597644329071045,5.584207534790039,5.6158552169799805,5.597644329071045,18,13,9,18,1.4001855850219727,1.4001855850219727,1.4183964729309082
1337,0,7,4,25,63,26,3.420234441757202,3.3924756050109863,3.2634024620056152,3.014164447784424,3.378941774368286,21,16,10,22,-0.02775883674621582,-0.041292667388916016,-0.4060699939727783
1337,0,7,5,31,47,18,2.7587790489196777,2.70296573638916,2.7282140254974365,2.693859100341797,2.70296573638916,14,11,7,14,-0.05581331253051758,-0.05581331253051758,-0.06491994857788086
1337,0,7,6,87,32,18,1.1956801414489746,1.1518758535385132,1.2261874675750732,1.4556868076324463,1.1518758535385132,14,11,7,14,-0.043804287910461426,-0.043804287910461426,0.2600066661834717
1337,0,7,7,89,31,20,3.593557119369507,3.1671392917633057,2.7625033855438232,3.251378297805786,3.1671392917633057,16,12,8,16,-0.42641782760620117,-0.42641782760620117,-0.3421788215637207
1337,1,0,0,101,57,27,0.5233837366104126,0.796282172203064,0.6067183017730713,3.3110902309417725,0.7564737796783447,22,16,11,23,0.27289843559265137,0.23309004306793213,2.78770649433136
1337,1,0,1,124,58,22,1.9685596227645874,1.997851848602295,2.5956645011901855,2.444399356842041,1.997851848602295,18,13,9,18,0.02929222583770752,0.02929222583770752,0.4758397340774536
1337,1,0,2,82,47,28,3.8400323390960693,3.8475284576416016,4.054833889007568,3.397775173187256,3.839627981185913,22,17,11,24,0.0074961185455322266,-0.00040435791015625,-0.4422571659088135
1337,1,0,3,53,50,13,4.993678092956543,4.815601348876953,4.58172607421875,3.856236457824707,4.77358341217041,10,8,5,9,-0.17807674407958984,-0.2200946807861328,-1.137441635131836
1337,1,0,4,93,57,27,0.5712195634841919,0.6616817116737366,0.8818278312683105,3.3266944885253906,0.6911438703536987,22,16,11,23,0.09046214818954468,0.11992430686950684,2.7554749250411987
1337,1,0,5,94,43,20,2.5777809619903564,2.578953266143799,2.5727124214172363,1.7065362930297852,2.578953266143799,16,12,8,16,0.0011723041534423828,0.0011723041534423828,-0.8712446689605713
1337,1,0,6,58,40,23,2.9177286624908447,2.8998970985412598,2.906805992126465,2.741072416305542,2.920226573944092,18,14,9,19,-0.01783156394958496,0.0024979114532470703,-0.17665624618530273
1337,1,0,7,78,53,15,1.7821333408355713,1.7952086925506592,1.9184751510620117,1.6735987663269043,1.8395309448242188,12,9,6,11,0.01307535171508789,0.05739760398864746,-0.10853457450866699
1337,1,1,0,80,54,19,1.9938397407531738,2.0149714946746826,2.211463689804077,2.497676134109497,2.0149714946746826,15,11,8,15,0.02113175392150879,0.02113175392150879,0.5038363933563232
1337,1,1,1,55,53,22,3.055208683013916,3.056593894958496,3.0589542388916016,2.5931994915008545,3.056593894958496,18,13,9,18,0.0013852119445800781,0.0013852119445800781,-0.4620091915130615
1337,1,1,2,1,47,24,1.7115907669067383,1.721069574356079,1.7430698871612549,1.9338934421539307,1.7336560487747192,19,14,10,20,0.00947880744934082,0.022065281867980957,0.22230267524719238
1337,1,1,3,30,47,22,1.6229794025421143,1.5945262908935547,1.516826868057251,1.4985485076904297,1.5945262908935547,18,13,9,18,-0.02845311164855957,-0.02845311164855957,-0.12443089485168457
1337,1,1,4,109,15,23,1.793304681777954,2.856387138366699,2.803492307662964,2.658337116241455,2.845198154449463,18,14,9,19,1.0630824565887451,1.0518934726715088,0.865032434463501
1337,1,1,5,57,37,21,3.8896803855895996,6.976927280426025,6.641294002532959,7.091115951538086,6.976927280426025,17,13,8,17,3.087246894836426,3.087246894836426,3.2014355659484863
1337,1,1,6,123,46,22,2.6013927459716797,2.528809070587158,5.356587886810303,5.520605087280273,2.528809070587158,18,13,9,18,-0.07258367538452148,-0.07258367538452148,2.9192123413085938
1337,1,1,7,109,46,23,2.6037299633026123,2.592658519744873,2.558506965637207,3.3306894302368164,2.5743935108184814,18,14,9,19,-0.011071443557739258,-0.02933645248413086,0.7269594669342041
1337,1,2,0,12,1,18,0.7513408064842224,0.8242489099502563,0.8471518754959106,0.9335894584655762,0.8242489099502563,14,11,7,14,0.07290810346603394,0.07290810346603394,0.18224865198135376
1337,1,2,1,84,43,18,1.4997754096984863,1.3771682977676392,0.817833423614502,1.4598150253295898,1.3771682977676392,14,11,7,14,-0.12260711193084717,-0.12260711193084717,-0.039960384368896484
1337,1,2,2,3,1,24,0.6019375324249268,0.6433966755867004,0.6460474729537964,1.1349034309387207,0.6234786510467529,19,14,10,20,0.04145914316177368,0.021541118621826172,0.532965898513794
1337,1,2,3,86,43,24,4.494420051574707,4.4532952308654785,4.4032392501831055,2.5006818771362305,4.508311748504639,19,14,10,20,-0.041124820709228516,0.01389169692993164,-1.9937381744384766
1337,1,2,4,85,13,20,7.182436466217041,7.411687850952148,7.246448993682861,7.0426130294799805,7.411687850952148,16,12,8,16,0.22925138473510742,0.22925138473510742,-0.13982343673706055
