model,intervention,nll,ppl
dynamic,learned,2.0483837127685547,7.755356087841134
dynamic,fixed_most_common,3.1187944412231445,22.619094551627978
dynamic,global_request_shuffle,3.1051552295684814,22.31268229450834
dynamic,same_token_shuffle,2.295487880706787,9.92927913447836
dynamic,same_token_position_shuffle,2.2840731143951416,9.816583156301398
static_trained,native,2.055163621902466,7.808115346809389
