step,train_loss,val_loss,avg_active_cells,avg_active_edges,avg_fanin,avg_soft_fanin,avg_effective_depth,step_widths,graph_entropy,top1_coverage,top4_coverage,top8_coverage,top16_coverage,unique_graphs,node_usage_entropy,edge_usage_entropy,dead_cell_ratio,node_usage_gini,active_cell_macs,skipped_cell_macs,router_parameters,router_macs_per_token,temperature,exploration,dual_value,router_gradient_norm,node_score_std,edge_score_std,std_active_cells,min_active_cells,max_active_cells,std_depth,min_depth,max_depth,empty_step_fraction
0,4.482163429260254,4.5071868896484375,32.0,320.0,10.0,1.0,8.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",-0.0,1.0,1.0,1.0,1.0,1,3.465735912322998,5.7683210372924805,0.0,0.0,524288.0,0.0,28072,212224,1.5,0.05,0.0,0.0,0.002457904163748026,0.0013838442973792553,0.0,32.0,32.0,0.0,8.0,8.0,0.0
1,4.47255277633667,4.451932430267334,32.0,320.0,10.0,1.0,8.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",-0.0,1.0,1.0,1.0,1.0,1,3.465735912322998,5.7683210372924805,0.0,0.0,524288.0,0.0,28072,212224,1.49875,0.04985714285714286,0.028974609375,0.011550206090406164,0.0023497347719967365,0.0013410436222329736,0.0,32.0,32.0,0.0,8.0,8.0,0.0
