node,step,cell,usage_frequency,mean_fanin,fanin_distribution,source_distribution,top_token_distribution,position_bucket_distribution,difficulty_quintile_usage,remove_delta_nll,add_gain_nll
11,2,3,0.1107177734375,2.215545755237045,"{""1"": 0.04299889746416759, ""2"": 0.7651598676957001, ""3"": 0.12734288864388094, ""4"": 0.06229327453142227, ""5"": 0.002205071664829107}","[0.0027563395810363835, 0.0, 0.9558985667034179, 0.9443219404630651, 0.0, 0.12293274531422271, 0.16979051819184124, 0.019845644983461964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[21, 228], [13, 183], [10, 177], [32, 147], [27, 123], [26, 109], [5, 95], [30, 86]]","{""1"": 241, ""3"": 194, ""6"": 199, ""7"": 289, ""0"": 233, ""2"": 223, ""5"": 220, ""4"": 215}","[0.15013732072017089, 0.11321330485199878, 0.10378510378510379, 0.08391821788220934, 0.10253280439426304]",-0.028553389012813568,-0.0609237402677536
12,3,0,0.0145263671875,2.9411764705882355,"{""1"": 0.04201680672268908, ""2"": 0.17647058823529413, ""3"": 0.5840336134453782, ""4"": 0.19327731092436976, ""5"": 0.004201680672268907}","[0.04201680672268908, 0.0, 0.8109243697478992, 0.6176470588235294, 0.1092436974789916, 0.01680672268907563, 0.7184873949579832, 0.3235294117647059, 0.0, 0.24369747899159663, 0.012605042016806723, 0.0, 0.046218487394957986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[5, 58], [10, 44], [21, 31], [35, 26], [8, 15], [12, 11], [2, 8], [60, 7]]","{""1"": 58, ""2"": 37, ""4"": 16, ""5"": 11, ""0"": 68, ""3"": 29, ""7"": 10, ""6"": 9}","[0.03753433018004272, 0.014342386328959414, 0.009157509157509158, 0.00549282880683552, 0.006103143118706134]",0.036452896893024445,-0.08387710899114609
13,3,1,0.06689453125,2.3394160583941606,"{""1"": 0.19434306569343066, ""2"": 0.4498175182481752, ""3"": 0.19981751824817517, ""4"": 0.13412408759124086, ""5"": 0.021897810218978103}","[0.0009124087591240876, 0.0, 0.958941605839416, 0.8211678832116789, 0.0, 0.13503649635036497, 0.35766423357664234, 0.03923357664233577, 0.0, 0.0, 0.0, 0.0, 0.02645985401459854, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[13, 129], [10, 123], [21, 119], [27, 116], [26, 88], [30, 84], [32, 72], [17, 63]]","{""0"": 166, ""3"": 102, ""4"": 102, ""6"": 120, ""7"": 206, ""2"": 124, ""5"": 129, ""1"": 147}","[0.07049130302105584, 0.06805004577357339, 0.0641025641025641, 0.05797985962770827, 0.07384803173634422]",-0.09072691202163696,-0.03759191185235977
14,3,2,0.10406494140625,2.4926686217008798,"{""1"": 0.12316715542521994, ""2"": 0.4029325513196481, ""3"": 0.36363636363636365, ""4"": 0.08621700879765395, ""5"": 0.016422287390029325, ""6"": 0.007624633431085044}","[0.005278592375366569, 0.0, 0.7090909090909091, 0.8791788856304985, 0.0, 0.21583577712609972, 0.4744868035190616, 0.09325513196480939, 0.0, 0.0187683284457478, 0.0, 0.0, 0.0967741935483871, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[21, 228], [13, 183], [10, 170], [32, 147], [27, 123], [26, 109], [30, 86], [20, 71]]","{""1"": 230, ""3"": 181, ""6"": 185, ""7"": 279, ""0"": 215, ""2"": 208, ""5"": 205, ""4"": 202}","[0.13945682026243517, 0.10009154714678059, 0.10012210012210013, 0.08117180347879158, 0.09948123283490998]",-0.0006257541826926172,-0.0320248007774353
15,3,3,0.8974609375,1.1762105549510338,"{""1"": 0.85629760609358, ""2"": 0.11792709466811752, ""3"": 0.019790533188248097, ""4"": 0.00544069640914037, ""5"": 0.00034004352557127313, ""6"": 0.00020402611534276388}","[0.029923830250272034, 0.0, 0.021558759521218714, 0.030603917301414582, 0.37792437431991294, 0.5243471164309031, 0.02060663764961915, 0.0004760609357997824, 0.0, 0.006800870511425462, 0.15716811751904244, 0.0, 0.006800870511425462, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2483], [43, 1336], [58, 998], [53, 905], [39, 838], [57, 749], [47, 713], [46, 709]]","{""0"": 1844, ""1"": 1823, ""2"": 1847, ""3"": 1869, ""4"": 1845, ""5"": 1843, ""6"": 1861, ""7"": 1772}","[0.8623741226731767, 0.9029600244125725, 0.9007936507936508, 0.9185230393652731, 0.9026548672566371]",0.16099195182323456,-0.037533875554800034
16,4,0,0.0,0.0,{},[],[],{},"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,-0.04165266826748848
17,4,1,0.08477783203125,2.6414686825053995,"{""1"": 0.10223182145428365, ""2"": 0.4319654427645788, ""3"": 0.2598992080633549, ""4"": 0.1468682505399568, ""5"": 0.04607631389488841, ""6"": 0.012958963282937365}","[0.06695464362850972, 0.0, 0.0, 0.0, 0.0, 0.12311015118790497, 0.7350611951043916, 0.5824334053275738, 0.0, 0.238300935925126, 0.0, 0.0, 0.2570194384449244, 0.0021598272138228943, 0.09359251259899208, 0.5428365730741541, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[13, 170], [21, 142], [10, 125], [27, 121], [32, 115], [26, 109], [30, 86], [31, 66]]","{""1"": 190, ""0"": 201, ""3"": 134, ""5"": 174, ""2"": 159, ""4"": 142, ""6"": 150, ""7"": 239}","[0.0958193469636863, 0.08513884650595056, 0.08547008547008547, 0.07018614586512054, 0.08727494659749771]",0.08744638413190842,-0.03864763304591179
18,4,2,0.86468505859375,1.387943813086751,"{""1"": 0.6348556504552834, ""2"": 0.3431919248958848, ""3"": 0.02110538575562928, ""4"": 0.0008470388932025129}","[0.19467777228771088, 0.0, 0.0, 0.0, 0.0, 0.3856850427048775, 0.011646784781534553, 0.0007764523187689702, 0.0, 0.0059292722524175905, 0.4006493964847886, 0.0, 0.005788099103550505, 0.003176395849509423, 0.0, 0.0, 0.37961459730359287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2483], [43, 1332], [58, 995], [53, 883], [39, 838], [47, 713], [46, 709], [52, 708]]","{""0"": 1790, ""1"": 1752, ""2"": 1801, ""3"": 1822, ""4"": 1792, ""5"": 1786, ""6"": 1791, ""7"": 1633}","[0.8138541348794629, 0.8800732377174245, 0.8836996336996337, 0.8797680805614891, 0.8660360085444003]",0.08511564880609512,-0.024180157110095024
19,4,3,0.0,0.0,{},[],[],{},"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,-0.038362711668014526
20,5,0,0.4134521484375,1.3932683790965457,"{""1"": 0.6740478299379983, ""2"": 0.26247416592855033, ""3"": 0.05963979923235902, ""4"": 0.003838204901092412}","[0.1223796870386773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01564806613522291, 0.27428402716268085, 0.0, 0.0751402421021553, 0.013876586950103336, 0.002952465308532625, 0.04074402125775022, 0.6262178919397697, 0.0, 0.003247711839385887, 0.2187776793622675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2483], [0, 647], [39, 512], [46, 373], [47, 359], [58, 310], [51, 195], [63, 186]]","{""0"": 888, ""1"": 929, ""2"": 887, ""3"": 852, ""4"": 851, ""5"": 801, ""6"": 791, ""7"": 775}","[0.3487946292340555, 0.32621299969484285, 0.42063492063492064, 0.5434848947207812, 0.42813548977723526]",0.05739856883883476,-0.0897858738899231
21,5,1,0.0,0.0,{},[],[],{},"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,-0.015840720385313034
22,5,2,0.0,0.0,{},[],[],{},"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,-0.030477752909064293
23,5,3,0.08111572265625,1.982693754702784,"{""1"": 0.3438675696012039, ""2"": 0.4055680963130173, ""3"": 0.18434913468773514, ""4"": 0.056433408577878104, ""5"": 0.009781790820165538}","[0.32129420617005267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08276899924755456, 0.0, 0.0, 0.48457486832204666, 0.002257336343115124, 0.1542513167795335, 0.5304740406320542, 0.0, 0.0, 0.4070729872084274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[13, 182], [21, 131], [10, 125], [27, 123], [26, 109], [32, 101], [30, 86], [17, 66]]","{""1"": 170, ""0"": 178, ""3"": 132, ""5"": 175, ""4"": 141, ""6"": 152, ""7"": 230, ""2"": 151}","[0.08727494659749771, 0.08300274641440342, 0.0811965811965812, 0.0683552029295087, 0.08574916081782118]",-0.02301759459078312,-0.0478416346013546
24,6,0,0.233154296875,1.3384816753926703,"{""1"": 0.7026178010471205, ""2"": 0.2594240837696335, ""3"": 0.03481675392670157, ""4"": 0.0031413612565445027}","[0.1481675392670157, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012565445026178011, 0.019895287958115182, 0.1405759162303665, 0.7274869109947644, 0.0, 0.034031413612565446, 0.005235602094240838, 0.0, 0.16989528795811518, 0.0, 0.0, 0.0806282722513089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2481], [0, 647], [21, 113], [13, 74], [32, 73], [35, 49], [28, 46], [14, 45]]","{""0"": 480, ""1"": 488, ""2"": 490, ""3"": 464, ""4"": 485, ""5"": 467, ""6"": 452, ""7"": 494}","[0.10192249008239243, 0.039060115959719255, 0.21459096459096458, 0.46017699115044247, 0.35001525785779675]",0.02793392539024353,-0.06499703973531723
25,6,1,0.0,0.0,{},[],[],{},"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,-0.023429961875081062
26,6,2,0.83642578125,1.200306479859895,"{""1"": 0.8280793928779918, ""2"": 0.15221833041447752, ""3"": 0.0111646234676007, ""4"": 0.008391710449503794, ""5"": 0.00014594279042615295}","[0.31253648569760656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008026853473438412, 7.297139521307647e-05, 0.004451255107997665, 0.7055604203152365, 0.0, 0.0007297139521307647, 0.15462638645650906, 0.0, 0.014302393461762989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 1985], [43, 1336], [58, 998], [53, 905], [39, 838], [57, 749], [47, 713], [46, 709]]","{""0"": 1725, ""1"": 1746, ""2"": 1746, ""3"": 1759, ""4"": 1699, ""5"": 1689, ""6"": 1730, ""7"": 1610}","[0.8431492218492523, 0.8996032956972841, 0.8443223443223443, 0.7876106194690266, 0.8074458346048214]",0.037724416702985764,-0.018817128613591194
27,6,3,0.06317138671875,1.9207729468599033,"{""1"": 0.33043478260869563, ""2"": 0.4434782608695652, ""3"": 0.20096618357487922, ""4"": 0.025120772946859903}","[0.4985507246376812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001932367149758454, 0.4618357487922705, 0.6473429951690821, 0.0, 0.0, 0.1178743961352657, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1932367149758454, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[21, 116], [13, 113], [10, 111], [27, 110], [26, 87], [30, 83], [32, 76], [17, 64]]","{""0"": 119, ""3"": 106, ""4"": 112, ""5"": 141, ""6"": 119, ""7"": 184, ""2"": 120, ""1"": 134}","[0.06286237412267318, 0.0637778455904791, 0.06288156288156288, 0.054623130912419895, 0.07171193164479707]",-0.06699176877737045,-0.061073288321495056
28,7,0,0.056884765625,2.031115879828326,"{""1"": 0.26609442060085836, ""2"": 0.4613733905579399, ""3"": 0.2478540772532189, ""4"": 0.02467811158798283}","[0.4624463519313305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7092274678111588, 0.0, 0.0, 0.002145922746781116, 0.0, 0.0, 0.5364806866952789, 0.00536480686695279, 0.0, 0.0, 0.315450643776824, 0.0, 0.0, 0.0, 0.0]","[[10, 118], [21, 116], [13, 111], [27, 109], [26, 83], [32, 71], [30, 64], [17, 62]]","{""0"": 104, ""3"": 94, ""4"": 101, ""6"": 107, ""7"": 167, ""5"": 127, ""1"": 120, ""2"": 112}","[0.06438815990234971, 0.06225205981080256, 0.050061050061050064, 0.04394263045468416, 0.0637778455904791]",0.06542778015136719,-0.053921110928058624
29,7,1,0.00457763671875,1.68,"{""1"": 0.52, ""2"": 0.28, ""3"": 0.2}","[0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08, 0.14666666666666667, 0.0, 0.22666666666666666, 0.0, 0.0, 0.12, 0.25333333333333335, 0.0, 0.02666666666666667, 0.02666666666666667, 0.0, 0.0, 0.0, 0.0]","[[5, 65], [10, 8], [21, 2]]","{""3"": 10, ""2"": 16, ""1"": 9, ""0"": 10, ""5"": 7, ""6"": 9, ""7"": 9, ""4"": 5}","[0.0051876716509002135, 0.0091547146780592, 0.0027472527472527475, 0.0012206286237412267, 0.0045773573390296]",0.2561311721801758,-0.10499084740877151
30,7,2,0.9320068359375,1.2366732154551408,"{""1"": 0.7869679109364768, ""2"": 0.1893909626719057, ""3"": 0.02364112639161755}","[0.2591355599214145, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018925998690242304, 0.42933857236411266, 0.0, 0.21388343156516046, 0.0, 0.0, 0.012442698100851343, 0.010936476751800917, 0.0, 0.2919449901768173, 6.548788474132285e-05, 0.0, 0.0, 0.0, 0.0]","[[1, 2483], [43, 1336], [58, 998], [53, 905], [39, 838], [57, 747], [47, 713], [46, 709]]","{""0"": 1919, ""1"": 1903, ""2"": 1920, ""3"": 1932, ""4"": 1927, ""5"": 1901, ""6"": 1919, ""7"": 1849}","[0.9307293256026854, 0.932255111382362, 0.9328449328449329, 0.9411046689044859, 0.9231003967043027]",0.02706429921090603,0.05719681456685066
31,7,3,0.04998779296875,1.6178266178266179,"{""1"": 0.514041514041514, ""2"": 0.3626373626373626, ""3"": 0.11477411477411477, ""4"": 0.008547008547008548}","[0.6568986568986569, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.013431013431013432, 0.0, 0.0, 0.12576312576312576, 0.10256410256410256, 0.0, 0.0, 0.38583638583638585, 0.0, 0.0, 0.0, 0.0]","[[10, 115], [32, 84], [26, 76], [13, 75], [21, 70], [17, 50], [30, 48], [28, 48]]","{""0"": 100, ""3"": 79, ""4"": 81, ""5"": 116, ""6"": 94, ""7"": 145, ""2"": 92, ""1"": 112}","[0.04028074458346048, 0.040891058895331095, 0.05311355311355311, 0.05248703082087275, 0.06316753127860848]",-0.01276322826743126,-0.060704804956912994
