model,intervention,nll,ppl
dynamic,learned,2.1563217639923096,8.639301753579732
dynamic,fixed_most_common,3.3609378337860107,28.816203019590233
dynamic,global_request_shuffle,3.13215708732605,22.92337396870077
dynamic,same_token_shuffle,2.3058929443359375,10.03313328319486
dynamic,same_token_position_shuffle,2.284940719604492,9.825103770716073
static_trained,native,2.073946237564087,7.956158139581336
