difficulty_quintile,tokens,avg_active_cells,avg_active_edges,avg_fanin,avg_depth,graph_entropy
1,3277,7.8556606652426,11.973146170277692,1.5241424853358194,4.104058590173939,5.4347105722018565
2,3277,7.61184009765029,10.381751602075068,1.3638951250801796,3.8645102227647237,4.9957829578004365
3,3276,7.599511599511599,9.988095238095237,1.3143075192802056,3.907203907203907,5.112367872002619
4,3277,7.579493439121148,9.469026548672566,1.2492954344150093,3.902349710100702,4.4938846681284375
5,3277,7.571254195910894,9.681110772047605,1.2786667204062714,3.903570338724443,4.85170799544447
