out_dir,checkpoint,device,amp_dtype,batch_size,block_size,dense_latency_ms,sparse_latency_ms,speedup_x,latency_reduction_fraction,dense_nll,sparse_nll,nll_abs_diff,logits_max_abs_diff,logits_mean_abs_diff,node_masks_equal,edge_masks_equal,semantic_check_passed,active_token_cell_pairs,possible_token_cell_pairs,active_pair_ratio,nonempty_cell_queues,empty_cell_queues,min_nonempty_queue,mean_nonempty_queue,max_nonempty_queue
out-full-free-budget8-seed1337,D:\GitHub\nanoGPT\out-full-free-budget8-seed1337\ckpt.pt,cpu,float32,1,8,44.249199996556854,43.938900002103765,1.0070620792609335,0.007012556034396877,1.9618686437606812,1.9618687629699707,1.1920928955078125e-07,2.384185791015625e-06,4.13836772850118e-07,True,True,True,65,256,0.25390625,19,13,1,3.4210526315789473,8
