step,baseline_ppl,dynamic_ppl,delta_ppl,average_compute,expected_compute,compute_saving,average_active_layers,skip_fraction,average_width,theoretical_paths,observed_paths,top1_coverage,top4_coverage,top8_coverage,top16_coverage,router_entropy,router_confidence,average_route_entropy,high_frequency_route_entropy,low_frequency_route_entropy,baseline_latency_ms,dynamic_latency_ms,router_overhead_ms,attention_latency_ms,mlp_latency_ms,prefill_latency_ms,decode_latency_ms,baseline_decode_latency_ms,speedup,tokens_per_second
500,10.011994637420809,10.000248278158685,-0.011746359262124528,2.0145833333333334,2.079923073450724,0.49635416666666665,4.0,0.0,257.8666666666667,625,3,0.9770833333333333,1.0,1.0,1.0,0.1141751100619634,0.9629738291104635,0.10571065806702074,0.10517989049080817,0.1063026680558732,13.628072000283282,12.846826000022702,0.22890199994435534,2.3395839631557465,8.655712008476257,12.846826000022702,115.48245000012685,140.07789000024786,1.060812374999023,318833.6169566523
