checkpoint,iter,final_ce,perplexity,mean_active_channels,mean_active_ratio,median_active_channels,std_active_channels,min_active_channels,max_active_channels,gate_entropy,fraction_gate_gt_0_5,fraction_gate_gt_0_9,fraction_gate_lt_0_1,p10_width,p25_width,p50_width,p75_width,p90_width,mean_channel_usage_rate,std_channel_usage_rate,min_channel_usage_rate,max_channel_usage_rate,hist_0-64,hist_65-128,hist_129-192,hist_193-256,hist_257-320,hist_321-384,hist_385-448,hist_449-512
ckpt.pt,1000,2.0515408851206303,7.779879776046885,203.5233154296875,0.3975064754486084,208.0,51.28482437133789,64.0,384.0,218.42677307128906,0.3975064754486084,0.11388659477233887,0.22750592231750488,144.0,160.0,208.0,240.0,272.0,0.3975064754486084,0.09952755272388458,0.2347412109375,0.6029891967773438,9.918212890625e-05,0.09539794921875,0.379547119140625,0.40554046630859375,0.10692596435546875,0.01248931884765625,0.0,0.0
