seed,batch,round,sequence,position,target_token,active_cells,nll_full,nll_keep80,nll_keep60,nll_keep40,nll_remove4,kept80,kept60,kept40,kept_remove4,marginal_last20,marginal_last4,utility_full_to40
2027,0,0,0,40,47,21,1.0561168193817139,1.0763797760009766,1.0992531776428223,1.5815682411193848,1.0763797760009766,17,13,8,17,0.020262956619262695,0.020262956619262695,0.5254514217376709
2027,0,0,1,109,42,16,2.075329303741455,2.2991418838500977,3.4382576942443848,3.845245838165283,2.6962802410125732,13,10,6,12,0.22381258010864258,0.6209509372711182,1.7699165344238281
2027,0,0,2,25,27,20,1.3747097253799438,1.3596302270889282,1.3111742734909058,1.638648509979248,1.3596302270889282,16,12,8,16,-0.015079498291015625,-0.015079498291015625,0.2639387845993042
2027,0,0,3,103,20,17,4.01045036315918,4.0456953048706055,3.13059663772583,3.634305000305176,4.081424236297607,14,10,7,13,0.03524494171142578,0.07097387313842773,-0.3761453628540039
2027,0,0,4,106,56,23,4.65430212020874,4.548375129699707,4.289061546325684,4.315593719482422,4.629499912261963,18,14,9,19,-0.1059269905090332,-0.024802207946777344,-0.33870840072631836
2027,0,0,5,96,52,18,3.7064404487609863,3.7376651763916016,3.7505598068237305,3.733154296875,3.7376651763916016,14,11,7,14,0.031224727630615234,0.031224727630615234,0.026713848114013672
2027,0,0,6,121,17,20,1.8102381229400635,1.1684502363204956,0.8406529426574707,1.2051780223846436,1.1684502363204956,16,12,8,16,-0.6417878866195679,-0.6417878866195679,-0.6050601005554199
2027,0,0,7,12,43,27,0.1101280152797699,0.12070484459400177,0.1653156578540802,3.13838529586792,0.12189856171607971,22,16,11,23,0.010576829314231873,0.011770546436309814,3.02825728058815
2027,0,1,0,106,42,26,1.9355833530426025,2.119138240814209,3.0894668102264404,2.259591817855835,2.1287174224853516,21,16,10,22,0.18355488777160645,0.19313406944274902,0.3240084648132324
2027,0,1,1,87,0,20,0.592261791229248,0.6031018495559692,0.7711583375930786,2.255028247833252,0.6031018495559692,16,12,8,16,0.010840058326721191,0.010840058326721191,1.662766456604004
2027,0,1,2,81,43,24,1.7141835689544678,1.722391963005066,1.63045072555542,1.6553715467453003,1.6334770917892456,19,14,10,20,0.008208394050598145,-0.08070647716522217,-0.05881202220916748
