active_cells,active_edges,average_path_length,longest_path,average_branching_factor,average_merge_factor
22,69,2.6818181818181817,5,3.1875,2.6842105263157894
22,64,2.8636363636363638,5,4.833333333333333,3.2222222222222223
25,91,3.6,6,5.846153846153846,3.619047619047619
19,29,4.052631578947368,6,4.5,1.588235294117647
26,130,3.769230769230769,7,5.666666666666667,5.409090909090909
24,66,3.7916666666666665,6,5.083333333333333,2.9047619047619047
25,82,3.2,6,4.75,3.619047619047619
22,66,2.6818181818181817,5,3.533333333333333,2.789473684210526
19,28,4.052631578947368,6,4.333333333333333,1.5294117647058822
23,88,3.4782608695652173,7,4.315789473684211,4.315789473684211
25,95,3.64,7,5.117647058823529,4.142857142857143
24,108,3.4583333333333335,7,5.052631578947368,4.8
20,49,3.65,7,4.0,2.4444444444444446
19,35,2.6842105263157894,5,3.5714285714285716,1.6666666666666667
25,106,3.56,7,4.9,4.666666666666667
25,97,3.56,7,5.235294117647059,4.238095238095238
24,112,3.5,7,4.95,4.95
19,39,3.8421052631578947,6,4.714285714285714,1.9411764705882353
24,111,3.8333333333333335,6,6.4,4.571428571428571
24,80,3.7916666666666665,7,4.625,3.5238095238095237
23,79,3.0869565217391304,6,4.625,3.7
26,92,3.0,6,4.944444444444445,3.869565217391304
24,75,4.125,7,5.0,2.9545454545454546
26,64,3.3461538461538463,6,4.0,2.727272727272727
25,78,2.8,5,4.8,3.4285714285714284
20,33,4.05,6,5.166666666666667,1.7222222222222223
27,119,3.3333333333333335,7,5.476190476190476,5.0
26,96,3.1923076923076925,6,5.470588235294118,4.043478260869565
27,85,3.074074074074074,5,6.153846153846154,3.4782608695652173
24,102,3.5833333333333335,7,5.4375,4.35
20,48,2.95,5,3.3846153846153846,2.588235294117647
21,37,3.0476190476190474,5,4.714285714285714,1.736842105263158
17,47,3.823529411764706,7,3.75,3.0
30,107,3.7,6,6.375,3.923076923076923
23,94,3.130434782608696,6,4.875,4.105263157894737
27,91,2.7037037037037037,5,4.833333333333333,3.782608695652174
19,30,3.9473684210526314,6,4.666666666666667,1.6470588235294117
25,94,3.36,5,6.583333333333333,3.590909090909091
26,85,3.0384615384615383,5,5.333333333333333,3.6363636363636362
23,83,2.782608695652174,5,4.8,3.789473684210526
22,75,2.5,5,4.176470588235294,3.9444444444444446
19,29,3.9473684210526314,6,4.5,1.588235294117647
28,94,3.8214285714285716,7,5.294117647058823,3.75
23,78,3.0434782608695654,5,4.25,3.4
23,58,3.4782608695652173,7,4.416666666666667,2.65
19,51,2.526315789473684,5,3.6153846153846154,3.1333333333333333
22,77,3.1818181818181817,6,4.333333333333333,3.611111111111111
19,55,2.6842105263157894,5,4.0,3.25
25,60,3.2,5,4.0,2.6666666666666665
16,30,2.25,4,3.4,1.7
16,37,2.5,5,2.5384615384615383,2.75
16,31,2.3125,4,3.6,1.8
17,44,2.7058823529411766,5,3.4166666666666665,2.9285714285714284
22,50,3.4545454545454546,6,4.181818181818182,2.5555555555555554
18,23,1.3333333333333333,2,5.5,1.8333333333333333
20,25,1.3,2,5.5,1.8333333333333333
20,68,3.55,6,4.923076923076923,3.764705882352941
22,46,1.6363636363636365,3,4.0,2.3333333333333335
22,77,2.8636363636363638,5,4.384615384615385,3.0
21,70,4.0476190476190474,8,4.0,3.5789473684210527
21,37,1.4285714285714286,3,4.25,2.4285714285714284
19,46,2.6842105263157894,5,6.5,2.7857142857142856
21,74,4.0,8,4.117647058823529,3.6842105263157894
22,32,1.7272727272727273,4,4.25,1.8888888888888888
21,33,2.0,3,6.25,1.6666666666666667
21,61,4.333333333333333,8,4.214285714285714,3.1052631578947367
22,63,3.272727272727273,7,3.4166666666666665,2.411764705882353
26,79,3.0384615384615383,5,4.6875,3.409090909090909
24,91,3.3333333333333335,6,4.5625,3.65
22,68,2.6363636363636362,5,4.266666666666667,3.5555555555555554
26,120,4.1923076923076925,8,5.4,4.695652173913044
25,77,3.12,6,4.8,3.4285714285714284
17,48,2.6470588235294117,5,3.3636363636363638,2.8461538461538463
16,36,2.5,5,2.6666666666666665,2.6666666666666665
20,30,4.05,6,4.666666666666667,1.5555555555555556
25,43,1.4,2,9.0,1.8
26,88,3.3076923076923075,5,5.6,3.8181818181818183
22,65,2.6818181818181817,5,3.2,2.526315789473684
20,30,4.05,6,4.666666666666667,1.5555555555555556
22,71,2.5,4,4.785714285714286,3.526315789473684
22,53,2.590909090909091,6,3.875,2.2142857142857144
26,83,2.730769230769231,5,4.588235294117647,3.5454545454545454
21,56,2.857142857142857,5,3.4,3.0
20,30,4.05,6,4.666666666666667,1.5555555555555556
24,49,3.25,5,3.625,1.45
26,85,3.1538461538461537,6,5.0,3.6363636363636362
19,54,2.4210526315789473,4,3.5714285714285716,3.125
19,31,2.0526315789473686,3,5.5,1.5714285714285714
21,67,3.619047619047619,7,4.571428571428571,3.5555555555555554
22,54,2.5454545454545454,6,4.0,2.2857142857142856
25,74,3.76,7,5.0,3.1818181818181817
19,61,2.5789473684210527,5,4.0,3.5
19,28,4.052631578947368,6,4.333333333333333,1.5294117647058822
22,52,2.5,6,4.285714285714286,2.142857142857143
27,96,3.5185185185185186,7,5.055555555555555,3.9565217391304346
28,129,3.75,7,5.571428571428571,4.875
19,54,2.8421052631578947,6,2.923076923076923,2.533333333333333
20,30,4.05,6,4.666666666666667,1.5555555555555556
24,42,1.4166666666666667,2,9.0,1.8
27,79,3.0,5,5.6923076923076925,3.217391304347826
26,113,3.0384615384615383,6,5.473684210526316,4.7272727272727275
20,63,2.6,5,4.214285714285714,3.4705882352941178
23,77,3.0434782608695654,6,4.6923076923076925,3.210526315789474
22,65,2.8636363636363638,5,5.0,3.3333333333333335
20,48,2.8,5,3.3846153846153846,2.75
20,30,4.05,6,4.666666666666667,1.5555555555555556
27,116,4.2592592592592595,8,5.4,4.695652173913044
27,109,3.074074074074074,6,5.2105263157894735,4.304347826086956
20,44,3.8,7,4.2,2.3333333333333335
17,20,1.2941176470588236,2,4.0,1.6
20,24,1.25,2,4.0,1.6
16,36,3.375,6,3.5555555555555554,2.4615384615384617
22,85,3.6363636363636362,8,4.0588235294117645,3.8333333333333335
23,92,4.086956521739131,8,4.888888888888889,4.4
21,54,2.4285714285714284,4,5.0,2.857142857142857
15,32,2.4,5,4.166666666666667,2.7777777777777777
23,59,2.347826086956522,5,4.333333333333333,2.6
24,71,2.6666666666666665,5,3.9166666666666665,2.764705882352941
25,107,4.2,8,5.555555555555555,4.545454545454546
25,39,1.76,4,5.0,1.5
18,27,1.9444444444444444,3,4.5,1.3846153846153846
22,67,4.2272727272727275,8,4.333333333333333,3.25
29,95,3.310344827586207,6,6.428571428571429,3.6
25,99,3.24,6,4.444444444444445,3.8095238095238093
23,81,3.0,6,4.3125,3.6315789473684212
19,29,3.9473684210526314,6,4.5,1.588235294117647
25,45,1.4,2,6.666666666666667,2.0
29,92,3.206896551724138,6,6.615384615384615,3.44
21,72,3.1904761904761907,5,4.266666666666667,3.5555555555555554
21,57,3.4285714285714284,6,4.076923076923077,2.9444444444444446
16,27,2.25,4,3.2,1.6
19,52,2.5789473684210527,5,3.2142857142857144,2.8125
16,35,2.5,5,2.5,2.5
20,58,2.7,5,3.5714285714285716,2.9411764705882355
29,110,4.0,7,5.5,3.52
20,30,4.05,6,4.666666666666667,1.5555555555555556
23,65,4.260869565217392,8,4.153846153846154,2.5714285714285716
29,109,3.3793103448275863,6,6.866666666666666,4.12
20,35,2.65,4,4.75,1.3571428571428572
17,27,1.9411764705882353,5,2.5,1.875
23,65,3.652173913043478,6,4.25,2.4285714285714284
24,57,3.375,6,3.7,1.85
18,32,2.5,4,5.5,1.5714285714285714
23,82,3.9130434782608696,7,5.923076923076923,3.85
25,79,3.12,6,4.0,3.4285714285714284
21,41,3.9523809523809526,6,5.5,1.736842105263158
26,114,3.6538461538461537,7,6.055555555555555,4.739130434782608
25,88,3.96,7,5.466666666666667,3.727272727272727
26,110,3.5384615384615383,7,4.7894736842105265,4.136363636363637
27,120,3.740740740740741,7,5.45,4.739130434782608
23,67,3.4782608695652173,6,4.066666666666666,3.05
21,50,3.6666666666666665,7,4.7,2.611111111111111
19,32,2.263157894736842,4,4.0,1.6666666666666667
19,48,2.8947368421052633,6,4.3,2.8666666666666667
31,164,4.064516129032258,7,6.913043478260869,5.888888888888889
23,78,2.782608695652174,6,4.111111111111111,3.7
19,30,2.6842105263157894,4,3.8333333333333335,1.5333333333333334
23,72,3.608695652173913,6,4.428571428571429,3.1
28,112,3.25,6,5.190476190476191,4.36
28,106,3.357142857142857,6,5.666666666666667,4.25
25,84,2.72,5,4.75,3.619047619047619
19,33,3.5789473684210527,5,4.833333333333333,1.7058823529411764
22,54,3.727272727272727,6,4.166666666666667,2.6315789473684212
19,31,3.9473684210526314,6,4.666666666666667,1.6470588235294117
26,107,3.923076923076923,8,5.368421052631579,4.636363636363637
23,75,3.5652173913043477,7,4.538461538461538,2.95
24,72,3.0833333333333335,5,4.533333333333333,3.4
23,95,3.130434782608696,6,4.764705882352941,4.2631578947368425
