model,intervention,nll,ppl
dynamic,learned,2.0623726844787598,7.864607923545384
dynamic,fixed_most_common,2.7626967430114746,15.84250856756199
dynamic,global_request_shuffle,2.960505247116089,19.30772446363495
dynamic,same_token_shuffle,2.3238329887390137,10.214752396196122
dynamic,same_token_position_shuffle,2.313453197479248,10.109273768642764
static_trained,native,2.107814311981201,8.230232890010056
