step,train_loss,val_loss,avg_active_cells,avg_active_edges,avg_fanin,avg_soft_fanin,avg_effective_depth,step_widths,graph_entropy,top1_coverage,top4_coverage,top8_coverage,top16_coverage,unique_graphs,node_usage_entropy,edge_usage_entropy,dead_cell_ratio,node_usage_gini,active_cell_macs,skipped_cell_macs,router_parameters,router_macs_per_token,temperature,exploration,dual_value,router_gradient_norm,node_score_std,edge_score_std,std_active_cells,min_active_cells,max_active_cells,std_depth,min_depth,max_depth,empty_step_fraction
0,4.223109722137451,4.217416763305664,32.0,320.0,10.0,1.0,8.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",-0.0,1.0,1.0,1.0,1.0,1,3.465735912322998,5.7683210372924805,0.0,0.0,524288.0,0.0,28072,212224,1.5,0.0,0.0,0.0,0.0023289783857762814,0.0013230863260105252,0.0,32.0,32.0,0.0,8.0,8.0,0.0
100,2.613065004348755,2.6099746227264404,32.0,297.16455078125,9.286392211914062,1.0,8.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",3.666804790496826,0.21240234375,0.4931640625,0.6064453125,0.7021484375,301,3.465735912322998,5.750186920166016,0.0,0.0,524288.0,0.0,28072,212224,1.375,0.0,0.0,0.020443022506160292,0.03605768457055092,0.05290507152676582,0.0,32.0,32.0,0.0,8.0,8.0,0.0
200,2.4453976154327393,2.4529645442962646,31.8583984375,235.748046875,7.399871349334717,1.0,7.6328125,"[4.0, 4.0, 3.88916015625, 4.0, 3.96923828125, 4.0, 4.0, 4.0]",7.0376129150390625,0.0546875,0.07568359375,0.09619140625,0.123046875,1594,3.4655303955078125,5.736917495727539,0.0,0.004245471209287643,521968.0,2320.0,28072,212224,1.25,0.0,0.0,0.03647303873067895,0.09447680413722992,2625.4921875,0.40560978651046753,30.0,32.0,0.5837458968162537,4.0,8.0,0.0
300,2.3195319175720215,2.3290810585021973,30.9501953125,192.0654296875,6.205629348754883,1.0,7.2451171875,"[4.0, 4.0, 3.54638671875, 3.85693359375, 3.8037109375, 4.0, 3.80029296875, 3.94287109375]",7.448638916015625,0.0068359375,0.02197265625,0.03564453125,0.05419921875,1864,3.460580825805664,5.714057922363281,0.0,0.030284684151411057,507088.0,17200.0,28072,212224,1.125,0.0,0.0,0.055034988848702414,0.12391670048236847,6442.099609375,1.2104928493499756,28.0,32.0,0.920404314994812,2.0,8.0,0.0
400,2.2614898681640625,2.2757725715637207,30.62109375,170.3720703125,5.563879489898682,1.0,7.23193359375,"[3.9990234375, 4.0, 3.5810546875, 3.80029296875, 3.74560546875, 3.9736328125, 3.61865234375, 3.90283203125]",7.516872882843018,0.00634765625,0.01806640625,0.0283203125,0.04248046875,1931,3.4594316482543945,5.702488422393799,0.0,0.03843164071440697,501696.0,22592.0,28072,212224,1.0,0.0,0.0,0.07039910252959393,0.12216095626354218,7006.88232421875,1.2945138216018677,24.0,32.0,0.9251350164413452,2.0,8.0,0.0
500,2.1752750873565674,2.2051010131835938,29.80322265625,144.1845703125,4.837884902954102,1.0,6.78955078125,"[3.830078125, 4.0, 3.59375, 3.76806640625, 3.70556640625, 3.76123046875, 3.4580078125, 3.6865234375]",7.433090686798096,0.0107421875,0.03125,0.0498046875,0.0712890625,1884,3.4585914611816406,5.674241542816162,0.0,0.05315167456865311,488296.0,35992.0,28072,212224,0.875,0.0,0.0,0.09529809313648718,0.125737264752388,8317.2158203125,2.011162519454956,23.0,32.0,1.1813774108886719,2.0,8.0,0.0
600,2.107455253601074,2.145531415939331,28.86083984375,129.73876953125,4.495321750640869,1.0,6.71533203125,"[3.78271484375, 3.99072265625, 3.521484375, 3.72900390625, 3.55419921875, 3.5576171875, 3.24755859375, 3.4775390625]",7.4473395347595215,0.0078125,0.02685546875,0.04248046875,0.06201171875,1880,3.454794406890869,5.64954948425293,0.0,0.0706520602107048,472856.0,51432.0,28072,212224,0.75,0.0,0.0,0.14594615426459787,0.1264650523662567,9684.6884765625,2.2098567485809326,22.0,32.0,1.1347318887710571,2.0,8.0,0.0
700,2.066603183746338,2.1142776012420654,28.181640625,116.6845703125,4.140446186065674,1.0,6.7021484375,"[3.712890625, 3.94482421875, 3.4267578125, 3.6943359375, 3.427734375, 3.50244140625, 3.08642578125, 3.38623046875]",7.447917938232422,0.0078125,0.0263671875,0.0400390625,0.05810546875,1877,3.452657461166382,5.630998611450195,0.0,0.07853866368532181,461728.0,62560.0,28072,212224,0.625,0.0,0.0,0.13953082836153208,0.12109220772981644,10733.0185546875,2.263892650604248,21.0,32.0,1.1115319728851318,2.0,8.0,0.0
800,2.0167007446289062,2.087759494781494,27.0859375,103.8896484375,3.835556745529175,1.0,6.45703125,"[3.65576171875, 3.8974609375, 3.35986328125, 3.60205078125, 3.29296875, 3.2119140625, 2.88671875, 3.17919921875]",7.50444221496582,0.00439453125,0.013671875,0.0234375,0.0390625,1908,3.4513261318206787,5.614344596862793,0.0,0.08893000334501266,443776.0,80512.0,28072,212224,0.5,0.0,0.0,0.1851274360804841,0.11373487114906311,12054.0771484375,2.516631603240967,20.0,32.0,1.1867223978042603,2.0,8.0,0.0
900,2.004603624343872,2.055847406387329,25.3701171875,88.01123046875,3.469090461730957,1.0,6.26708984375,"[3.5830078125, 3.73486328125, 3.12451171875, 3.45068359375, 3.05859375, 2.83349609375, 2.54931640625, 3.03564453125]",7.343860626220703,0.02490234375,0.05517578125,0.06982421875,0.0888671875,1845,3.4435746669769287,5.570446014404297,0.0,0.11074449867010117,415664.0,108624.0,28072,212224,0.375,0.0,0.0,0.19920481228837808,0.10608626902103424,14136.4384765625,2.946913957595825,17.0,32.0,1.174871563911438,2.0,8.0,0.0
1000,1.9942013025283813,2.0795512199401855,22.3681640625,64.9052734375,2.9016809463500977,1.0,5.71728515625,"[3.08544921875, 3.2548828125, 2.9638671875, 3.14306640625, 2.67529296875, 2.3818359375, 2.169921875, 2.69384765625]",7.205423355102539,0.03759765625,0.08740234375,0.10498046875,0.11865234375,1796,3.4418463706970215,5.513810634613037,0.0,0.11751391738653183,366480.0,157808.0,28072,212224,0.25,0.0,0.0,0.2863430079003744,0.09899980574846268,17212.576171875,3.494443416595459,14.0,32.0,1.226200819015503,2.0,8.0,0.0
