step,train_loss,val_loss,avg_active_cells,avg_active_edges,avg_fanin,avg_soft_fanin,avg_effective_depth,step_widths,graph_entropy,top1_coverage,top4_coverage,top8_coverage,top16_coverage,unique_graphs,node_usage_entropy,edge_usage_entropy,dead_cell_ratio,node_usage_gini,active_cell_macs,skipped_cell_macs,router_parameters,router_macs_per_token,temperature,exploration,dual_value
0,4.270816326141357,4.231828689575195,32.0,320.0,10.0,1.0,8.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",-0.0,1.0,1.0,1.0,1.0,1,3.465736150741577,5.768321514129639,0.0,0.0,524288.0,0.0,28072,1478656,1.5,0.0,0.0
1,4.093171119689941,4.162264823913574,32.0,320.0,10.0,1.0,8.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",-0.0,1.0,1.0,1.0,1.0,1,3.465736150741577,5.768321514129639,0.0,0.0,524288.0,0.0,28072,1478656,1.49875,0.0,0.0
2,4.127610683441162,4.078485012054443,32.0,320.0,10.0,1.0,8.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",-0.0,1.0,1.0,1.0,1.0,1,3.465736150741577,5.768321514129639,0.0,0.0,524288.0,0.0,28072,1478656,1.4975,0.0,0.0
