model,intervention,nll,ppl
learned,learned,2.058821350336075,7.836727608367412
learned,fixed_most_common,2.2660499662160873,9.641242267238688
learned,shuffled_request_routes,2.2797288447618484,9.774029770807655
learned,canonical_current_only,2.838171735405922,17.084501976752385
fixed_trained,native,2.0450804382562637,7.729780282950764
edge_budget_trained,native,2.054821126163006,7.805441558476588
