checkpoint,iter,layer,mean_active_channels,median_active_channels,std_active_channels,min_active_channels,max_active_channels,gate_entropy,fraction_gate_gt_0_5,fraction_gate_gt_0_9,fraction_gate_lt_0_1,p10_width,p25_width,p50_width,p75_width,p90_width,mean_channel_usage_rate,std_channel_usage_rate,min_channel_usage_rate,max_channel_usage_rate,hist_0-64,hist_65-128,hist_129-192,hist_193-256,hist_257-320,hist_321-384,hist_385-448,hist_449-512
ckpt.pt,1000,1,234.14459228515625,234.84375,24.929976403713226,162.96875,306.71875,281.71013736724854,0.4573136568069458,0.04687809944152832,0.06370425224304199,203.4312505722046,220.921875,234.859375,246.4453125,267.24686431884766,0.4573136568069458,0.22815179778262973,0.023101806640625,0.96282958984375,0.0,0.0,0.06170654296875,0.7833251953125,0.15496826171875,0.0,0.0,0.0
ckpt.pt,1000,2,169.49081420898438,163.53125,27.76703929901123,117.28125,258.40625,278.94893646240234,0.3310367465019226,0.018748819828033447,0.102713942527771,138.41250038146973,148.2109375,163.546875,186.4921875,211.61248779296875,0.3310367465019226,0.2257624277845025,0.0,0.933135986328125,0.0,0.0181884765625,0.7738037109375,0.2069091796875,0.0010986328125,0.0,0.0,0.0
ckpt.pt,1000,3,190.01031494140625,189.40625,19.04430377483368,135.59375,250.59375,265.3402900695801,0.3711138963699341,0.038454532623291016,0.12762486934661865,166.13125038146973,176.640625,189.46875,202.6953125,214.3656234741211,0.3711138963699341,0.21306009637191892,0.01287841796875,0.947052001953125,0.0,6.103515625e-05,0.560455322265625,0.43939208984375,9.1552734375e-05,0.0,0.0,0.0
ckpt.pt,1000,4,209.04617309570312,205.0,24.071587562561035,152.15625,280.0,231.34895610809326,0.40829330682754517,0.09610748291015625,0.19840431213378906,180.5906252861023,191.4296875,205.015625,226.5859375,244.61874389648438,0.40829330682754517,0.2199905109591782,0.0185546875,0.937225341796875,0.0,0.0,0.269287109375,0.703155517578125,0.027557373046875,0.0,0.0,0.0
