checkpoint,iter,final_ce,perplexity,mean_active_channels,mean_active_ratio,median_active_channels,std_active_channels,min_active_channels,max_active_channels,gate_entropy,fraction_gate_gt_0_5,fraction_gate_gt_0_9,fraction_gate_lt_0_1,p10_width,p25_width,p50_width,p75_width,p90_width,mean_channel_usage_rate,std_channel_usage_rate,min_channel_usage_rate,max_channel_usage_rate,hist_0-64,hist_65-128,hist_129-192,hist_193-256,hist_257-320,hist_321-384,hist_385-448,hist_449-512
ckpt.pt,1000,2.06904099881649,7.917226846099344,200.6729736328125,0.3919394016265869,199.0,33.96970748901367,114.0,313.0,264.33709716796875,0.3919394016265869,0.05004723370075226,0.12311184406280518,155.0,177.0,199.0,226.0,244.0,0.3919394016265869,0.11317035555839539,0.131072998046875,0.6985855102539062,0.0,0.0045623779296875,0.41631317138671875,0.5331954956054688,0.045928955078125,0.0,0.0,0.0
