out_dir,checkpoint,device,amp_dtype,executor_mode,batch_size,block_size,dense_latency_ms,sparse_latency_ms,speedup_x,latency_reduction_fraction,dense_nll,sparse_nll,nll_abs_diff,logits_max_abs_diff,logits_mean_abs_diff,node_masks_equal,edge_masks_equal,semantic_check_passed,executor_selected,active_token_cell_pairs,possible_token_cell_pairs,active_pair_ratio,nonempty_cell_queues,empty_cell_queues,min_nonempty_queue,mean_nonempty_queue,max_nonempty_queue
out-full-free-budget8-seed1337,D:\GitHub\nanoGPT\out-full-free-budget8-seed1337\ckpt.pt,cpu,float32,token_queue,128,128,3112.0710499999404,2953.2281000001603,1.0537862110955032,0.051040913734852866,2.1563217639923096,2.1563217639923096,0.0,0.0,0.0,True,True,True,token_queue,125232,524288,0.238861083984375,24,8,75,5218.0,15270
