out_dir,checkpoint,device,amp_dtype,executor_mode,batch_size,block_size,dense_latency_ms,sparse_latency_ms,speedup_x,latency_reduction_fraction,dense_nll,sparse_nll,nll_abs_diff,logits_max_abs_diff,logits_mean_abs_diff,node_masks_equal,edge_masks_equal,semantic_check_passed,active_token_cell_pairs,possible_token_cell_pairs,active_pair_ratio,nonempty_cell_queues,empty_cell_queues,min_nonempty_queue,mean_nonempty_queue,max_nonempty_queue
out-full-free-budget8-seed1337,D:\GitHub\nanoGPT\out-full-free-budget8-seed1337\inference-fp32.pt,cuda,float16,token_queue,128,128,666.4962890625,628.925048828125,1.0597388199188145,0.05637126695367356,2.1563687324523926,2.1563687324523926,0.0,0.0,0.0,True,True,True,125245,524288,0.23888587951660156,24,8,75,5218.541666666667,15270
