out_dir,checkpoint,device,amp_dtype,executor_mode,batch_size,block_size,dense_latency_ms,sparse_latency_ms,speedup_x,latency_reduction_fraction,dense_nll,sparse_nll,nll_abs_diff,logits_max_abs_diff,logits_mean_abs_diff,node_masks_equal,edge_masks_equal,semantic_check_passed,active_token_cell_pairs,possible_token_cell_pairs,active_pair_ratio,nonempty_cell_queues,empty_cell_queues,min_nonempty_queue,mean_nonempty_queue,max_nonempty_queue
out-full-free-budget8-seed1337,D:\GitHub\nanoGPT\out-full-free-budget8-seed1337\ckpt.pt,cuda,float16,token_queue,32,128,273.65322265625,273.7055989583333,0.9998086400048716,-0.0001913966207849338,2.1593010425567627,2.1593010425567627,0.0,0.0,0.0,True,True,True,31489,131072,0.24024200439453125,24,8,14,1312.0416666666667,3790
