out_dir,checkpoint,device,amp_dtype,executor_mode,batch_size,block_size,dense_latency_ms,sparse_latency_ms,speedup_x,latency_reduction_fraction,dense_nll,sparse_nll,nll_abs_diff,logits_max_abs_diff,logits_mean_abs_diff,node_masks_equal,edge_masks_equal,semantic_check_passed,executor_selected,active_token_cell_pairs,possible_token_cell_pairs,active_pair_ratio,nonempty_cell_queues,empty_cell_queues,min_nonempty_queue,mean_nonempty_queue,max_nonempty_queue
out-full-free-budget8-seed1337,D:\GitHub\nanoGPT\out-full-free-budget8-seed1337\inference-fp32.pt,cuda,float16,auto,8,128,148.8307088216146,147.8365681966146,1.0067245921433854,0.006679674059683172,2.2414581775665283,2.2414581775665283,0.0,0.0,0.0,True,True,True,dense_fallback,7868,32768,0.2401123046875,0,0,0,0.0,0
