out_dir,checkpoint,device,amp_dtype,executor_mode,batch_size,block_size,dense_latency_ms,sparse_latency_ms,speedup_x,latency_reduction_fraction,dense_nll,sparse_nll,nll_abs_diff,logits_max_abs_diff,logits_mean_abs_diff,node_masks_equal,edge_masks_equal,semantic_check_passed,executor_selected,active_token_cell_pairs,possible_token_cell_pairs,active_pair_ratio,nonempty_cell_queues,empty_cell_queues,min_nonempty_queue,mean_nonempty_queue,max_nonempty_queue
out-full-free-budget8-seed1337,D:\GitHub\nanoGPT\out-full-free-budget8-seed1337\ckpt.pt,cpu,float32,token_queue,8,128,246.40142000025662,242.6532200002839,1.0154467350565894,0.015211762984031485,2.2406697273254395,2.2406697273254395,0.0,4.76837158203125e-07,1.5791626339911602e-10,True,True,True,token_queue,7868,32768,0.2401123046875,24,8,2,327.8333333333333,946
