out_dir,checkpoint,device,amp_dtype,executor_mode,batch_size,block_size,dense_latency_ms,sparse_latency_ms,speedup_x,latency_reduction_fraction,dense_nll,sparse_nll,nll_abs_diff,logits_max_abs_diff,logits_mean_abs_diff,node_masks_equal,edge_masks_equal,semantic_check_passed,executor_selected,active_token_cell_pairs,possible_token_cell_pairs,active_pair_ratio,nonempty_cell_queues,empty_cell_queues,min_nonempty_queue,mean_nonempty_queue,max_nonempty_queue
out-full-free-quality-cpu-seed1337,/Users/linjiamin/Documents/nanoGPT/out-full-free-quality-cpu-seed1337/ckpt.pt,cpu,float32,token_queue,4,64,34.17899790001684,32.456079150142614,1.0530846237434892,0.050408697028340166,2.2647275924682617,2.2647275924682617,0.0,1.9073486328125e-06,3.937276815690893e-08,True,True,True,token_queue,1478,8192,0.180419921875,28,4,3,52.785714285714285,256
