out_dir,checkpoint,device,amp_dtype,executor_mode,batch_size,block_size,dense_latency_ms,sparse_latency_ms,speedup_x,latency_reduction_fraction,dense_nll,sparse_nll,nll_abs_diff,logits_max_abs_diff,logits_mean_abs_diff,node_masks_equal,edge_masks_equal,semantic_check_passed,active_token_cell_pairs,possible_token_cell_pairs,active_pair_ratio,nonempty_cell_queues,empty_cell_queues,min_nonempty_queue,mean_nonempty_queue,max_nonempty_queue
out-full-free-budget8-seed1337,D:\GitHub\nanoGPT\out-full-free-budget8-seed1337\inference-fp32.pt,cuda,float16,token_queue,64,128,397.79700520833336,400.84521484375,0.9923955444083202,-0.007662726454715774,2.156280279159546,2.156280279159546,0.0,0.0,0.0,True,True,True,62693,262144,0.23915481567382812,24,8,36,2612.2083333333335,7630
