step,train_loss,val_loss,avg_active_cells,avg_active_edges,avg_fanin,avg_soft_fanin,avg_effective_depth,step_widths,graph_entropy,top1_coverage,top4_coverage,top8_coverage,top16_coverage,unique_graphs,node_usage_entropy,edge_usage_entropy,dead_cell_ratio,node_usage_gini,active_cell_macs,skipped_cell_macs,router_parameters,router_macs_per_token,temperature,exploration,dual_value,router_gradient_norm,node_score_std,edge_score_std,std_active_cells,min_active_cells,max_active_cells,std_depth,min_depth,max_depth,empty_step_fraction
0,4.225912570953369,4.2229743003845215,24.0,40.0,1.6666667461395264,1.0,5.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,3.178053855895996,3.6888797283172607,0.25,0.25,393216.0,131072.0,28072,212224,1.5,0.0,0.0,0.0,0.0024344094563275576,11228.68359375,0.0,24.0,24.0,0.0,5.0,5.0,0.0
100,2.5910892486572266,2.5870981216430664,24.0,40.0,1.6666667461395264,1.0,5.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,3.178053855895996,3.6888797283172607,0.25,0.25,393216.0,131072.0,28072,212224,1.375,0.0,0.0,0.0,0.002585305366665125,11228.68359375,0.0,24.0,24.0,0.0,5.0,5.0,0.0
200,2.4465785026550293,2.4468600749969482,24.0,40.0,1.6666667461395264,1.0,5.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,3.178053855895996,3.6888797283172607,0.25,0.25,393216.0,131072.0,28072,212224,1.25,0.0,0.0,0.0,0.0028363438323140144,11228.68359375,0.0,24.0,24.0,0.0,5.0,5.0,0.0
300,2.33723783493042,2.3322911262512207,24.0,40.0,1.6666667461395264,1.0,5.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,3.178053855895996,3.6888797283172607,0.25,0.25,393216.0,131072.0,28072,212224,1.125,0.0,0.0,0.0,0.0029140685219317675,11228.68359375,0.0,24.0,24.0,0.0,5.0,5.0,0.0
400,2.2611172199249268,2.2511250972747803,24.0,40.0,1.6666667461395264,1.0,5.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,3.178053855895996,3.6888797283172607,0.25,0.25,393216.0,131072.0,28072,212224,1.0,0.0,0.0,0.0,0.0029675266705453396,11228.68359375,0.0,24.0,24.0,0.0,5.0,5.0,0.0
500,2.193014144897461,2.186683177947998,24.0,40.0,1.6666667461395264,1.0,5.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,3.178053855895996,3.6888797283172607,0.25,0.25,393216.0,131072.0,28072,212224,0.875,0.0,0.0,0.0,0.0030084571335464716,11228.68359375,0.0,24.0,24.0,0.0,5.0,5.0,0.0
600,2.1076345443725586,2.1342291831970215,24.0,40.0,1.6666667461395264,1.0,5.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,3.178053855895996,3.6888797283172607,0.25,0.25,393216.0,131072.0,28072,212224,0.75,0.0,0.0,0.0,0.0029923394322395325,11228.68359375,0.0,24.0,24.0,0.0,5.0,5.0,0.0
700,2.0522940158843994,2.128077507019043,24.0,40.0,1.6666667461395264,1.0,5.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,3.178053855895996,3.6888797283172607,0.25,0.25,393216.0,131072.0,28072,212224,0.625,0.0,0.0,0.0,0.0030242567881941795,11228.68359375,0.0,24.0,24.0,0.0,5.0,5.0,0.0
800,2.0224223136901855,2.0866758823394775,24.0,40.0,1.6666667461395264,1.0,5.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,3.178053855895996,3.6888797283172607,0.25,0.25,393216.0,131072.0,28072,212224,0.5,0.0,0.0,0.0,0.002964371582493186,11228.68359375,0.0,24.0,24.0,0.0,5.0,5.0,0.0
900,2.0153913497924805,2.0586516857147217,24.0,40.0,1.6666667461395264,1.0,5.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,3.178053855895996,3.6888797283172607,0.25,0.25,393216.0,131072.0,28072,212224,0.375,0.0,0.0,0.0,0.002966373460367322,11228.68359375,0.0,24.0,24.0,0.0,5.0,5.0,0.0
1000,2.0183300971984863,2.0588912963867188,24.0,40.0,1.6666667461395264,1.0,5.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 1.0]",-0.0,1.0,1.0,1.0,1.0,1,3.178053855895996,3.6888797283172607,0.25,0.25,393216.0,131072.0,28072,212224,0.25,0.0,0.0,0.0,0.0029490154702216387,11228.68359375,0.0,24.0,24.0,0.0,5.0,5.0,0.0
