checkpoint,iter,final_ce,perplexity,mean_active_channels,mean_active_ratio,median_active_channels,std_active_channels,min_active_channels,max_active_channels,gate_entropy,fraction_gate_gt_0_5,fraction_gate_gt_0_9,fraction_gate_lt_0_1,p10_width,p25_width,p50_width,p75_width,p90_width,mean_channel_usage_rate,std_channel_usage_rate,min_channel_usage_rate,max_channel_usage_rate,hist_0-64,hist_65-128,hist_129-192,hist_193-256,hist_257-320,hist_321-384,hist_385-448,hist_449-512
ckpt.pt,1000,2.0590238869190216,7.838314993145014,147.33290100097656,0.28775957226753235,137.0,49.625770568847656,53.0,352.0,249.36529541015625,0.28775957226753235,0.02977946400642395,0.19798575341701508,90.0,108.0,137.0,181.0,213.0,0.28775957226753235,0.09471894055604935,0.07930755615234375,0.7561264038085938,0.000946044921875,0.438690185546875,0.3887786865234375,0.1407318115234375,0.02996063232421875,0.00089263916015625,0.0,0.0
