checkpoint,iter,final_ce,perplexity,mean_active_channels,mean_active_ratio,median_active_channels,std_active_channels,min_active_channels,max_active_channels,gate_entropy,fraction_gate_gt_0_5,fraction_gate_gt_0_9,fraction_gate_lt_0_1,p10_width,p25_width,p50_width,p75_width,p90_width,mean_channel_usage_rate,std_channel_usage_rate,min_channel_usage_rate,max_channel_usage_rate,hist_0-64,hist_65-128,hist_129-192,hist_193-256,hist_257-320,hist_321-384,hist_385-448,hist_449-512
ckpt.pt,1000,2.05629476159811,7.8169524130623165,151.21334838867188,0.29533857107162476,140.0,48.873634338378906,56.0,354.0,251.27896118164062,0.29533857107162476,0.029347315430641174,0.19205036759376526,95.0,112.0,140.0,186.0,216.0,0.29533857107162476,0.09520132839679718,0.08339691162109375,0.7437515258789062,0.0002288818359375,0.40679931640625,0.39455413818359375,0.16735076904296875,0.03049468994140625,0.00057220458984375,0.0,0.0
