checkpoint,iter,layer,mean_width,width_ratio,router_entropy,width64_fraction,width64_prob,width128_fraction,width128_prob,width256_fraction,width256_prob,width512_fraction,width512_prob,run
ckpt_iter_1000.pt,1000,3,145.234375,0.283660888671875,0.8547258302569389,0.529541015625,0.43676596507430077,0.155029296875,0.15117000229656696,0.2734375,0.24919970147311687,0.0419921875,0.1628643162548542,B_dynamic_cost0
ckpt_iter_1000.pt,1000,4,151.578125,0.296051025390625,1.030756339430809,0.4453125,0.3777265064418316,0.2940673828125,0.2871961034834385,0.1875,0.18638195283710957,0.0731201171875,0.1486954353749752,B_dynamic_cost0
ckpt_iter_1000.pt,1000,5,269.4765625,0.5263214111328125,0.9092201068997383,0.3768310546875,0.36232316866517067,0.0906982421875,0.13635627087205648,0.15185546875,0.16401009261608124,0.380615234375,0.33731046319007874,B_dynamic_cost0
ckpt_iter_1000.pt,1000,6,227.4609375,0.4442596435546875,0.7127015069127083,0.5089111328125,0.45939546450972557,0.0816650390625,0.1127976244315505,0.098388671875,0.14628712460398674,0.31103515625,0.2815197855234146,B_dynamic_cost0
ckpt_iter_1000.pt,1000,7,257.1171875,0.5021820068359375,0.591158039867878,0.2149658203125,0.21132860705256462,0.0994873046875,0.12517433147877455,0.47021484375,0.4347863383591175,0.21533203125,0.22871070727705956,B_dynamic_cost0
ckpt_iter_1000.pt,1000,8,205.2109375,0.4008026123046875,0.7463464811444283,0.3172607421875,0.336024884134531,0.36376953125,0.3475359156727791,0.0975341796875,0.09846802987158298,0.221435546875,0.2179711814969778,B_dynamic_cost0
ckpt_iter_2000.pt,2000,1,113.2890625,0.2212677001953125,1.0087221637368202,0.7088623046875,0.4322059527039528,0.1234130859375,0.17665891349315643,0.1318359375,0.1873565260320902,0.035888671875,0.20377860963344574,B_dynamic_cost0
ckpt_iter_2000.pt,2000,2,225.8515625,0.4411163330078125,1.1285642236471176,0.2921142578125,0.27775851264595985,0.150146484375,0.20833543501794338,0.38134765625,0.27709518000483513,0.1763916015625,0.23681086860597134,B_dynamic_cost0
ckpt_iter_2000.pt,2000,3,183.1796875,0.3577728271484375,0.82964738458395,0.4854736328125,0.4389045350253582,0.1444091796875,0.15597672201693058,0.21826171875,0.22027093544602394,0.15185546875,0.18484781868755817,B_dynamic_cost0
ckpt_iter_2000.pt,2000,4,140.0625,0.2735595703125,0.9262038245797157,0.524658203125,0.4216901585459709,0.2335205078125,0.27192065492272377,0.1844482421875,0.18581168912351131,0.057373046875,0.12057748902589083,B_dynamic_cost0
ckpt_iter_2000.pt,2000,5,260.7421875,0.5092620849609375,0.8418278321623802,0.3670654296875,0.3441655598580837,0.09716796875,0.14495473355054855,0.193359375,0.19456911273300648,0.3424072265625,0.3163105994462967,B_dynamic_cost0
ckpt_iter_2000.pt,2000,6,254.140625,0.496368408203125,0.661877915263176,0.417236328125,0.39236750081181526,0.135009765625,0.14897027425467968,0.0745849609375,0.12289808038622141,0.3731689453125,0.3357641473412514,B_dynamic_cost0
ckpt_iter_2000.pt,2000,7,262.921875,0.513519287109375,0.5388748496770859,0.30517578125,0.30209847167134285,0.0911865234375,0.11172375828027725,0.3021240234375,0.2835257090628147,0.301513671875,0.3026520572602749,B_dynamic_cost0
ckpt_iter_2000.pt,2000,8,262.4453125,0.5125885009765625,0.6558303534984589,0.2537841796875,0.27673005126416683,0.2972412109375,0.28923530876636505,0.0848388671875,0.09214875381439924,0.3641357421875,0.34188588336110115,B_dynamic_cost0
ckpt_iter_3000.pt,3000,1,111.6015625,0.2179718017578125,1.015624739229679,0.7108154296875,0.428705345839262,0.1260986328125,0.17844266816973686,0.1309814453125,0.19349131360650063,0.0321044921875,0.19936067052185535,B_dynamic_cost0
ckpt_iter_3000.pt,3000,2,223.5625,0.4366455078125,1.1349296420812607,0.270263671875,0.267487071454525,0.1854248046875,0.21286839805543423,0.3756103515625,0.285002950578928,0.168701171875,0.23464158177375793,B_dynamic_cost0
ckpt_iter_3000.pt,3000,3,193.9765625,0.3788604736328125,0.8176233619451523,0.4671630859375,0.4358746111392975,0.1414794921875,0.15354387275874615,0.2125244140625,0.21887622773647308,0.1788330078125,0.19170528650283813,B_dynamic_cost0
ckpt_iter_3000.pt,3000,4,131.5703125,0.2569732666015625,0.9043146967887878,0.5924072265625,0.4612119011580944,0.19873046875,0.242164159193635,0.1512451171875,0.16038703359663486,0.0576171875,0.13623689860105515,B_dynamic_cost0
ckpt_iter_3000.pt,3000,5,217.234375,0.424285888671875,0.7969341576099396,0.43408203125,0.38619182258844376,0.1126708984375,0.15738965943455696,0.2227783203125,0.21096736192703247,0.23046875,0.245451170951128,B_dynamic_cost0
ckpt_iter_3000.pt,3000,6,275.53125,0.53814697265625,0.6553848385810852,0.35498046875,0.33857228606939316,0.155029296875,0.16193656995892525,0.0699462890625,0.10988905932754278,0.4200439453125,0.38960208371281624,B_dynamic_cost0
ckpt_iter_3000.pt,3000,7,269.2265625,0.5258331298828125,0.5452982783317566,0.3153076171875,0.31277256458997726,0.0858154296875,0.10153044760227203,0.267822265625,0.2582673653960228,0.3310546875,0.3274296298623085,B_dynamic_cost0
ckpt_iter_3000.pt,3000,8,275.7421875,0.5385589599609375,0.6652096286416054,0.2508544921875,0.27790843322873116,0.2685546875,0.2709725759923458,0.0810546875,0.08891641441732645,0.3995361328125,0.36220258474349976,B_dynamic_cost0
ckpt_iter_100.pt,100,1,407.9609375,0.7967987060546875,1.173133060336113,0.0823974609375,0.1754846777766943,0.11865234375,0.17145570367574692,0.084228515625,0.22823091968894005,0.7147216796875,0.4248287193477154,C_dynamic_cost001
ckpt_iter_100.pt,100,2,348.828125,0.681304931640625,1.224567711353302,0.075927734375,0.198937201872468,0.17138671875,0.21107389777898788,0.2474365234375,0.26574548333883286,0.5052490234375,0.3242434002459049,C_dynamic_cost001
ckpt_iter_100.pt,100,3,271.1875,0.5296630859375,1.1230408847332,0.322265625,0.25658784061670303,0.107421875,0.23631970025599003,0.215576171875,0.2316961269825697,0.354736328125,0.27539633214473724,C_dynamic_cost001
ckpt_iter_100.pt,100,4,237.7734375,0.4644012451171875,1.303559958934784,0.0401611328125,0.23731076158583164,0.5155029296875,0.29437509179115295,0.2276611328125,0.2448711134493351,0.2166748046875,0.2234430368989706,C_dynamic_cost001
ckpt_iter_100.pt,100,5,254.90625,0.49786376953125,1.304364651441574,0.344970703125,0.3002346158027649,0.1104736328125,0.2459784522652626,0.23486328125,0.22070074640214443,0.3096923828125,0.23308619484305382,C_dynamic_cost001
ckpt_iter_100.pt,100,6,105.140625,0.205352783203125,1.2295475155115128,0.767578125,0.40724988281726837,0.0924072265625,0.2643251605331898,0.107421875,0.17687039636075497,0.0325927734375,0.15155457705259323,C_dynamic_cost001
ckpt_iter_100.pt,100,7,180.0546875,0.3516693115234375,1.1198671907186508,0.3795166015625,0.3645574674010277,0.3975830078125,0.33326882869005203,0.0361328125,0.11491783801466227,0.186767578125,0.18725586868822575,C_dynamic_cost001
ckpt_iter_100.pt,100,8,123.453125,0.241119384765625,1.1034143716096878,0.24658203125,0.3585497550666332,0.6673583984375,0.42444048821926117,0.085205078125,0.09891351405531168,0.0008544921875,0.11809624452143908,C_dynamic_cost001
ckpt_iter_300.pt,300,1,299.078125,0.584136962890625,1.1271291822195053,0.266357421875,0.2569204904139042,0.1533203125,0.1833009421825409,0.1356201171875,0.22227155230939388,0.4447021484375,0.3375070169568062,C_dynamic_cost001
ckpt_iter_300.pt,300,2,282.0078125,0.5507965087890625,1.1312644332647324,0.2056884765625,0.2545386254787445,0.235107421875,0.27806130796670914,0.185791015625,0.21726165898144245,0.3734130859375,0.25013840198516846,C_dynamic_cost001
ckpt_iter_300.pt,300,3,214.03125,0.41802978515625,0.8013275638222694,0.384521484375,0.3720901608467102,0.1705322265625,0.1729022990912199,0.2352294921875,0.24133322201669216,0.209716796875,0.21367433294653893,C_dynamic_cost001
ckpt_iter_300.pt,300,4,156.75,0.30615234375,1.0930670648813248,0.44677734375,0.3481551632285118,0.343505859375,0.33362048491835594,0.090576171875,0.1613774299621582,0.119140625,0.15684690326452255,C_dynamic_cost001
ckpt_iter_300.pt,300,5,137.671875,0.268890380859375,0.7312449887394905,0.722900390625,0.6124772801995277,0.05908203125,0.11994690541177988,0.1085205078125,0.12064582109451294,0.1094970703125,0.14693000353872776,C_dynamic_cost001
ckpt_iter_300.pt,300,6,114.875,0.224365234375,0.7934256419539452,0.75634765625,0.6212252080440521,0.114013671875,0.15348324738442898,0.056640625,0.1203892296180129,0.072998046875,0.10490230191498995,C_dynamic_cost001
ckpt_iter_300.pt,300,7,178.4453125,0.3485260009765625,0.7071263492107391,0.6668701171875,0.5301984176039696,0.0281982421875,0.14761008508503437,0.0936279296875,0.09880212787538767,0.2113037109375,0.22338936477899551,C_dynamic_cost001
ckpt_iter_300.pt,300,8,88.6328125,0.1731109619140625,0.7756702750921249,0.8309326171875,0.6250250265002251,0.0831298828125,0.1877007707953453,0.074951171875,0.077610001899302,0.010986328125,0.10966419242322445,C_dynamic_cost001
ckpt_iter_500.pt,500,1,181.9140625,0.3553009033203125,1.1055627316236496,0.5142822265625,0.334297027438879,0.171875,0.19019656255841255,0.131591796875,0.22025784105062485,0.1822509765625,0.2552485838532448,C_dynamic_cost001
ckpt_iter_500.pt,500,2,203.34375,0.39715576171875,1.1199816167354584,0.326904296875,0.3026067465543747,0.2947998046875,0.29986901581287384,0.19140625,0.21242519840598106,0.1868896484375,0.18509905599057674,C_dynamic_cost001
ckpt_iter_500.pt,500,3,154.8515625,0.3024444580078125,0.7126149162650108,0.4361572265625,0.40802908688783646,0.18896484375,0.15836810134351254,0.348388671875,0.30950843915343285,0.0264892578125,0.12409437540918589,C_dynamic_cost001
ckpt_iter_500.pt,500,4,142.8046875,0.2789154052734375,0.8794867247343063,0.4781494140625,0.41361144557595253,0.2811279296875,0.3140138238668442,0.1837158203125,0.194876192137599,0.0570068359375,0.07749853376299143,C_dynamic_cost001
ckpt_iter_500.pt,500,5,150.828125,0.294586181640625,0.6317374929785728,0.682861328125,0.6197671890258789,0.0673828125,0.11474187672138214,0.11474609375,0.12309016939252615,0.135009765625,0.14240076672285795,C_dynamic_cost001
ckpt_iter_500.pt,500,6,118.0703125,0.2306060791015625,0.6888530179858208,0.7276611328125,0.6131734400987625,0.138916015625,0.1935163475573063,0.0570068359375,0.09889585617929697,0.076416015625,0.09441435988992453,C_dynamic_cost001
ckpt_iter_500.pt,500,7,201.7265625,0.3939971923828125,0.741730660200119,0.4107666015625,0.38993964344263077,0.244873046875,0.24601738899946213,0.1258544921875,0.13299711979925632,0.218505859375,0.23104584589600563,C_dynamic_cost001
ckpt_iter_500.pt,500,8,110.9140625,0.2166290283203125,0.6795124560594559,0.6829833984375,0.583572082221508,0.1842041015625,0.2223406322300434,0.09521484375,0.100091646425426,0.03759765625,0.09399562887847424,C_dynamic_cost001
ckpt_iter_1000.pt,1000,1,136.984375,0.267547607421875,1.1053303927183151,0.580810546875,0.33387748524546623,0.16650390625,0.2017744816839695,0.19873046875,0.25710858777165413,0.053955078125,0.2072394397109747,C_dynamic_cost001
ckpt_iter_1000.pt,1000,2,146.7109375,0.2865447998046875,1.0896853804588318,0.4610595703125,0.3436296842992306,0.2467041015625,0.25642920657992363,0.25,0.24048111215233803,0.042236328125,0.15946000069379807,C_dynamic_cost001
ckpt_iter_1000.pt,1000,3,166.6484375,0.3254852294921875,0.7907129228115082,0.4813232421875,0.4282611384987831,0.11669921875,0.14084480330348015,0.3316650390625,0.2963837720453739,0.0703125,0.13451027497649193,C_dynamic_cost001
ckpt_iter_1000.pt,1000,4,152.7578125,0.2983551025390625,0.9397908225655556,0.4842529296875,0.40278536453843117,0.2630615234375,0.24886971898376942,0.1612548828125,0.1884765848517418,0.0914306640625,0.15986833721399307,C_dynamic_cost001
ckpt_iter_1000.pt,1000,5,150.1015625,0.2931671142578125,0.728876419365406,0.6514892578125,0.5667508393526077,0.086669921875,0.1375715583562851,0.1435546875,0.15094239078462124,0.1182861328125,0.14473522081971169,C_dynamic_cost001
ckpt_iter_1000.pt,1000,6,146.2890625,0.2857208251953125,0.7656764015555382,0.5965576171875,0.51230913028121,0.1514892578125,0.19308297708630562,0.1573486328125,0.17623266205191612,0.0946044921875,0.11837525758892298,C_dynamic_cost001
ckpt_iter_1000.pt,1000,7,175.2109375,0.3422088623046875,0.6111549064517021,0.3856201171875,0.35950590297579765,0.361328125,0.3566744364798069,0.0987548828125,0.10636954940855503,0.154296875,0.17745011672377586,C_dynamic_cost001
ckpt_iter_1000.pt,1000,8,148.234375,0.289520263671875,0.6788342073559761,0.534912109375,0.47666439041495323,0.2578125,0.26563990861177444,0.09814453125,0.09957880154252052,0.109130859375,0.15811690129339695,C_dynamic_cost001
ckpt_iter_2000.pt,2000,1,105.4453125,0.2059478759765625,1.0072836950421333,0.7149658203125,0.45718081295490265,0.1630859375,0.20134946703910828,0.09228515625,0.17776932381093502,0.0296630859375,0.16370039992034435,C_dynamic_cost001
ckpt_iter_2000.pt,2000,2,163.0078125,0.3183746337890625,1.105040729045868,0.4625244140625,0.33813590183854103,0.17724609375,0.2276916690170765,0.2879638671875,0.24546679109334946,0.072265625,0.18870563246309757,C_dynamic_cost001
ckpt_iter_2000.pt,2000,3,186.1796875,0.3636322021484375,0.8405052423477173,0.4678955078125,0.41823941096663475,0.1041259765625,0.15798092633485794,0.2977294921875,0.2729492299258709,0.1302490234375,0.1508304551243782,C_dynamic_cost001
ckpt_iter_2000.pt,2000,4,126.40625,0.24688720703125,0.7919764593243599,0.66845703125,0.5519477054476738,0.1552734375,0.18778987601399422,0.103515625,0.1213912982493639,0.07275390625,0.13887111097574234,C_dynamic_cost001
ckpt_iter_2000.pt,2000,5,182.8671875,0.3571624755859375,0.7208841145038605,0.5040283203125,0.45967787876725197,0.1795654296875,0.19842818193137646,0.13427734375,0.13916833978146315,0.18212890625,0.202725600451231,C_dynamic_cost001
ckpt_iter_2000.pt,2000,6,167.875,0.327880859375,0.7152756154537201,0.469970703125,0.4267969988286495,0.1727294921875,0.19792914763092995,0.2626953125,0.25088305585086346,0.0946044921875,0.1243908004835248,C_dynamic_cost001
ckpt_iter_2000.pt,2000,7,216.09375,0.42205810546875,0.5389320403337479,0.438720703125,0.4090601056814194,0.1832275390625,0.18854600004851818,0.11328125,0.12931696139276028,0.2647705078125,0.27307693287730217,C_dynamic_cost001
ckpt_iter_2000.pt,2000,8,162.15625,0.31671142578125,0.5900185331702232,0.55126953125,0.48955435305833817,0.209228515625,0.21174089051783085,0.0880126953125,0.0876268120482564,0.1514892578125,0.21107794158160686,C_dynamic_cost001
ckpt_iter_3000.pt,3000,1,104.1796875,0.2034759521484375,1.0088992342352867,0.7227783203125,0.45882030203938484,0.1622314453125,0.2010539248585701,0.0848388671875,0.17359060235321522,0.0301513671875,0.166535172611475,C_dynamic_cost001
ckpt_iter_3000.pt,3000,2,180.90625,0.35333251953125,1.1128897964954376,0.39306640625,0.3140537738800049,0.171142578125,0.2160360086709261,0.3487548828125,0.2692124918103218,0.0870361328125,0.20069772750139236,C_dynamic_cost001
ckpt_iter_3000.pt,3000,3,185.640625,0.362579345703125,0.7921742498874664,0.47314453125,0.4292568489909172,0.0982666015625,0.1507601235061884,0.2994384765625,0.2742980755865574,0.129150390625,0.14568494632840157,C_dynamic_cost001
ckpt_iter_3000.pt,3000,4,122.1484375,0.2385711669921875,0.767167791724205,0.6583251953125,0.5489780232310295,0.1793212890625,0.2091621495783329,0.101806640625,0.1208134163171053,0.060546875,0.12104641646146774,C_dynamic_cost001
ckpt_iter_3000.pt,3000,5,176.3828125,0.3444976806640625,0.7138493582606316,0.5137939453125,0.4647754095494747,0.18115234375,0.20457749255001545,0.14013671875,0.1413993015885353,0.1649169921875,0.18924779258668423,C_dynamic_cost001
ckpt_iter_3000.pt,3000,6,173.390625,0.338653564453125,0.6988800168037415,0.45166015625,0.4143420048058033,0.1885986328125,0.2029018308967352,0.2493896484375,0.23993556201457977,0.1103515625,0.14282059576362371,C_dynamic_cost001
ckpt_iter_3000.pt,3000,7,211.28125,0.41265869140625,0.55697201192379,0.45361328125,0.4216185435652733,0.180908203125,0.18409425020217896,0.1094970703125,0.1284434450790286,0.2559814453125,0.26584375835955143,C_dynamic_cost001
ckpt_iter_3000.pt,3000,8,181.78125,0.35504150390625,0.6055237278342247,0.501953125,0.45433203130960464,0.216552734375,0.21334178373217583,0.086669921875,0.08728192886337638,0.19482421875,0.24504427425563335,C_dynamic_cost001
