step,ppl,full_ppl,average_compute,expected_compute,average_active_layers,average_width,unique_paths,top1_coverage,top4_coverage,top8_coverage,top16_coverage,router_entropy,router_confidence,collapse_warning
0,68.71962551207001,68.61265556627039,1.59765625,1.4805628061294556,3.71875,204.5,12,0.28125,0.59375,0.875,1.0,1.6052615642547607,0.2230115830898285,
100,12.749537969533153,12.761267587856127,3.484375,3.197144031524658,4.0,446.0,2,0.96875,1.0,1.0,1.0,0.705394446849823,0.6737183332443237,single_path
200,11.458227912816728,11.461490211311949,3.0625,3.1493868827819824,4.0,392.0,2,0.875,1.0,1.0,1.0,0.5177872180938721,0.7930165529251099,
300,10.860069729946115,10.875893750513551,2.5,2.431079864501953,4.0,320.0,1,1.0,1.0,1.0,1.0,0.31780052185058594,0.871431291103363,single_path
400,10.553692831299005,10.57363741310634,2.203125,2.320707321166992,4.0,282.0,3,0.75,1.0,1.0,1.0,0.25747472047805786,0.8700968027114868,
500,9.934737317381792,9.941618188926213,2.03125,2.1211867332458496,4.0,260.0,2,0.9375,1.0,1.0,1.0,0.1557474434375763,0.9441694021224976,
