step,baseline_ppl,dynamic_ppl,delta_ppl,average_compute,expected_compute,compute_saving,average_active_layers,skip_fraction,average_width,theoretical_paths,observed_paths,top1_coverage,top4_coverage,top8_coverage,top16_coverage,router_entropy,router_confidence,average_route_entropy,high_frequency_route_entropy,low_frequency_route_entropy,baseline_latency_ms,dynamic_latency_ms,router_overhead_ms,attention_latency_ms,mlp_latency_ms,prefill_latency_ms,decode_latency_ms,baseline_decode_latency_ms,speedup,tokens_per_second
500,9.94063908005962,9.926529867614471,-0.014109212445148955,2.036979166666667,2.126841100056966,0.4907552083333333,4.0,0.0,260.73333333333335,625,4,0.9395833333333333,1.0,1.0,1.0,0.15458814104398091,0.9454521020253499,0.15653037865314173,0.2024627280998479,0.10883140038156228,12.062406000040937,12.028812000062317,0.19293199991807342,2.1751999855041504,7.263423919677734,12.028812000062317,165.48952000011923,139.13934000011068,1.0027927944986128,340515.7550038009
