seed,batch,round,sequence,position,target_token,active_cells,nll_full,nll_keep80,nll_keep60,nll_keep40,nll_remove4,kept80,kept60,kept40,kept_remove4,marginal_last20,marginal_last4,utility_full_to40
3407,0,0,0,102,63,23,3.645371913909912,3.667273998260498,3.6755034923553467,4.556451797485352,3.665740489959717,18,14,9,19,0.021902084350585938,0.020368576049804688,0.9110798835754395
3407,0,0,1,44,30,22,3.930191993713379,3.8177690505981445,3.2242355346679688,2.6748180389404297,3.8177690505981445,18,13,9,18,-0.11242294311523438,-0.11242294311523438,-1.2553739547729492
3407,0,0,2,50,31,25,2.884223461151123,2.7061541080474854,2.177946090698242,1.6891450881958008,2.709280490875244,20,15,10,21,-0.1780693531036377,-0.1749429702758789,-1.1950783729553223
3407,0,0,3,79,0,17,2.437653064727783,2.4188363552093506,2.377516269683838,2.2356796264648438,2.4990956783294678,14,10,7,13,-0.018816709518432617,0.06144261360168457,-0.20197343826293945
3407,0,0,4,17,1,26,1.1667304039001465,1.2314982414245605,1.2540490627288818,2.8323638439178467,1.2050158977508545,21,16,10,22,0.06476783752441406,0.03828549385070801,1.6656334400177002
3407,0,0,5,22,56,21,1.5360525846481323,1.4398716688156128,5.7263054847717285,4.6263322830200195,1.4398716688156128,17,13,8,17,-0.09618091583251953,-0.09618091583251953,3.090279698371887
3407,0,0,6,88,1,28,0.3007062077522278,0.1892070174217224,0.2942531406879425,2.571143627166748,0.224101722240448,22,17,11,24,-0.11149919033050537,-0.07660448551177979,2.2704374194145203
3407,0,0,7,86,57,24,2.5042529106140137,2.5433218479156494,2.633544445037842,3.756275177001953,2.527686357498169,19,14,10,20,0.03906893730163574,0.023433446884155273,1.2520222663879395
3407,0,1,0,124,27,21,4.037744522094727,4.145852088928223,3.955495834350586,3.08461594581604,4.145852088928223,17,13,8,17,0.1081075668334961,0.1081075668334961,-0.9531285762786865
3407,0,1,1,46,21,25,1.4606658220291138,1.2585467100143433,1.2238810062408447,1.7611873149871826,1.1788145303726196,20,15,10,21,-0.2021191120147705,-0.28185129165649414,0.30052149295806885
3407,0,1,2,72,50,24,3.5218067169189453,3.5195515155792236,3.4860665798187256,3.3265695571899414,3.5149059295654297,19,14,10,20,-0.0022552013397216797,-0.006900787353515625,-0.1952371597290039
3407,0,1,3,17,58,25,2.9028518199920654,2.954254150390625,2.971349000930786,2.4653751850128174,2.927248954772949,20,15,10,21,0.05140233039855957,0.02439713478088379,-0.43747663497924805
3407,0,1,4,58,57,26,2.205183982849121,2.079909324645996,2.3214240074157715,3.4440107345581055,2.198495388031006,21,16,10,22,-0.125274658203125,-0.006688594818115234,1.2388267517089844
3407,0,1,5,114,47,16,2.8302841186523438,2.7338192462921143,2.6425204277038574,3.5468854904174805,2.641727924346924,13,10,6,12,-0.09646487236022949,-0.18855619430541992,0.7166013717651367
3407,0,1,6,102,1,31,0.13882708549499512,0.08325677365064621,0.053387824445962906,0.2982734739780426,0.13372908532619476,25,19,12,27,-0.05557031184434891,-0.005098000168800354,0.15944638848304749
3407,0,1,7,83,52,27,0.9466711282730103,0.9220648407936096,0.8030577898025513,2.2580246925354004,0.9389524459838867,22,16,11,23,-0.024606287479400635,-0.007718682289123535,1.3113535642623901
3407,0,2,0,90,13,23,2.2232747077941895,2.2355473041534424,7.5221476554870605,9.514949798583984,2.250995635986328,18,14,9,19,0.01227259635925293,0.027720928192138672,7.291675090789795
3407,0,2,1,5,32,25,1.8556814193725586,1.9753462076187134,3.0652449131011963,3.6093039512634277,1.956697940826416,20,15,10,21,0.11966478824615479,0.10101652145385742,1.7536225318908691
3407,0,2,2,27,63,24,3.788956642150879,3.758089303970337,4.4954986572265625,5.720995903015137,3.7608745098114014,19,14,10,20,-0.030867338180541992,-0.02808213233947754,1.9320392608642578
