active_cells,active_edges,average_path_length,longest_path,average_branching_factor,average_merge_factor
20,46,2.25,4,4.714285714285714,2.75
27,103,4.037037037037037,8,4.95,4.304347826086956
25,76,2.88,5,4.857142857142857,3.238095238095238
28,98,2.857142857142857,5,5.333333333333333,3.4782608695652173
29,130,4.172413793103448,8,5.904761904761905,4.96
21,34,2.0,3,4.0,1.8461538461538463
24,52,2.625,4,5.222222222222222,2.238095238095238
22,85,3.409090909090909,7,4.764705882352941,4.2631578947368425
31,127,3.5806451612903225,7,6.05,4.481481481481482
28,122,3.107142857142857,6,5.2727272727272725,4.833333333333333
29,108,2.896551724137931,6,5.055555555555555,3.7916666666666665
24,42,3.25,5,4.5,1.7142857142857142
20,39,1.95,4,4.2,2.1
27,64,3.3333333333333335,5,4.214285714285714,2.5652173913043477
27,66,3.5925925925925926,6,6.0,2.608695652173913
24,68,3.125,6,4.2,3.15
24,58,2.75,5,3.5384615384615383,2.4210526315789473
30,135,3.8666666666666667,7,6.45,4.961538461538462
25,75,3.04,5,4.714285714285714,3.142857142857143
23,38,3.130434782608696,5,6.4,1.6
22,43,2.272727272727273,4,4.833333333333333,2.0714285714285716
28,88,3.4642857142857144,6,5.6,3.5
24,59,3.375,6,3.857142857142857,2.7
25,91,2.96,5,4.473684210526316,4.0476190476190474
26,81,2.423076923076923,4,4.846153846153846,3.0
23,61,3.130434782608696,6,3.7333333333333334,2.9473684210526314
15,23,1.4,2,2.6666666666666665,1.3333333333333333
23,35,3.130434782608696,5,5.333333333333333,1.6
22,43,2.272727272727273,4,4.833333333333333,2.0714285714285716
16,26,1.3125,2,3.3333333333333335,2.0
28,93,3.9642857142857144,6,6.142857142857143,3.5833333333333335
22,57,2.4545454545454546,4,6.833333333333333,2.5625
23,35,3.260869565217391,5,5.333333333333333,1.6
23,71,3.608695652173913,7,5.0,3.4210526315789473
26,67,2.8076923076923075,5,4.0,2.4761904761904763
31,84,2.4193548387096775,4,5.888888888888889,2.2083333333333335
27,92,2.6296296296296298,5,4.375,3.1818181818181817
28,96,4.107142857142857,7,6.0,3.75
18,35,2.2777777777777777,4,2.8333333333333335,1.4166666666666667
21,49,2.5714285714285716,5,3.142857142857143,2.588235294117647
22,54,3.0454545454545454,6,3.75,2.5
25,77,3.24,6,5.071428571428571,3.380952380952381
22,47,2.090909090909091,4,4.285714285714286,2.3076923076923075
22,56,2.590909090909091,5,3.642857142857143,2.8333333333333335
22,34,3.227272727272727,5,4.428571428571429,1.631578947368421
23,52,2.391304347826087,4,5.833333333333333,2.3333333333333335
28,93,3.4642857142857144,6,5.866666666666666,3.6666666666666665
24,54,2.75,5,3.230769230769231,2.210526315789474
23,41,2.5217391304347827,4,4.75,1.9
21,38,2.1904761904761907,4,3.125,1.7857142857142858
16,35,1.75,3,4.75,2.111111111111111
26,83,3.8461538461538463,6,5.923076923076923,3.5
21,44,2.0476190476190474,4,4.5,2.25
24,40,3.2083333333333335,5,7.2,1.7142857142857142
28,95,3.9285714285714284,7,5.785714285714286,3.375
25,60,2.8,5,3.769230769230769,2.45
24,44,3.2083333333333335,5,5.714285714285714,1.9047619047619047
27,95,3.3703703703703702,7,4.882352941176471,3.608695652173913
27,94,4.111111111111111,8,4.823529411764706,3.5652173913043477
22,69,3.1363636363636362,7,4.583333333333333,3.0555555555555554
23,35,3.260869565217391,5,6.4,1.6
20,28,1.8,4,2.8,1.2727272727272727
27,79,3.7037037037037037,6,5.6923076923076925,3.217391304347826
27,108,3.0,6,5.368421052631579,4.434782608695652
27,98,2.7777777777777777,5,4.647058823529412,3.4347826086956523
28,123,4.178571428571429,8,6.2631578947368425,4.958333333333333
26,54,3.3846153846153846,6,4.090909090909091,1.9565217391304348
26,51,3.4615384615384617,6,3.8333333333333335,2.090909090909091
24,46,3.2083333333333335,5,4.75,1.8095238095238095
28,105,3.2857142857142856,6,6.3125,4.208333333333333
31,107,4.258064516129032,8,6.375,3.7777777777777777
23,79,3.5217391304347827,7,3.9375,3.3157894736842106
27,103,3.111111111111111,6,5.105263157894737,4.217391304347826
27,86,2.5185185185185186,4,4.466666666666667,2.9130434782608696
22,51,3.1363636363636362,6,3.4545454545454546,2.235294117647059
30,112,3.7,7,4.368421052631579,3.1923076923076925
28,99,3.4285714285714284,6,5.222222222222222,3.9166666666666665
27,87,3.111111111111111,5,5.785714285714286,3.5217391304347827
26,105,2.9615384615384617,6,5.5,4.5
24,39,3.25,5,4.857142857142857,1.619047619047619
20,25,1.55,3,5.0,1.0
20,40,2.0,4,4.0,1.8181818181818181
26,71,3.6538461538461537,6,4.714285714285714,3.0
27,90,2.7777777777777777,5,4.2,2.8636363636363638
24,37,3.1666666666666665,5,6.6,1.5714285714285714
28,89,3.892857142857143,6,6.7272727272727275,3.0833333333333335
23,55,2.6956521739130435,5,3.5833333333333335,2.388888888888889
24,38,3.2083333333333335,5,5.5,1.5714285714285714
27,94,3.2222222222222223,6,4.647058823529412,3.4347826086956523
30,124,3.966666666666667,7,5.95,4.576923076923077
23,45,2.5217391304347827,4,5.0,2.0
25,77,3.8,7,4.769230769230769,2.9523809523809526
26,61,2.1923076923076925,5,5.0,2.5
22,40,1.8636363636363635,3,4.8,1.7142857142857142
24,40,3.2083333333333335,5,6.8,1.619047619047619
20,27,1.65,3,3.25,1.1818181818181819
20,43,2.1,4,4.6,1.9166666666666667
25,81,3.6,6,6.25,3.5714285714285716
23,65,3.0434782608695654,5,4.615384615384615,3.1578947368421053
24,83,2.8333333333333335,5,4.529411764705882,3.85
22,60,2.909090909090909,6,4.0,3.111111111111111
16,31,1.5625,2,3.75,1.6666666666666667
23,36,3.1739130434782608,5,5.166666666666667,1.55
28,104,3.25,6,5.111111111111111,3.8333333333333335
27,104,3.888888888888889,8,5.625,3.9130434782608696
22,70,3.1818181818181817,7,4.583333333333333,3.0555555555555554
