node,step,cell,usage_frequency,mean_fanin,fanin_distribution,source_distribution,top_token_distribution,position_bucket_distribution,difficulty_quintile_usage,remove_delta_nll,add_gain_nll
20,5,0,0.59197998046875,2.931126920301062,"{""1"": 0.286524383957109, ""2"": 0.15908856583152903, ""3"": 0.22342509537065677, ""4"": 0.16640890813485926, ""5"": 0.06124342715743891, ""6"": 0.05567584287039901, ""7"": 0.03433343643674606, ""8"": 0.009794824208681307, ""9"": 0.0035055160325806784}","[0.49871120734096297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15846994535519127, 0.2344571605320136, 0.17764718012166203, 0.3695226311990927, 0.11217651304258171, 0.14733477678111145, 0.3589029796886277, 0.4050933085885143, 0.20115475822249718, 0.0657799773172492, 0.07969893803484895, 0.12217754407670894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[43, 1306], [53, 809], [39, 720], [52, 704], [56, 677], [46, 600], [57, 591], [58, 591]]","{""0"": 1286, ""1"": 1175, ""2"": 1167, ""3"": 1148, ""4"": 1204, ""5"": 1217, ""6"": 1217, ""7"": 1285}","[0.6023802258162954, 0.7177296307598413, 0.605006105006105, 0.4586512053707659, 0.576136710405859]",0.010367213748395443,-0.01036861538887024
21,5,1,0.53778076171875,2.988991033934854,"{""1"": 0.3042787424809897, ""2"": 0.1487912836227443, ""3"": 0.1920326864147089, ""4"": 0.15333106344342298, ""5"": 0.08568834411531041, ""6"": 0.0547043468391783, ""7"": 0.04914311655884689, ""8"": 0.011235955056179775, ""9"": 0.000794461468618772}","[0.23924639654976734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36386335262739755, 0.1457269322437862, 0.1282487799341732, 0.3087050278061514, 0.1898762909998865, 0.22256270570877312, 0.26784700942004314, 0.36147996822154127, 0.12393598910452842, 0.3713539893315174, 0.11258653955283168, 0.15355805243445692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2405], [0, 661], [53, 600], [39, 543], [43, 509], [47, 506], [58, 423], [6, 280]]","{""0"": 984, ""1"": 1087, ""2"": 1157, ""3"": 1148, ""4"": 1114, ""5"": 1096, ""6"": 1147, ""7"": 1078}","[0.518462007934086, 0.400976502898993, 0.5323565323565324, 0.6704302715898688, 0.5666768385718645]",0.007362117525190115,-0.028030626475811005
22,5,2,0.63446044921875,2.7523809523809524,"{""1"": 0.33131313131313134, ""2"": 0.1873015873015873, ""3"": 0.17267917267917268, ""4"": 0.13006253006253007, ""5"": 0.09802789802789803, ""6"": 0.05367965367965368, ""7"": 0.021164021164021163, ""8"": 0.004425204425204425, ""9"": 0.0010582010582010583, ""10"": 0.0002886002886002886}","[0.4122174122174122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22433862433862434, 0.09562289562289562, 0.14035594035594035, 0.2864838864838865, 0.13756613756613756, 0.2175084175084175, 0.2073112073112073, 0.2281866281866282, 0.2175084175084175, 0.283020683020683, 0.1113997113997114, 0.19086099086099087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2403], [0, 610], [46, 599], [53, 586], [43, 356], [59, 349], [58, 331], [47, 294]]","{""0"": 1358, ""1"": 1335, ""2"": 1358, ""3"": 1334, ""4"": 1272, ""5"": 1233, ""6"": 1276, ""7"": 1229}","[0.621910283796155, 0.6093988404028075, 0.644993894993895, 0.6951480012206286, 0.6008544400366188]",0.004342702683061361,-0.03913778066635132
23,5,3,0.706787109375,3.0684801381692575,"{""1"": 0.24283246977547496, ""2"": 0.23756476683937824, ""3"": 0.1584628670120898, ""4"": 0.15250431778929188, ""5"": 0.0846286701208981, ""6"": 0.059758203799654575, ""7"": 0.041105354058721934, ""8"": 0.016493955094991363, ""9"": 0.003626943005181347, ""10"": 0.0022452504317789293, ""11"": 0.000690846286701209, ""12"": 8.635578583765112e-05}","[0.3617443868739206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2538860103626943, 0.14766839378238342, 0.11157167530224525, 0.3606217616580311, 0.17098445595854922, 0.5369602763385147, 0.2613989637305699, 0.2676165803108808, 0.1837651122625216, 0.19645941278065632, 0.0694300518134715, 0.14637305699481865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[43, 1337], [1, 1320], [58, 919], [53, 873], [39, 844], [46, 761], [57, 754], [52, 704]]","{""0"": 1403, ""1"": 1441, ""2"": 1422, ""3"": 1487, ""4"": 1503, ""5"": 1444, ""6"": 1422, ""7"": 1458}","[0.7839487335978028, 0.7021666158071407, 0.7029914529914529, 0.6695148001220629, 0.6753127860848337]",0.00665408605709672,-0.03849644958972931
24,6,0,0.74755859375,2.717994774657087,"{""1"": 0.2961299804049641, ""2"": 0.2122795558458524, ""3"": 0.19203135205747876, ""4"": 0.16655780535597647, ""5"": 0.07274657086871326, ""6"": 0.037802090137165255, ""7"": 0.016165904637491835, ""8"": 0.005306988896146309, ""9"": 0.0009797517962116264}","[0.34340300457217504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17243631613324625, 0.35883409536250815, 0.4145983017635532, 0.42292619203135207, 0.21938275636838667, 0.17366100587851077, 0.07772697583278902, 0.10360875244937949, 0.053478118876551274, 0.21954604833442196, 0.08401371652514696, 0.07437949052906596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 1339], [58, 895], [53, 877], [43, 869], [39, 823], [46, 761], [47, 698], [0, 661]]","{""0"": 1642, ""1"": 1542, ""2"": 1523, ""3"": 1515, ""4"": 1500, ""5"": 1442, ""6"": 1503, ""7"": 1581}","[0.8086664632285627, 0.7635032041501373, 0.7637362637362637, 0.7033872444308819, 0.698504729935917]",0.004166425205767155,-0.007609572261571884
25,6,1,0.6502685546875,2.899474375821288,"{""1"": 0.17007696639759715, ""2"": 0.34944621738314247, ""3"": 0.16444527876853765, ""4"": 0.14191852825229961, ""5"": 0.1023089919279144, ""6"": 0.04824479068894312, ""7"": 0.020086352543645578, ""8"": 0.003379012577435705, ""9"": 9.386146048432514e-05}","[0.3308616482072461, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1968274826356298, 0.2920030035667355, 0.4324197484512859, 0.6303735686127276, 0.2374694950253426, 0.030223390275952694, 0.054721231462361554, 0.07715412051811527, 0.2042425380138915, 0.10146423878355547, 0.08672798948751642, 0.22498592078092736, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[43, 1169], [46, 744], [39, 722], [52, 704], [56, 677], [53, 644], [58, 627], [47, 587]]","{""0"": 1375, ""1"": 1306, ""2"": 1340, ""3"": 1283, ""4"": 1311, ""5"": 1324, ""6"": 1340, ""7"": 1375}","[0.8071406774488862, 0.7656393042416845, 0.6224053724053724, 0.46750076289288983, 0.5886481537992065]",0.014210774563252926,-0.04035187140107155
26,6,2,0.5615234375,2.363369565217391,"{""1"": 0.48130434782608694, ""2"": 0.11402173913043478, ""3"": 0.16217391304347825, ""4"": 0.10956521739130434, ""5"": 0.08391304347826087, ""6"": 0.035869565217391305, ""7"": 0.01108695652173913, ""8"": 0.0018478260869565217, ""9"": 0.00010869565217391305, ""10"": 0.00010869565217391305}","[0.3658695652173913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18217391304347827, 0.1325, 0.26206521739130434, 0.2375, 0.2108695652173913, 0.3275, 0.044782608695652176, 0.1292391304347826, 0.026304347826086958, 0.26, 0.08847826086956521, 0.09608695652173913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2405], [46, 693], [0, 503], [58, 365], [47, 361], [53, 353], [43, 294], [6, 274]]","{""0"": 1115, ""1"": 1166, ""2"": 1174, ""3"": 1190, ""4"": 1131, ""5"": 1113, ""6"": 1165, ""7"": 1146}","[0.47543484894720783, 0.5221238938053098, 0.5949328449328449, 0.6652425999389686, 0.5498931949954227]",0.020456040278077126,-0.051629237830638885
27,6,3,0.575927734375,2.916172106824926,"{""1"": 0.13819415006358626, ""2"": 0.2789317507418398, ""3"": 0.29376854599406527, ""4"": 0.16352267910131413, ""5"": 0.08149639677829588, ""6"": 0.032958880881729546, ""7"": 0.009961848240779992, ""8"": 0.000741839762611276, ""9"": 0.000423908435777872}","[0.2884696905468419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11286562102585841, 0.3264094955489614, 0.589444679949131, 0.6513353115727003, 0.30712166172106825, 0.09824077999152184, 0.042602797795676134, 0.10014836795252226, 0.15515048749470114, 0.134061042814752, 0.07111064010173802, 0.03921153030945316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[43, 1359], [53, 872], [39, 844], [52, 704], [47, 680], [56, 677], [58, 629], [57, 579]]","{""0"": 1181, ""1"": 1157, ""2"": 1211, ""3"": 1148, ""4"": 1194, ""5"": 1158, ""6"": 1186, ""7"": 1201}","[0.5736954531583766, 0.6661580714067745, 0.601037851037851, 0.46872139151663106, 0.5700335672871529]",-0.0007479931227862835,-0.02669643424451351
28,7,0,0.709228515625,2.742168674698795,"{""1"": 0.3221170395869191, ""2"": 0.1644578313253012, ""3"": 0.20929432013769364, ""4"": 0.1514629948364888, ""5"": 0.09414802065404475, ""6"": 0.03261617900172117, ""7"": 0.016867469879518072, ""8"": 0.008433734939759036, ""9"": 0.0006024096385542169}","[0.2111015490533563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4604130808950086, 0.4179001721170396, 0.06471600688468158, 0.27435456110154904, 0.236144578313253, 0.16204819277108434, 0.05869191049913942, 0.34053356282271946, 0.046643717728055076, 0.24913941480206542, 0.12590361445783133, 0.09457831325301205, 0.0, 0.0, 0.0, 0.0]","[[1, 2405], [43, 1365], [58, 896], [39, 844], [53, 801], [57, 740], [47, 699], [0, 661]]","{""0"": 1434, ""1"": 1452, ""2"": 1432, ""3"": 1482, ""4"": 1473, ""5"": 1445, ""6"": 1460, ""7"": 1442}","[0.7165090021361001, 0.5804089105889533, 0.6941391941391941, 0.8117180347879158, 0.7433628318584071]",0.011011185124516487,-0.01955399662256241
29,7,1,0.5423583984375,2.2611973891514743,"{""1"": 0.4866081476479856, ""2"": 0.14202115687598468, ""3"": 0.14956110735989198, ""4"": 0.1170380373621427, ""5"": 0.06662165203691199, ""6"": 0.027796533873508892, ""7"": 0.009002925950934054, ""8"": 0.0013504388926401081}","[0.645059644384425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1573261309925726, 0.06875984695025883, 0.19041188386225524, 0.15485032635606572, 0.16362817915822642, 0.11107359891964888, 0.03713706954760297, 0.16025208192662616, 0.12198964663515642, 0.3425613324330407, 0.06155750618951159, 0.04659014179608373, 0.0, 0.0, 0.0, 0.0]","[[46, 719], [56, 677], [52, 604], [43, 565], [53, 552], [57, 481], [58, 478], [50, 474]]","{""0"": 1178, ""1"": 1080, ""2"": 1058, ""3"": 1041, ""4"": 1058, ""5"": 1099, ""6"": 1140, ""7"": 1232}","[0.7195605736954531, 0.6896551724137931, 0.5207570207570208, 0.3304851998779371, 0.45132743362831856]",0.08927825838327408,-0.12227979302406311
30,7,2,0.47772216796875,2.1646863421489715,"{""1"": 0.5450364124185512, ""2"": 0.11089817299092884, ""3"": 0.11089817299092884, ""4"": 0.13645074741280183, ""5"": 0.06528682764788553, ""6"": 0.027596780375622843, ""7"": 0.0034495975469528554, ""8"": 0.00025552574421873004, ""9"": 0.00012776287210936502}","[0.34674843490481666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2987095949916954, 0.3950428005621566, 0.031685192283122526, 0.14130573655295772, 0.06030407563562029, 0.1719688258592053, 0.05596013798390188, 0.1917720710361569, 0.043056087900856015, 0.16353647629998722, 0.1738852689408458, 0.09071163919764916, 0.0, 0.0, 0.0, 0.0]","[[1, 2405], [46, 558], [53, 379], [47, 333], [58, 329], [6, 278], [51, 237], [59, 234]]","{""0"": 995, ""1"": 1002, ""2"": 944, ""3"": 1006, ""4"": 963, ""5"": 942, ""6"": 987, ""7"": 988}","[0.43973146170277694, 0.44491913335367717, 0.4887057387057387, 0.5755263960939884, 0.43973146170277694]",0.0011386718833819032,-0.11825770139694214
31,7,3,0.541748046875,3.1602073005858493,"{""1"": 0.19659756647138352, ""2"": 0.1473636773321316, ""3"": 0.23884632717440288, ""4"": 0.2359170797656602, ""5"": 0.11052275799909869, ""6"": 0.04698062190175755, ""7"": 0.018138801261829655, ""8"": 0.0034925642181162686, ""9"": 0.0021406038756196484}","[0.2280306444344299, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3716764308246958, 0.15401081568273997, 0.07334384858044164, 0.19918882379450203, 0.44885083370887785, 0.16426318161333933, 0.06545741324921135, 0.40547543938711134, 0.14330779630464174, 0.5325597115817936, 0.1473636773321316, 0.2266786840919333, 0.0, 0.0, 0.0, 0.0]","[[43, 1366], [39, 844], [53, 842], [46, 721], [52, 704], [47, 699], [0, 657], [58, 630]]","{""0"": 1110, ""1"": 1107, ""2"": 1081, ""3"": 1108, ""4"": 1127, ""5"": 1130, ""6"": 1102, ""7"": 1111}","[0.6743973146170278, 0.5675923100396705, 0.5305250305250305, 0.45315837656393043, 0.48306377784559046]",0.015326298773288727,-0.037720903754234314
