bigram_bucket,count,avg_oracle_depth,avg_dynamic_exit_layer,oracle_early_rate,agreement_rate,avg_confidence
high,39920,3.3632765531062123,7.682765531062124,0.833441883767535,0.9996993987975952,0.9981465239891547
low,1860,4.230107526881721,7.873118279569892,0.7354838709677419,1.0,0.9991721879730943
medium,10987,3.7906616910894693,7.627559843451351,0.7811959588604714,0.9975425502867025,0.9979350121632995
rare,286,4.321678321678322,7.993006993006993,0.7727272727272727,1.0,0.9998641066201084
very_high,12483,2.5992149323079388,7.199391171993912,0.8436273331731154,0.9999198910518304,0.9960079663439476
