unigram_bucket,count,avg_oracle_depth,avg_dynamic_exit_layer,oracle_early_rate,agreement_rate,avg_confidence
high,8687,3.9233337170484632,7.601013007942903,0.7605617589501554,0.9963163347530793,0.9979043958430545
medium,164,3.6463414634146343,8.0,0.8536585365853658,1.0,1.0
very_high,56685,3.2244861956425863,7.58504013407427,0.8331480991443945,0.9998588691893799,0.997708645630968
