lambda_compute,step,baseline_ppl,dynamic_ppl,delta_ppl,average_compute,expected_compute,compute_saving,average_active_layers,skip_fraction,average_width,theoretical_paths,observed_paths,top1_coverage,top4_coverage,top8_coverage,top16_coverage,router_entropy,router_confidence,average_route_entropy,high_frequency_route_entropy,low_frequency_route_entropy,baseline_latency_ms,dynamic_latency_ms,router_overhead_ms,attention_latency_ms,mlp_latency_ms,prefill_latency_ms,decode_latency_ms,baseline_decode_latency_ms,speedup,tokens_per_second,seed,exploration,relative_ppl_degradation,healthy_diversity
0.055,500,9.94063908005962,9.926529867614471,-0.014109212445148955,2.036979166666667,2.126841100056966,0.4907552083333333,4.0,0.0,260.73333333333335,625,4,0.9395833333333333,1.0,1.0,1.0,0.15458814104398091,0.9454521020253499,0.15653037865314173,0.2024627280998479,0.10883140038156228,12.062406000040937,12.028812000062317,0.19293199991807342,2.1751999855041504,7.263423919677734,12.028812000062317,165.48952000011923,139.13934000011068,1.0027927944986128,340515.7550038009,1337,0.05,-0.0014193466166024793,0
0.065,500,9.889195913085278,9.880131308213999,-0.009064604871278803,2.021354166666667,2.092636807759603,0.4946614583333333,4.0,0.0,258.73333333333335,625,3,0.9666666666666667,1.0,1.0,1.0,0.1276804621020953,0.9574398636817932,0.14096653141025478,0.14138280824626356,0.14053424392670721,11.772393999854103,15.136112000036519,0.19617399986600503,1.9657920002937317,7.651808023452759,15.136112000036519,160.39796999975806,146.6889400006039,0.7777686898607581,270611.10541400046,1337,0.05,-0.0009166169778560551,0
0.075,500,10.011994637420809,10.000248278158685,-0.011746359262124528,2.0145833333333334,2.079923073450724,0.49635416666666665,4.0,0.0,257.8666666666667,625,3,0.9770833333333333,1.0,1.0,1.0,0.1141751100619634,0.9629738291104635,0.10571065806702074,0.10517989049080817,0.1063026680558732,13.628072000283282,12.846826000022702,0.22890199994435534,2.3395839631557465,8.655712008476257,12.846826000022702,115.48245000012685,140.07789000024786,1.060812374999023,318833.6169566523,1337,0.05,-0.0011732286809484904,0
0.085,500,9.950021093415566,9.938301080444914,-0.011720012970652505,2.0161458333333333,2.064980880419413,0.4959635416666667,4.0,0.0,258.06666666666666,625,4,0.98125,1.0,1.0,1.0,0.099728607883056,0.9690009752909342,0.055704441893151796,0.08537019027444417,0.019589617776795853,11.616961999970954,11.144908000133,0.21567200019489974,2.4032640159130096,5.752128005027771,11.144908000133,114.34623999957694,114.57739000034053,1.0423560248171022,367522.1006715461,1337,0.05,-0.0011778882537654134,0
0.095,500,10.004961848882742,9.988879512517675,-0.016082336365066396,2.0125,2.0478461345036822,0.49687499999999996,4.0,0.0,257.6,625,3,0.9833333333333333,1.0,1.0,1.0,0.0795258251329263,0.9771332999070486,0.04689429492237805,0.0681164720462396,0.025672117798516494,11.328890000004321,11.092211999930441,0.19943599996622652,1.9622400104999542,5.386207938194275,11.092211999930441,110.94960999907926,114.67431000055512,1.0213373130693286,369268.09549129475,1337,0.05,-0.0016074360510291985,0
