unigram_bucket,count,avg_oracle_depth,avg_dynamic_exit_layer,oracle_early_rate,agreement_rate,avg_confidence
high,4344,3.2315837937384897,7.998158379373849,0.9145948434622467,1.0,0.9999753157874058
medium,78,3.1794871794871793,8.0,0.9102564102564102,1.0,1.0
very_high,28346,2.9925915473082623,7.946941367388697,0.932336132082128,1.0,0.9994590117416108
