step,baseline_ppl,dynamic_ppl,delta_ppl,average_compute,expected_compute,compute_saving,average_active_layers,skip_fraction,average_width,theoretical_paths,observed_paths,top1_coverage,top4_coverage,top8_coverage,top16_coverage,router_entropy,router_confidence,average_route_entropy,high_frequency_route_entropy,low_frequency_route_entropy,baseline_latency_ms,dynamic_latency_ms,router_overhead_ms,attention_latency_ms,mlp_latency_ms,prefill_latency_ms,decode_latency_ms,baseline_decode_latency_ms,speedup,tokens_per_second
500,10.004961848882742,9.988879512517675,-0.016082336365066396,2.0125,2.0478461345036822,0.49687499999999996,4.0,0.0,257.6,625,3,0.9833333333333333,1.0,1.0,1.0,0.0795258251329263,0.9771332999070486,0.04689429492237805,0.0681164720462396,0.025672117798516494,11.328890000004321,11.092211999930441,0.19943599996622652,1.9622400104999542,5.386207938194275,11.092211999930441,110.94960999907926,114.67431000055512,1.0213373130693286,369268.09549129475
