step,ppl,full_ppl,average_compute,expected_compute,average_active_layers,average_width,unique_paths,top1_coverage,top4_coverage,top8_coverage,top16_coverage,router_entropy,router_confidence,collapse_warning
0,68.71962551207001,68.61265556627039,1.59765625,1.4805628061294556,3.71875,204.5,12,0.28125,0.59375,0.875,1.0,1.6052615642547607,0.2230115830898285,
100,12.749537969533153,12.761267587856127,3.484375,3.197144031524658,4.0,446.0,2,0.96875,1.0,1.0,1.0,0.705394446849823,0.6737183332443237,single_path
200,11.458227912816728,11.461490211311949,3.0625,3.1493868827819824,4.0,392.0,2,0.875,1.0,1.0,1.0,0.5177872180938721,0.7930165529251099,
300,10.861411040330948,10.868697922042422,2.46875,2.306216239929199,4.0,316.0,2,0.9375,1.0,1.0,1.0,0.25642600655555725,0.8664212226867676,
400,10.557827751881135,10.605145741874384,2.0625,2.170041084289551,4.0,264.0,2,0.9375,1.0,1.0,1.0,0.19408482313156128,0.9258477687835693,
500,9.95030663973203,9.953773229229897,2.0,2.040475845336914,4.0,256.0,1,1.0,1.0,1.0,1.0,0.07582490146160126,0.9794670343399048,single_path
