step,baseline_ppl,dynamic_ppl,delta_ppl,average_compute,expected_compute,compute_saving,average_active_layers,skip_fraction,average_width,theoretical_paths,observed_paths,top1_coverage,top4_coverage,top8_coverage,top16_coverage,router_entropy,router_confidence,average_route_entropy,high_frequency_route_entropy,low_frequency_route_entropy,baseline_latency_ms,dynamic_latency_ms,router_overhead_ms,attention_latency_ms,mlp_latency_ms,prefill_latency_ms,decode_latency_ms,baseline_decode_latency_ms,speedup,tokens_per_second
500,9.950021093415566,9.938301080444914,-0.011720012970652505,2.0161458333333333,2.064980880419413,0.4959635416666667,4.0,0.0,258.06666666666666,625,4,0.98125,1.0,1.0,1.0,0.099728607883056,0.9690009752909342,0.055704441893151796,0.08537019027444417,0.019589617776795853,11.616961999970954,11.144908000133,0.21567200019489974,2.4032640159130096,5.752128005027771,11.144908000133,114.34623999957694,114.57739000034053,1.0423560248171022,367522.1006715461
