bigram_bucket,count,avg_oracle_depth,avg_dynamic_exit_layer,oracle_early_rate,agreement_rate,avg_confidence
high,39920,5.363226452905812,8.0,0.6329909819639279,1.0,1.0
low,1860,6.439784946236559,8.0,0.43709677419354837,1.0,1.0
medium,10987,6.0274870301265135,8.0,0.5345408209702376,1.0,1.0
rare,286,6.328671328671328,8.0,0.4370629370629371,1.0,1.0
very_high,12483,4.3298886485620445,8.0,0.8380998157494192,1.0,1.0
