path,mean_ms,median_ms,tokens_per_second,mean_active_atoms,mean_active_channels,mean_active_ratio,router_entropy,checkpoint,iter,batch_size,block_size,tokens,dtype,max_abs_diff_grouped_vs_dense_mask,width_128_fraction,width_256_fraction,width_512_fraction
dense_full,6.245556499998202,6.054450001101941,10247.285410038068,8.0,512.0,1.0,0.0,ckpt.pt,900,1,64,64,float16,0.0,0.5,0.25,0.25
dense_mask,11.348596000098041,11.285999999017804,5639.464123971555,4.0,256.0,0.5,0.0,ckpt.pt,900,1,64,64,float16,0.0,0.5,0.25,0.25
grouped,6.768596000129037,6.660000000920263,9455.432116022275,4.0,256.0,0.5,0.0,ckpt.pt,900,1,64,64,float16,0.0,0.5,0.25,0.25
