unigram_bucket,count,avg_oracle_depth,avg_dynamic_exit_layer,oracle_early_rate,agreement_rate,avg_confidence
high,8687,3.087832393231265,7.999769770922067,0.9196500518015426,1.0,0.9999952059051748
medium,164,2.8902439024390243,8.0,0.9451219512195121,1.0,1.0
very_high,56685,3.080744465026021,7.97015083355385,0.9209314633500926,1.0,0.9996619249679345
