iter,oracle_rate_layer_2,oracle_rate_layer_4,oracle_rate_layer_6,oracle_rate_layer_8,agreement_layer_2_vs_final,agreement_layer_4_vs_final,agreement_layer_6_vs_final,bigram_high_avg_oracle_depth,bigram_high_oracle_early_rate,bigram_low_avg_oracle_depth,bigram_low_oracle_early_rate,bigram_medium_avg_oracle_depth,bigram_medium_oracle_early_rate,bigram_rare_avg_oracle_depth,bigram_rare_oracle_early_rate,bigram_very_high_avg_oracle_depth,bigram_very_high_oracle_early_rate
500,0.7129974365234375,0.111175537109375,0.098052978515625,0.0777740478515625,0.7129974365234375,0.7893829345703125,0.87310791015625,3.1822645290581164,0.9117985971943888,3.378494623655914,0.8935483870967742,3.162828797669974,0.9125329935378175,2.923076923076923,0.9300699300699301,2.6455179043499157,0.9608267243451093
1500,0.6787109375,0.09600830078125,0.11474609375,0.11053466796875,0.6787109375,0.7421722412109375,0.8492279052734375,3.3737975951903807,0.875,3.821505376344086,0.8387096774193549,3.745517429689633,0.8401747519796122,5.265734265734266,0.6398601398601399,2.623728270447809,0.9561002964031082
3000,0.66729736328125,0.0941009521484375,0.120819091796875,0.1177825927734375,0.66729736328125,0.7313232421875,0.8398284912109375,3.400250501002004,0.8697394789579158,4.290322580645161,0.7510752688172043,3.92645854191317,0.8260671702921635,4.118881118881119,0.7762237762237763,2.6721140751421935,0.920612032364015
