confidence_bucket,count,avg_oracle_depth,avg_dynamic_exit_layer,oracle_early_rate,agreement_rate,avg_confidence
0.8-1.0,65536,3.081207275390625,7.974151611328125,0.9208221435546875,1.0,0.9997069484024905
