confidence_bucket,count,avg_oracle_depth,avg_dynamic_exit_layer,oracle_early_rate,agreement_rate,avg_confidence
0.8-1.0,65536,3.314208984375,7.913543701171875,0.8825531005859375,1.0,0.9991527328802476
