bigram_bucket,count,avg_stable_oracle_depth,avg_bigram_frequency
high,39920,3.7213426853707414,4649.561072144289
low,1860,4.543010752688172,56.560752688172045
medium,10987,4.269591335214344,503.63456812596706
rare,286,4.7272727272727275,3.604895104895105
very_high,12483,2.918689417607947,16054.209805335257
